GENE	COVERAGE	STRAIN	GROUP
G232_05020	0.7512	Rstd	R
G232_05020	0.1049	SM102	S
G232_05020	0.7392	SM104	S
G232_05020	0.6887	SM105	S
G232_05020	0.7552	SM108	S
G232_05020	0.5696	SM109	S
G232_05020	0.4518	SM11	S
G232_05020	1.0795	SM122	S
G232_05020	0.9029	SM13	S
G232_05020	0.4516	SM14	S
G232_05020	0.0012	SM18	S
G232_05020	0.7851	SM24	S
G232_05020	0.7919	SM27	S
G232_05020	0.7071	SM28	S
G232_05020	0.0263	SM29	S
G232_05020	1.0476	SM35	S
G232_05020	0.0000	SM36	S
G232_05020	0.8556	SM42	S
G232_05020	0.7212	SM48	S
G232_05020	0.6639	SM57	S
G232_05020	0.7587	SM66	S
G232_05020	0.8961	SM67	S
G232_05020	0.0493	SM72	S
G232_05020	0.7410	SM74	S
G232_05020	0.8070	SM84	S
G232_05020	0.9200	SM9	S
G232_05020	0.6253	SM91	S
G232_05021	0.8484	Rstd	R
G232_05021	0.4755	SM102	S
G232_05021	0.6694	SM104	S
G232_05021	0.8521	SM105	S
G232_05021	0.6680	SM108	S
G232_05021	0.4348	SM109	S
G232_05021	0.7590	SM11	S
G232_05021	0.7152	SM122	S
G232_05021	0.6175	SM13	S
G232_05021	0.5108	SM14	S
G232_05021	1.2546	SM18	S
G232_05021	0.6974	SM24	S
G232_05021	0.8960	SM27	S
G232_05021	0.7393	SM28	S
G232_05021	0.9181	SM29	S
G232_05021	1.0476	SM35	S
G232_05021	0.5486	SM36	S
G232_05021	0.8468	SM42	S
G232_05021	1.0000	SM48	S
G232_05021	0.5798	SM57	S
G232_05021	0.8348	SM66	S
G232_05021	0.7890	SM67	S
G232_05021	0.4631	SM72	S
G232_05021	0.6619	SM74	S
G232_05021	0.7391	SM84	S
G232_05021	0.7392	SM9	S
G232_05021	0.6537	SM91	S
G232_05022	0.8028	Rstd	R
G232_05022	0.0000	SM102	S
G232_05022	0.8911	SM104	S
G232_05022	0.4903	SM105	S
G232_05022	0.5664	SM108	S
G232_05022	0.5087	SM109	S
G232_05022	0.1325	SM11	S
G232_05022	1.1060	SM122	S
G232_05022	0.6058	SM13	S
G232_05022	0.1478	SM14	S
G232_05022	0.8989	SM18	S
G232_05022	0.8465	SM24	S
G232_05022	0.4904	SM27	S
G232_05022	0.8893	SM28	S
G232_05022	1.1550	SM29	S
G232_05022	0.9619	SM35	S
G232_05022	0.0000	SM36	S
G232_05022	0.8609	SM42	S
G232_05022	0.8424	SM48	S
G232_05022	1.3361	SM57	S
G232_05022	0.6890	SM66	S
G232_05022	0.6981	SM67	S
G232_05022	0.0000	SM72	S
G232_05022	0.8921	SM74	S
G232_05022	0.7933	SM84	S
G232_05022	0.7824	SM9	S
G232_05022	0.8512	SM91	S
G232_05023	0.4916	Rstd	R
G232_05023	5.9441	SM102	S
G232_05023	0.7608	SM104	S
G232_05023	0.3852	SM105	S
G232_05023	0.6618	SM108	S
G232_05023	1.7565	SM109	S
G232_05023	1.7229	SM11	S
G232_05023	0.3709	SM122	S
G232_05023	1.0621	SM13	S
G232_05023	3.9113	SM14	S
G232_05023	1.8928	SM18	S
G232_05023	0.8070	SM24	S
G232_05023	0.7006	SM27	S
G232_05023	0.9786	SM28	S
G232_05023	1.0877	SM29	S
G232_05023	0.7143	SM35	S
G232_05023	7.2257	SM36	S
G232_05023	1.1109	SM42	S
G232_05023	0.8909	SM48	S
G232_05023	0.9160	SM57	S
G232_05023	0.6671	SM66	S
G232_05023	0.7857	SM67	S
G232_05023	6.1478	SM72	S
G232_05023	1.4029	SM74	S
G232_05023	0.5683	SM84	S
G232_05023	1.0256	SM9	S
G232_05023	0.8539	SM91	S
G232_05024	0.7017	Rstd	R
G232_05024	0.4406	SM102	S
G232_05024	0.8280	SM104	S
G232_05024	0.4397	SM105	S
G232_05024	0.3154	SM108	S
G232_05024	0.5174	SM109	S
