GENE	COVERAGE	STRAIN	GROUP
G232_04876	0.9267	Rstd	R
G232_04876	1.1538	SM102	S
G232_04876	0.7702	SM104	S
G232_04876	1.0856	SM105	S
G232_04876	0.7282	SM108	S
G232_04876	0.8000	SM109	S
G232_04876	0.8494	SM11	S
G232_04876	0.8543	SM122	S
G232_04876	0.8097	SM13	S
G232_04876	1.1747	SM14	S
G232_04876	1.2168	SM18	S
G232_04876	1.0746	SM24	S
G232_04876	0.8132	SM27	S
G232_04876	0.7286	SM28	S
G232_04876	0.7982	SM29	S
G232_04876	1.0571	SM35	S
G232_04876	0.5914	SM36	S
G232_04876	0.8011	SM42	S
G232_04876	1.0909	SM48	S
G232_04876	1.0588	SM57	S
G232_04876	0.5368	SM66	S
G232_04876	0.5325	SM67	S
G232_04876	0.8227	SM72	S
G232_04876	0.9784	SM74	S
G232_04876	1.0076	SM84	S
G232_04876	0.7616	SM9	S
G232_04876	1.0788	SM91	S
G232_04877	0.8761	Rstd	R
G232_04877	0.4965	SM102	S
G232_04877	0.8118	SM104	S
G232_04877	0.7471	SM105	S
G232_04877	0.8921	SM108	S
G232_04877	0.4609	SM109	S
G232_04877	0.1325	SM11	S
G232_04877	1.0662	SM122	S
G232_04877	0.9379	SM13	S
G232_04877	0.6962	SM14	S
G232_04877	0.8965	SM18	S
G232_04877	0.7368	SM24	S
G232_04877	0.4883	SM27	S
G232_04877	1.1071	SM28	S
G232_04877	0.2222	SM29	S
G232_04877	0.3048	SM35	S
G232_04877	0.0428	SM36	S
G232_04877	0.9137	SM42	S
G232_04877	1.3152	SM48	S
G232_04877	0.5126	SM57	S
G232_04877	0.9084	SM66	S
G232_04877	0.8636	SM67	S
G232_04877	0.1281	SM72	S
G232_04877	0.7914	SM74	S
G232_04877	0.7246	SM84	S
G232_04877	0.5392	SM9	S
G232_04877	1.0354	SM91	S
G232_04878	0.8127	Rstd	R
G232_04878	0.0000	SM102	S
G232_04878	0.7083	SM104	S
G232_04878	0.5875	SM105	S
G232_04878	0.3838	SM108	S
G232_04878	0.6000	SM109	S
G232_04878	0.9880	SM11	S
G232_04878	0.4172	SM122	S
G232_04878	0.6291	SM13	S
G232_04878	0.0887	SM14	S
G232_04878	0.0000	SM18	S
G232_04878	0.5439	SM24	S
G232_04878	0.6115	SM27	S
G232_04878	0.6321	SM28	S
G232_04878	0.0000	SM29	S
G232_04878	1.0000	SM35	S
G232_04878	0.1167	SM36	S
G232_04878	0.6373	SM42	S
G232_04878	0.7697	SM48	S
G232_04878	0.0000	SM57	S
G232_04878	0.6142	SM66	S
G232_04878	0.4416	SM67	S
G232_04878	0.1576	SM72	S
G232_04878	0.6619	SM74	S
G232_04878	1.1457	SM84	S
G232_04878	1.2832	SM9	S
G232_04878	0.6253	SM91	S
G232_04879	1.0089	Rstd	R
G232_04879	0.6993	SM102	S
G232_04879	0.7702	SM104	S
G232_04879	1.3307	SM105	S
G232_04879	0.8734	SM108	S
G232_04879	0.6348	SM109	S
G232_04879	0.6506	SM11	S
G232_04879	0.5629	SM122	S
G232_04879	0.6641	SM13	S
G232_04879	0.5215	SM14	S
G232_04879	1.3459	SM18	S
G232_04879	0.7193	SM24	S
G232_04879	0.3567	SM27	S
G232_04879	0.7464	SM28	S
G232_04879	1.7661	SM29	S
G232_04879	0.4762	SM35	S
G232_04879	0.1595	SM36	S
G232_04879	0.5634	SM42	S
G232_04879	0.5212	SM48	S
G232_04879	0.1429	SM57	S
G232_04879	0.8658	SM66	S
G232_04879	0.8117	SM67	S
G232_04879	1.1823	SM72	S
G232_04879	0.6115	SM74	S
G232_04879	0.8665	SM84	S
G232_04879	0.5456	SM9	S
G232_04879	1.0062	SM91	S
