GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_04826	7.45	7.53	6.69	1.28	3.08	1.94	1.39	0.51	4.79	13.75	9.85	0.71	3.45	3.75	3.26	0.32	13.68	5.48	1.70	1.52	4.76	3.20	8.54	0.16	11.16	4.24	8.73
G232_04827	10.00	7.86	5.52	1.98	3.60	3.81	2.10	1.09	4.03	14.31	13.72	2.21	5.76	3.14	4.95	1.09	17.00	6.43	1.20	1.57	5.04	1.89	11.63	1.53	12.84	6.05	8.80
G232_04828	8.93	0.14	7.84	2.14	3.47	1.85	1.28	1.54	4.04	2.10	11.28	1.40	4.47	2.55	3.80	0.50	0.14	3.68	1.24	0.86	7.55	2.95	0.11	1.43	13.50	4.99	8.97
G232_04829	7.04	2.22	7.93	2.48	3.86	2.58	1.48	1.42	4.52	7.44	12.08	2.64	3.17	2.49	4.22	1.44	5.43	4.55	1.26	0.63	4.47	2.82	6.19	1.85	12.31	6.03	13.68
G232_04830	7.70	1.77	6.61	2.08	3.85	1.58	1.87	1.22	3.58	3.61	10.85	1.15	3.24	1.87	2.86	0.89	3.17	3.65	1.35	1.08	6.73	2.60	2.52	0.77	10.06	4.47	8.60
G232_04831	10.33	1.28	6.91	2.43	4.97	1.69	1.57	1.02	3.73	3.43	10.64	1.55	3.97	2.55	4.26	0.81	2.98	4.69	1.31	0.86	6.74	2.94	2.57	0.93	11.36	4.40	9.75
G232_04832	9.51	0.04	7.61	3.37	3.85	2.32	1.00	0.95	5.57	1.38	5.47	1.43	2.92	2.17	1.20	0.88	0.00	4.43	0.64	1.11	6.19	2.32	0.07	1.32	10.89	3.68	11.58
G232_04833	8.14	3.70	6.06	2.41	4.23	3.06	2.04	1.19	4.36	10.20	13.39	1.98	3.98	2.38	4.36	0.86	6.27	4.37	1.30	0.55	7.18	2.74	5.85	1.27	10.80	5.67	11.47
G232_04834	9.45	1.03	6.52	3.07	3.39	1.51	1.10	1.62	3.14	5.22	10.94	2.25	3.24	2.97	4.55	0.39	2.42	4.41	1.69	0.89	8.27	3.39	1.86	0.64	14.42	6.11	12.00
G232_04835	6.26	9.79	5.67	2.01	2.05	1.88	3.11	1.12	2.61	16.53	5.38	1.35	2.42	1.74	2.68	0.68	23.01	3.82	2.74	1.67	5.07	2.77	16.59	0.60	12.02	4.74	7.33
