GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06577	6.10	0.57	6.68	0.76	2.79	1.24	0.27	0.82	4.31	2.75	2.26	1.41	3.10	1.78	2.82	0.14	0.11	2.97	0.49	0.71	3.97	1.95	0.84	0.28	6.78	2.68	5.74
G232_06578	7.20	0.15	5.63	1.38	4.63	1.31	0.38	1.05	3.86	1.47	4.95	0.84	2.56	1.91	1.79	1.04	0.19	3.96	1.40	0.47	5.92	1.91	0.18	1.08	10.48	5.83	8.68
G232_06579	7.64	6.35	6.22	2.39	3.12	2.97	2.20	1.51	4.92	14.14	12.61	1.33	3.78	2.82	4.95	0.94	13.38	7.07	1.49	1.37	4.75	2.44	11.15	1.00	9.76	4.74	8.82
G232_06580	8.53	0.00	6.40	1.79	4.31	1.78	1.10	1.36	6.06	2.88	12.29	1.49	3.44	2.24	3.58	1.30	0.00	4.12	1.03	0.43	6.97	2.65	0.00	1.40	8.92	7.05	8.82
G232_06581	9.41	0.00	9.32	2.27	3.91	2.18	0.88	1.50	5.27	1.19	9.90	0.83	3.32	2.00	1.53	0.75	0.00	4.41	1.72	0.87	7.05	1.05	0.00	0.72	13.66	4.46	7.73
G232_06582	8.96	5.48	5.68	2.08	4.07	3.06	2.19	1.41	4.61	12.78	12.59	1.74	4.00	2.50	3.76	0.98	14.12	5.36	1.41	1.03	5.60	2.95	8.74	0.95	11.62	5.82	9.59
G232_06583	7.37	0.40	5.91	1.48	5.00	2.00	1.84	1.22	4.63	2.97	11.36	1.92	4.66	2.30	3.77	1.11	0.88	4.49	1.84	1.15	5.74	3.45	1.07	1.30	11.78	5.58	8.83
G232_06584	8.58	0.11	8.35	2.67	4.40	1.98	1.71	1.48	5.55	1.76	4.58	2.49	5.91	1.90	2.58	0.99	0.11	5.03	1.72	1.04	7.54	2.93	0.07	0.94	14.66	7.22	11.20
G232_06585	9.29	1.34	2.28	1.85	4.73	2.86	0.00	1.49	3.22	5.28	10.63	1.71	1.77	1.44	3.35	1.37	2.76	8.21	0.86	1.97	6.24	2.22	2.97	1.93	7.84	4.83	15.27
G232_06586	5.76	8.45	3.49	0.93	1.93	1.88	4.34	0.19	4.33	15.14	13.22	2.71	4.00	3.26	3.66	0.66	11.36	7.36	0.94	1.09	3.53	2.53	7.41	0.78	9.09	4.91	8.29
G232_06587	6.85	0.54	5.93	1.73	3.09	2.22	1.18	1.24	3.82	1.34	8.08	1.94	3.32	1.85	2.41	0.66	0.11	4.44	1.25	1.02	6.35	2.01	0.42	1.17	9.00	4.53	7.63
G232_06588	9.13	0.46	5.48	1.81	3.34	1.10	1.08	1.18	3.95	1.54	9.29	1.52	3.38	1.88	4.04	0.56	0.62	4.68	1.34	0.83	3.84	2.80	0.61	0.57	10.94	4.10	9.34
G232_06589	10.97	0.96	6.61	1.60	4.61	1.70	1.76	1.49	4.16	3.53	12.11	1.73	4.12	3.51	5.38	1.32	2.81	4.91	1.32	1.38	7.34	3.06	1.40	0.85	10.93	4.37	10.31
G232_06590	6.44	3.46	5.04	2.93	3.83	2.61	1.80	0.86	5.03	6.24	9.26	2.03	3.82	3.34	4.96	0.69	6.22	5.16	1.66	0.92	6.18	2.45	4.60	0.98	10.54	5.81	9.35
G232_06591	8.07	2.22	6.71	1.79	3.70	1.53	1.30	1.59	3.76	4.06	10.11	1.48	4.22	2.37	4.46	0.74	2.85	5.40	1.40	1.04	6.24	2.77	1.78	0.75	10.36	4.77	10.18
G232_06592	9.53	0.15	7.13	2.41	4.87	2.35	0.84	2.47	4.69	1.92	9.92	2.53	4.37	2.87	3.85	0.53	0.12	3.55	1.20	1.68	6.86	2.63	0.29	0.31	11.84	6.58	8.43
G232_06593	8.70	0.44	6.62	1.84	3.88	1.68	1.21	1.06	3.82	2.20	9.80	1.40	2.58	2.25	4.22	0.92	0.65	6.07	0.75	0.70	5.19	2.23	0.53	0.83	11.05	4.68	7.56
G232_06594	8.25	0.84	6.51	1.40	4.87	1.45	0.95	0.94	5.10	0.88	10.59	2.01	2.56	2.43	2.77	1.05	0.30	4.45	1.22	1.23	5.87	3.33	0.36	1.30	11.08	6.39	10.26
G232_06595	9.16	0.21	6.15	1.70	4.22	1.82	1.42	0.78	3.77	1.96	8.62	2.63	2.74	2.77	2.92	0.92	0.22	4.09	1.55	0.87	6.32	2.42	0.37	0.90	11.17	4.16	11.19
G232_06596	11.38	0.02	7.69	1.60	4.56	1.67	0.94	1.04	4.34	2.87	9.99	1.29	3.26	2.20	3.55	1.34	0.06	4.51	1.38	1.25	6.25	1.95	0.11	0.74	10.90	4.79	11.32
G232_06597	5.56	0.28	4.67	2.53	3.41	1.10	1.46	1.29	4.70	2.32	9.73	2.37	4.21	2.97	2.08	1.10	0.50	5.50	1.27	1.00	4.97	2.29	0.81	0.65	11.08	4.81	8.01
G232_06598	11.74	0.00	7.17	2.14	6.21	3.53	1.25	1.46	4.10	0.79	0.00	1.73	4.23	2.09	0.29	1.59	0.00	3.51	1.65	1.06	8.91	2.83	0.00	1.17	12.24	4.57	12.03
