GENE	COVERAGE	STRAIN	GROUP
G232_04872	0.8365	Rstd	R
G232_04872	0.0000	SM102	S
G232_04872	1.1223	SM104	S
G232_04872	2.0156	SM105	S
G232_04872	0.7676	SM108	S
G232_04872	0.5478	SM109	S
G232_04872	0.3012	SM11	S
G232_04872	1.5629	SM122	S
G232_04872	0.7049	SM13	S
G232_04872	0.1371	SM14	S
G232_04872	0.0049	SM18	S
G232_04872	1.2456	SM24	S
G232_04872	1.7622	SM27	S
G232_04872	0.2679	SM28	S
G232_04872	0.3421	SM29	S
G232_04872	1.1810	SM35	S
G232_04872	0.0000	SM36	S
G232_04872	0.4683	SM42	S
G232_04872	0.8242	SM48	S
G232_04872	0.4034	SM57	S
G232_04872	0.6413	SM66	S
G232_04872	0.9513	SM67	S
G232_04872	0.0197	SM72	S
G232_04872	0.9137	SM74	S
G232_04872	1.2708	SM84	S
G232_04872	1.0800	SM9	S
G232_04872	0.3144	SM91	S
G232_04873	0.7403	Rstd	R
G232_04873	0.0350	SM102	S
G232_04873	1.0188	SM104	S
G232_04873	1.7432	SM105	S
G232_04873	0.8465	SM108	S
G232_04873	0.9957	SM109	S
G232_04873	0.3072	SM11	S
G232_04873	0.8411	SM122	S
G232_04873	0.7845	SM13	S
G232_04873	0.0000	SM14	S
G232_04873	0.0000	SM18	S
G232_04873	1.5044	SM24	S
G232_04873	1.6136	SM27	S
G232_04873	0.0821	SM28	S
G232_04873	0.2018	SM29	S
G232_04873	1.8095	SM35	S
G232_04873	0.0389	SM36	S
G232_04873	0.0000	SM42	S
G232_04873	0.0000	SM48	S
G232_04873	0.5882	SM57	S
G232_04873	0.5342	SM66	S
G232_04873	0.1364	SM67	S
G232_04873	0.0739	SM72	S
G232_04873	1.4029	SM74	S
G232_04873	0.1281	SM84	S
G232_04873	1.4352	SM9	S
G232_04873	0.0027	SM91	S
