GENE	COVERAGE	STRAIN	GROUP
G232_02880	0.5015	Rstd	R
G232_02880	5.8112	SM102	S
G232_02880	0.4677	SM104	S
G232_02880	0.6109	SM105	S
G232_02880	0.1515	SM108	S
G232_02880	0.5609	SM109	S
G232_02880	0.4036	SM11	S
G232_02880	0.0000	SM122	S
G232_02880	0.2505	SM13	S
G232_02880	2.5565	SM14	S
G232_02880	0.3520	SM18	S
G232_02880	0.4781	SM24	S
G232_02880	0.5520	SM27	S
G232_02880	0.7536	SM28	S
G232_02880	0.4532	SM29	S
G232_02880	1.0857	SM35	S
G232_02880	3.7315	SM36	S
G232_02880	0.6021	SM42	S
G232_02880	1.5152	SM48	S
G232_02880	0.7815	SM57	S
G232_02880	0.2606	SM66	S
G232_02880	0.7662	SM67	S
G232_02880	5.1970	SM72	S
G232_02880	0.5899	SM74	S
G232_02880	0.7879	SM84	S
G232_02880	0.2752	SM9	S
G232_02880	0.5757	SM91	S
G232_02881	0.6710	Rstd	R
G232_02881	0.7622	SM102	S
G232_02881	0.7500	SM104	S
G232_02881	0.5953	SM105	S
G232_02881	0.6494	SM108	S
G232_02881	1.1826	SM109	S
G232_02881	0.6687	SM11	S
G232_02881	1.0795	SM122	S
G232_02881	0.8524	SM13	S
G232_02881	0.5806	SM14	S
G232_02881	1.0512	SM18	S
G232_02881	0.5833	SM24	S
G232_02881	0.6518	SM27	S
G232_02881	0.7643	SM28	S
G232_02881	1.3246	SM29	S
G232_02881	0.5524	SM35	S
G232_02881	0.5875	SM36	S
G232_02881	0.8944	SM42	S
G232_02881	0.3939	SM48	S
G232_02881	0.7899	SM57	S
G232_02881	1.1432	SM66	S
G232_02881	0.4286	SM67	S
G232_02881	0.8276	SM72	S
G232_02881	1.0504	SM74	S
G232_02881	0.8230	SM84	S
G232_02881	0.8464	SM9	S
G232_02881	0.7555	SM91	S
G232_02882	0.6888	Rstd	R
G232_02882	0.1748	SM102	S
G232_02882	0.7392	SM104	S
G232_02882	0.9455	SM105	S
G232_02882	0.6411	SM108	S
G232_02882	0.4826	SM109	S
G232_02882	0.7048	SM11	S
G232_02882	0.6159	SM122	S
G232_02882	0.5456	SM13	S
G232_02882	0.5323	SM14	S
G232_02882	1.2436	SM18	S
G232_02882	0.4561	SM24	S
G232_02882	0.6815	SM27	S
G232_02882	0.8893	SM28	S
G232_02882	1.2953	SM29	S
G232_02882	0.4286	SM35	S
G232_02882	0.1790	SM36	S
G232_02882	0.9437	SM42	S
G232_02882	0.6303	SM48	S
G232_02882	0.6807	SM57	S
G232_02882	0.5419	SM66	S
G232_02882	0.5357	SM67	S
G232_02882	0.4187	SM72	S
G232_02882	0.2662	SM74	S
G232_02882	0.7468	SM84	S
G232_02882	0.6976	SM9	S
G232_02882	0.7857	SM91	S
G232_02883	0.6888	Rstd	R
G232_02883	6.3706	SM102	S
G232_02883	0.4772	SM104	S
G232_02883	0.2840	SM105	S
G232_02883	0.6598	SM108	S
G232_02883	1.1826	SM109	S
G232_02883	0.8614	SM11	S
G232_02883	1.1656	SM122	S
G232_02883	0.5631	SM13	S
G232_02883	2.3683	SM14	S
G232_02883	0.6614	SM18	S
G232_02883	0.3377	SM24	S
G232_02883	0.4331	SM27	S
G232_02883	0.3071	SM28	S
G232_02883	0.4912	SM29	S
G232_02883	0.6762	SM35	S
G232_02883	6.2957	SM36	S
G232_02883	0.3873	SM42	S
G232_02883	0.8545	SM48	S
G232_02883	1.2941	SM57	S
G232_02883	0.3471	SM66	S
G232_02883	0.4578	SM67	S
G232_02883	3.9507	SM72	S
G232_02883	0.6691	SM74	S
G232_02883	0.4805	SM84	S
G232_02883	0.3088	SM9	S
G232_02883	0.5182	SM91	S
