GENE	COVERAGE	STRAIN	GROUP
G232_04133	0.4123	Rstd	R
G232_04133	1.1329	SM102	S
G232_04133	0.5403	SM104	S
G232_04133	0.3891	SM105	S
G232_04133	0.4917	SM108	S
G232_04133	0.5087	SM109	S
G232_04133	0.6265	SM11	S
G232_04133	0.3709	SM122	S
G232_04133	0.5184	SM13	S
G232_04133	0.8925	SM14	S
G232_04133	0.6029	SM18	S
G232_04133	0.5263	SM24	S
G232_04133	0.3503	SM27	S
G232_04133	0.4214	SM28	S
G232_04133	0.5292	SM29	S
G232_04133	0.2000	SM35	S
G232_04133	1.3074	SM36	S
G232_04133	0.4261	SM42	S
G232_04133	0.3879	SM48	S
G232_04133	0.4790	SM57	S
G232_04133	0.3123	SM66	S
G232_04133	0.5260	SM67	S
G232_04133	1.3300	SM72	S
G232_04133	0.1942	SM74	S
G232_04133	0.3387	SM84	S
G232_04133	0.4480	SM9	S
G232_04133	0.4464	SM91	S
G232_04134	0.6819	Rstd	R
G232_04134	0.5105	SM102	S
G232_04134	0.5511	SM104	S
G232_04134	0.5058	SM105	S
G232_04134	0.6432	SM108	S
G232_04134	0.7826	SM109	S
G232_04134	0.3373	SM11	S
G232_04134	0.7947	SM122	S
G232_04134	0.6621	SM13	S
G232_04134	1.1290	SM14	S
G232_04134	1.0682	SM18	S
G232_04134	0.5702	SM24	S
G232_04134	0.5287	SM27	S
G232_04134	0.9143	SM28	S
G232_04134	1.1433	SM29	S
G232_04134	0.5905	SM35	S
G232_04134	0.8327	SM36	S
G232_04134	0.7817	SM42	S
G232_04134	0.7273	SM48	S
G232_04134	0.5966	SM57	S
G232_04134	0.6877	SM66	S
G232_04134	0.7987	SM67	S
G232_04134	1.0591	SM72	S
G232_04134	0.9424	SM74	S
G232_04134	0.5446	SM84	S
G232_04134	0.6320	SM9	S
G232_04134	0.6528	SM91	S
G232_04135	0.7750	Rstd	R
G232_04135	0.4476	SM102	S
G232_04135	0.7890	SM104	S
G232_04135	0.5914	SM105	S
G232_04135	0.9398	SM108	S
G232_04135	0.6783	SM109	S
G232_04135	0.6024	SM11	S
G232_04135	0.8411	SM122	S
G232_04135	0.6854	SM13	S
G232_04135	0.5780	SM14	S
G232_04135	1.2509	SM18	S
G232_04135	0.8816	SM24	S
G232_04135	0.9045	SM27	S
G232_04135	0.8393	SM28	S
G232_04135	1.3977	SM29	S
G232_04135	1.2286	SM35	S
G232_04135	0.3696	SM36	S
G232_04135	0.8908	SM42	S
G232_04135	0.8788	SM48	S
G232_04135	0.5294	SM57	S
G232_04135	0.7432	SM66	S
G232_04135	0.7662	SM67	S
G232_04135	0.2759	SM72	S
G232_04135	0.5899	SM74	S
G232_04135	0.9977	SM84	S
G232_04135	0.7680	SM9	S
G232_04135	0.9097	SM91	S
G232_04136	0.8315	Rstd	R
G232_04136	0.1538	SM102	S
G232_04136	0.8253	SM104	S
G232_04136	0.8093	SM105	S
G232_04136	0.7261	SM108	S
G232_04136	0.7000	SM109	S
G232_04136	0.7952	SM11	S
G232_04136	1.1391	SM122	S
G232_04136	0.7903	SM13	S
G232_04136	0.4785	SM14	S
G232_04136	1.3057	SM18	S
G232_04136	0.7895	SM24	S
G232_04136	0.8493	SM27	S
G232_04136	0.9571	SM28	S
G232_04136	1.2193	SM29	S
G232_04136	0.7905	SM35	S
G232_04136	0.1206	SM36	S
G232_04136	0.8750	SM42	S
G232_04136	0.7758	SM48	S
G232_04136	0.8319	SM57	S
G232_04136	0.8065	SM66	S
G232_04136	0.8636	SM67	S
G232_04136	0.1429	SM72	S
G232_04136	0.6619	SM74	S
G232_04136	0.8825	SM84	S
G232_04136	0.7984	SM9	S
G232_04136	0.8051	SM91	S
G232_04137	0.7502	Rstd	R
G232_04137	0.1469	SM102	S
G232_04137	0.7097	SM104	S
G232_04137	1.0039	SM105	S
G232_04137	0.8423	SM108	S
G232_04137	0.7478	SM109	S
G232_04137	0.6325	SM11	S
G232_04137	1.0530	SM122	S
