GENE	COVERAGE	STRAIN	GROUP
G232_10205	0.7483	Rstd	R
G232_10205	1.3287	SM102	S
G232_10205	1.0766	SM104	S
G232_10205	0.7276	SM105	S
G232_10205	0.7697	SM108	S
G232_10205	0.5217	SM109	S
G232_10205	0.9337	SM11	S
G232_10205	0.6755	SM122	S
G232_10205	0.8097	SM13	S
G232_10205	1.5672	SM14	S
G232_10205	1.3130	SM18	S
G232_10205	0.5263	SM24	S
G232_10205	0.7834	SM27	S
G232_10205	0.9107	SM28	S
G232_10205	1.5848	SM29	S
G232_10205	0.4476	SM35	S
G232_10205	1.3191	SM36	S
G232_10205	0.8187	SM42	S
G232_10205	0.8303	SM48	S
G232_10205	0.6639	SM57	S
G232_10205	0.6503	SM66	S
G232_10205	0.8831	SM67	S
G232_10205	1.2759	SM72	S
G232_10205	0.4388	SM74	S
G232_10205	0.9565	SM84	S
G232_10205	0.7296	SM9	S
G232_10205	0.8636	SM91	S
