GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09498	8.91	0.49	6.96	2.14	3.79	3.08	1.43	0.93	4.76	2.76	7.27	1.72	4.12	2.23	3.00	0.64	1.78	4.44	1.67	0.59	9.61	3.32	1.02	1.17	11.76	5.08	10.17
G232_09499	8.48	6.44	6.98	2.41	4.11	3.46	2.62	1.34	4.14	12.76	11.06	1.54	3.73	3.37	3.95	0.83	13.68	5.94	1.66	1.26	6.38	3.11	10.39	1.42	10.53	4.94	10.67
G232_09500	7.02	0.81	6.32	1.54	5.58	1.58	2.42	1.21	5.13	1.81	10.15	2.06	2.07	1.95	1.94	1.07	1.23	5.22	1.53	0.29	6.21	3.22	1.38	0.49	12.07	3.95	8.03
G232_09501	7.36	1.03	6.18	1.82	4.05	1.48	1.03	1.76	4.40	2.02	9.56	1.67	4.73	2.00	2.58	1.24	1.13	4.55	1.16	0.82	6.32	2.56	1.46	0.58	11.17	5.30	8.73
G232_09502	6.65	1.72	6.53	1.88	4.10	1.86	1.45	0.83	4.17	3.39	12.85	1.26	2.88	1.64	3.99	1.15	2.84	3.72	1.42	1.12	6.66	1.92	2.47	0.74	7.36	4.21	8.84
G232_09503	6.63	1.86	7.18	1.63	4.19	1.97	0.99	1.33	3.18	3.35	8.41	1.33	2.97	1.86	2.89	0.55	2.23	3.59	1.13	1.09	7.98	2.01	2.67	1.03	7.17	4.14	8.39
G232_09504	6.98	0.23	5.52	2.72	3.78	1.24	0.86	1.69	2.23	1.19	7.55	2.20	2.74	1.85	0.00	1.62	0.32	4.97	1.39	0.96	9.13	3.52	0.09	1.61	10.86	4.84	13.27
G232_09505	9.58	0.03	4.71	2.27	3.84	0.88	0.99	0.89	3.41	1.59	7.67	1.57	3.61	2.59	3.06	0.94	0.25	5.11	0.89	1.05	4.87	2.87	0.16	0.60	11.23	3.51	9.31
G232_09506	9.21	0.20	7.04	2.59	4.48	1.93	1.42	1.81	5.21	2.04	10.89	1.93	4.31	2.76	3.82	0.96	0.28	4.57	1.34	0.90	8.49	2.65	0.30	1.29	11.50	4.83	10.85
G232_09507	8.53	0.87	6.04	2.17	4.57	1.86	0.71	1.34	2.68	2.27	9.62	1.84	2.93	2.20	3.53	0.55	1.17	4.50	1.22	0.53	5.21	2.61	0.60	0.66	12.37	4.22	9.46
