GENE	COVERAGE	STRAIN	GROUP
G232_06778	0.9574	Rstd	R
G232_06778	0.2168	SM102	S
G232_06778	0.8642	SM104	S
G232_06778	0.6615	SM105	S
G232_06778	0.4855	SM108	S
G232_06778	0.7174	SM109	S
G232_06778	0.5602	SM11	S
G232_06778	0.4967	SM122	S
G232_06778	0.8951	SM13	S
G232_06778	0.5161	SM14	S
G232_06778	1.3800	SM18	S
G232_06778	0.5702	SM24	S
G232_06778	0.6603	SM27	S
G232_06778	0.8393	SM28	S
G232_06778	1.1784	SM29	S
G232_06778	0.8286	SM35	S
G232_06778	0.3619	SM36	S
G232_06778	0.6144	SM42	S
G232_06778	0.8727	SM48	S
G232_06778	0.2773	SM57	S
G232_06778	0.7032	SM66	S
G232_06778	0.5357	SM67	S
G232_06778	0.2956	SM72	S
G232_06778	0.6115	SM74	S
G232_06778	0.6804	SM84	S
G232_06778	0.7328	SM9	S
G232_06778	0.7396	SM91	S
G232_06779	0.9257	Rstd	R
G232_06779	0.0350	SM102	S
G232_06779	0.6640	SM104	S
G232_06779	0.6965	SM105	S
G232_06779	0.7075	SM108	S
G232_06779	0.4826	SM109	S
G232_06779	0.3494	SM11	S
G232_06779	1.0993	SM122	S
G232_06779	0.7786	SM13	S
G232_06779	0.6801	SM14	S
G232_06779	1.1157	SM18	S
G232_06779	0.8246	SM24	S
G232_06779	0.6815	SM27	S
G232_06779	0.7464	SM28	S
G232_06779	1.0965	SM29	S
G232_06779	0.5905	SM35	S
G232_06779	0.0584	SM36	S
G232_06779	0.8028	SM42	S
G232_06779	1.0424	SM48	S
G232_06779	0.8824	SM57	S
G232_06779	0.7755	SM66	S
G232_06779	0.5325	SM67	S
G232_06779	0.0690	SM72	S
G232_06779	0.7842	SM74	S
G232_06779	0.8825	SM84	S
G232_06779	0.8944	SM9	S
G232_06779	0.7857	SM91	S
G232_06780	0.5114	Rstd	R
G232_06780	0.4126	SM102	S
G232_06780	0.4167	SM104	S
G232_06780	0.4241	SM105	S
G232_06780	0.3817	SM108	S
G232_06780	0.8217	SM109	S
G232_06780	0.5904	SM11	S
G232_06780	0.2252	SM122	S
G232_06780	0.3922	SM13	S
G232_06780	0.4086	SM14	S
G232_06780	0.3983	SM18	S
G232_06780	0.4167	SM24	S
G232_06780	0.0955	SM27	S
G232_06780	0.3036	SM28	S
G232_06780	0.7632	SM29	S
G232_06780	0.6952	SM35	S
G232_06780	0.8911	SM36	S
G232_06780	0.3486	SM42	S
G232_06780	0.5212	SM48	S
G232_06780	0.2773	SM57	S
G232_06780	0.3948	SM66	S
G232_06780	0.5844	SM67	S
G232_06780	0.9064	SM72	S
G232_06780	0.5180	SM74	S
G232_06780	0.3402	SM84	S
G232_06780	0.2768	SM9	S
G232_06780	0.4154	SM91	S
G232_06781	0.4678	Rstd	R
G232_06781	0.0000	SM102	S
G232_06781	0.4422	SM104	S
G232_06781	0.4903	SM105	S
G232_06781	0.4191	SM108	S
G232_06781	0.2348	SM109	S
G232_06781	0.4398	SM11	S
G232_06781	0.4834	SM122	S
G232_06781	0.5359	SM13	S
G232_06781	0.2581	SM14	S
G232_06781	0.7369	SM18	S
G232_06781	0.5000	SM24	S
G232_06781	0.4459	SM27	S
G232_06781	0.3143	SM28	S
G232_06781	0.6842	SM29	S
G232_06781	0.4667	SM35	S
G232_06781	0.0000	SM36	S
G232_06781	0.2183	SM42	S
G232_06781	0.4242	SM48	S
G232_06781	0.6975	SM57	S
G232_06781	0.4490	SM66	S
G232_06781	0.4318	SM67	S
G232_06781	0.0443	SM72	S
G232_06781	0.3453	SM74	S
G232_06781	0.3936	SM84	S
G232_06781	0.4240	SM9	S
G232_06781	0.4411	SM91	S
