GENE	COVERAGE	STRAIN	GROUP
G232_09831	0.9881	Rstd	R
G232_09831	2.0490	SM102	S
G232_09831	0.8763	SM104	S
G232_09831	1.3619	SM105	S
G232_09831	0.5353	SM108	S
G232_09831	0.6261	SM109	S
G232_09831	0.7530	SM11	S
G232_09831	1.3775	SM122	S
G232_09831	0.6563	SM13	S
G232_09831	2.6909	SM14	S
G232_09831	0.8002	SM18	S
G232_09831	0.8684	SM24	S
G232_09831	0.4034	SM27	S
G232_09831	0.9571	SM28	S
G232_09831	1.3392	SM29	S
G232_09831	1.0286	SM35	S
G232_09831	2.3230	SM36	S
G232_09831	0.7236	SM42	S
G232_09831	0.6848	SM48	S
G232_09831	1.1513	SM57	S
G232_09831	0.5406	SM66	S
G232_09831	0.8831	SM67	S
G232_09831	2.5714	SM72	S
G232_09831	0.6259	SM74	S
G232_09831	0.6789	SM84	S
G232_09831	1.0192	SM9	S
G232_09831	0.8955	SM91	S
G232_09832	0.5927	Rstd	R
G232_09832	1.0839	SM102	S
G232_09832	0.8038	SM104	S
G232_09832	0.6342	SM105	S
G232_09832	0.7116	SM108	S
G232_09832	0.7913	SM109	S
G232_09832	0.5904	SM11	S
G232_09832	0.8013	SM122	S
G232_09832	0.6874	SM13	S
G232_09832	1.1452	SM14	S
G232_09832	1.0974	SM18	S
G232_09832	0.8728	SM24	S
G232_09832	0.7155	SM27	S
G232_09832	1.1286	SM28	S
G232_09832	0.4357	SM29	S
G232_09832	1.0857	SM35	S
G232_09832	1.3969	SM36	S
G232_09832	1.0863	SM42	S
G232_09832	0.4242	SM48	S
G232_09832	1.5714	SM57	S
G232_09832	0.8710	SM66	S
G232_09832	0.7110	SM67	S
G232_09832	1.6305	SM72	S
G232_09832	0.6906	SM74	S
G232_09832	0.8436	SM84	S
G232_09832	0.8480	SM9	S
G232_09832	0.8875	SM91	S
G232_09833	1.0436	Rstd	R
G232_09833	0.2098	SM102	S
G232_09833	1.2366	SM104	S
G232_09833	0.4591	SM105	S
G232_09833	0.9108	SM108	S
G232_09833	1.0826	SM109	S
G232_09833	1.0181	SM11	S
G232_09833	0.6755	SM122	S
G232_09833	0.8893	SM13	S
G232_09833	0.3817	SM14	S
G232_09833	0.9220	SM18	S
G232_09833	0.6667	SM24	S
G232_09833	0.8556	SM27	S
G232_09833	1.0929	SM28	S
G232_09833	1.3596	SM29	S
G232_09833	1.1619	SM35	S
G232_09833	0.4903	SM36	S
G232_09833	0.5898	SM42	S
G232_09833	0.9636	SM48	S
G232_09833	0.7227	SM57	S
G232_09833	0.9213	SM66	S
G232_09833	0.8409	SM67	S
G232_09833	0.4286	SM72	S
G232_09833	0.8201	SM74	S
G232_09833	0.8436	SM84	S
G232_09833	0.7728	SM9	S
G232_09833	0.8140	SM91	S
G232_09834	0.9049	Rstd	R
G232_09834	0.0280	SM102	S
G232_09834	0.7648	SM104	S
G232_09834	0.6887	SM105	S
G232_09834	0.9108	SM108	S
G232_09834	0.5348	SM109	S
G232_09834	0.6566	SM11	S
G232_09834	0.4768	SM122	S
G232_09834	0.8524	SM13	S
G232_09834	0.5645	SM14	S
G232_09834	1.3057	SM18	S
G232_09834	0.7895	SM24	S
G232_09834	0.8301	SM27	S
G232_09834	0.7357	SM28	S
G232_09834	1.0906	SM29	S
G232_09834	0.9238	SM35	S
G232_09834	0.0311	SM36	S
G232_09834	0.7306	SM42	S
G232_09834	0.7273	SM48	S
G232_09834	0.6723	SM57	S
G232_09834	0.9523	SM66	S
G232_09834	0.7857	SM67	S
G232_09834	0.0739	SM72	S
G232_09834	0.8417	SM74	S
G232_09834	0.9100	SM84	S
G232_09834	0.7872	SM9	S
G232_09834	0.8592	SM91	S
G232_09835	0.9653	Rstd	R
G232_09835	4.2028	SM102	S
G232_09835	0.6694	SM104	S
G232_09835	1.0156	SM105	S
G232_09835	0.7967	SM108	S
G232_09835	1.1783	SM109	S
G232_09835	1.5361	SM11	S
G232_09835	0.9536	SM122	S
G232_09835	0.9029	SM13	S
G232_09835	3.1586	SM14	S
G232_09835	1.1437	SM18	S
G232_09835	1.0219	SM24	S
G232_09835	0.9087	SM27	S
G232_09835	1.0571	SM28	S
G232_09835	1.2573	SM29	S
G232_09835	0.9143	SM35	S
G232_09835	5.3774	SM36	S
G232_09835	1.0563	SM42	S
G232_09835	1.4848	SM48	S
G232_09835	1.2773	SM57	S
G232_09835	0.7200	SM66	S
G232_09835	1.0455	SM67	S
G232_09835	4.5074	SM72	S
G232_09835	0.4892	SM74	S
G232_09835	0.8940	SM84	S
G232_09835	0.6624	SM9	S
G232_09835	0.8485	SM91	S
G232_09836	1.0258	Rstd	R
G232_09836	0.2308	SM102	S
G232_09836	0.8159	SM104	S
G232_09836	0.9572	SM105	S
