GENE	COVERAGE	STRAIN	GROUP
G232_03729	5.2141	Rstd	R
G232_03729	0.7483	SM102	S
G232_03729	7.2876	SM104	S
G232_03729	8.4436	SM105	S
G232_03729	5.1307	SM108	S
G232_03729	3.8913	SM109	S
G232_03729	2.1566	SM11	S
G232_03729	5.4967	SM122	S
G232_03729	5.1340	SM13	S
G232_03729	7.2930	SM14	S
G232_03729	33.9915	SM18	S
G232_03729	4.3860	SM24	S
G232_03729	4.6921	SM27	S
G232_03729	10.9964	SM28	S
G232_03729	33.6491	SM29	S
G232_03729	5.2952	SM35	S
G232_03729	0.0661	SM36	S
G232_03729	4.0511	SM42	S
G232_03729	3.0667	SM48	S
G232_03729	4.1429	SM57	S
G232_03729	5.1600	SM66	S
G232_03729	3.1429	SM67	S
G232_03729	0.5961	SM72	S
G232_03729	3.9424	SM74	S
G232_03729	3.3791	SM84	S
G232_03729	10.1072	SM9	S
G232_03729	3.6253	SM91	S
