GENE	COVERAGE	STRAIN	GROUP
G232_08895	1.4817	Rstd	R
G232_08895	0.0000	SM102	S
G232_08895	1.0632	SM104	S
G232_08895	0.9961	SM105	S
G232_08895	1.3506	SM108	S
G232_08895	1.4652	SM109	S
G232_08895	1.2470	SM11	S
G232_08895	1.0927	SM122	S
G232_08895	1.8699	SM13	S
G232_08895	0.4812	SM14	S
G232_08895	0.0000	SM18	S
G232_08895	1.9211	SM24	S
G232_08895	2.4352	SM27	S
G232_08895	1.3607	SM28	S
G232_08895	0.0351	SM29	S
G232_08895	1.0762	SM35	S
G232_08895	0.0000	SM36	S
G232_08895	1.0370	SM42	S
G232_08895	0.8485	SM48	S
G232_08895	1.5378	SM57	S
G232_08895	1.4323	SM66	S
G232_08895	1.1299	SM67	S
G232_08895	0.0000	SM72	S
G232_08895	0.8633	SM74	S
G232_08895	1.9680	SM84	S
G232_08895	1.8864	SM9	S
G232_08895	1.5137	SM91	S
