GENE	COVERAGE	STRAIN	GROUP
G232_03681	1.5540	Rstd	R
G232_03681	0.1888	SM102	S
G232_03681	1.2984	SM104	S
G232_03681	0.7432	SM105	S
G232_03681	1.0498	SM108	S
G232_03681	1.5739	SM109	S
G232_03681	1.2952	SM11	S
G232_03681	1.4040	SM122	S
G232_03681	1.8291	SM13	S
G232_03681	0.4973	SM14	S
G232_03681	0.0000	SM18	S
G232_03681	1.6886	SM24	S
G232_03681	0.6539	SM27	S
G232_03681	1.8107	SM28	S
G232_03681	0.2222	SM29	S
G232_03681	1.2095	SM35	S
G232_03681	0.0389	SM36	S
G232_03681	1.6831	SM42	S
G232_03681	1.7818	SM48	S
G232_03681	1.9580	SM57	S
G232_03681	1.9084	SM66	S
G232_03681	1.3961	SM67	S
G232_03681	0.0591	SM72	S
G232_03681	0.5971	SM74	S
G232_03681	1.8238	SM84	S
G232_03681	0.8560	SM9	S
G232_03681	1.7130	SM91	S
G232_03682	2.0912	Rstd	R
G232_03682	5.5455	SM102	S
G232_03682	1.2984	SM104	S
G232_03682	0.6887	SM105	S
G232_03682	0.8548	SM108	S
G232_03682	3.2739	SM109	S
G232_03682	2.0602	SM11	S
G232_03682	2.6623	SM122	S
G232_03682	1.8971	SM13	S
G232_03682	10.8790	SM14	S
G232_03682	1.4933	SM18	S
G232_03682	1.4737	SM24	S
G232_03682	0.8875	SM27	S
G232_03682	1.3321	SM28	S
G232_03682	0.8363	SM29	S
G232_03682	0.2381	SM35	S
G232_03682	14.8560	SM36	S
G232_03682	2.8662	SM42	S
G232_03682	2.8606	SM48	S
G232_03682	1.2353	SM57	S
G232_03682	1.5174	SM66	S
G232_03682	1.8247	SM67	S
G232_03682	16.6798	SM72	S
G232_03682	0.8489	SM74	S
G232_03682	1.5606	SM84	S
G232_03682	1.2496	SM9	S
G232_03682	1.9770	SM91	S
