GENE	COVERAGE	STRAIN	GROUP
G232_10783	0.8067	Rstd	R
G232_10783	0.1189	SM102	S
G232_10783	0.8347	SM104	S
G232_10783	0.9105	SM105	S
G232_10783	0.7137	SM108	S
G232_10783	0.6652	SM109	S
G232_10783	0.5422	SM11	S
G232_10783	0.7219	SM122	S
G232_10783	0.7340	SM13	S
G232_10783	0.6667	SM14	S
G232_10783	1.1462	SM18	S
G232_10783	0.7149	SM24	S
G232_10783	0.8259	SM27	S
G232_10783	0.9071	SM28	S
G232_10783	0.8596	SM29	S
G232_10783	0.8095	SM35	S
G232_10783	0.1401	SM36	S
G232_10783	0.7993	SM42	S
G232_10783	0.6788	SM48	S
G232_10783	0.7227	SM57	S
G232_10783	0.6594	SM66	S
G232_10783	0.7792	SM67	S
G232_10783	0.0837	SM72	S
G232_10783	0.5755	SM74	S
G232_10783	0.7727	SM84	S
G232_10783	0.5936	SM9	S
G232_10783	0.9593	SM91	S
G232_10784	0.7433	Rstd	R
G232_10784	0.0350	SM102	S
G232_10784	0.7056	SM104	S
G232_10784	1.0078	SM105	S
G232_10784	1.0290	SM108	S
G232_10784	0.6217	SM109	S
G232_10784	0.7530	SM11	S
G232_10784	0.7086	SM122	S
G232_10784	0.6854	SM13	S
G232_10784	0.5968	SM14	S
G232_10784	1.3118	SM18	S
G232_10784	0.9912	SM24	S
G232_10784	1.0425	SM27	S
G232_10784	0.6893	SM28	S
G232_10784	1.4971	SM29	S
G232_10784	0.8000	SM35	S
G232_10784	0.0000	SM36	S
G232_10784	0.8662	SM42	S
G232_10784	0.6606	SM48	S
G232_10784	0.4034	SM57	S
G232_10784	0.7265	SM66	S
G232_10784	0.7727	SM67	S
G232_10784	0.0296	SM72	S
G232_10784	0.4964	SM74	S
G232_10784	0.8970	SM84	S
G232_10784	0.8240	SM9	S
G232_10784	0.8415	SM91	S
G232_10785	0.9613	Rstd	R
G232_10785	0.1469	SM102	S
G232_10785	1.0618	SM104	S
G232_10785	0.7899	SM105	S
G232_10785	0.9129	SM108	S
G232_10785	0.5087	SM109	S
G232_10785	0.4699	SM11	S
G232_10785	0.9934	SM122	S
G232_10785	0.7573	SM13	S
G232_10785	0.2957	SM14	S
G232_10785	1.5627	SM18	S
G232_10785	0.6404	SM24	S
G232_10785	0.7219	SM27	S
G232_10785	0.6357	SM28	S
G232_10785	1.2544	SM29	S
G232_10785	0.9429	SM35	S
G232_10785	0.0156	SM36	S
G232_10785	1.0035	SM42	S
G232_10785	0.5697	SM48	S
G232_10785	1.0840	SM57	S
G232_10785	0.8916	SM66	S
G232_10785	0.6591	SM67	S
G232_10785	0.0640	SM72	S
G232_10785	0.6259	SM74	S
G232_10785	0.8177	SM84	S
G232_10785	0.5904	SM9	S
G232_10785	0.7830	SM91	S
G232_10786	0.9495	Rstd	R
G232_10786	0.2448	SM102	S
G232_10786	0.7648	SM104	S
G232_10786	0.7354	SM105	S
G232_10786	0.7739	SM108	S
G232_10786	0.3957	SM109	S
G232_10786	0.3614	SM11	S
G232_10786	0.7483	SM122	S
G232_10786	0.6854	SM13	S
G232_10786	0.6263	SM14	S
G232_10786	1.1242	SM18	S
G232_10786	0.5789	SM24	S
G232_10786	0.7431	SM27	S
G232_10786	1.2286	SM28	S
G232_10786	1.1053	SM29	S
G232_10786	0.8000	SM35	S
G232_10786	0.3035	SM36	S
G232_10786	0.7835	SM42	S
G232_10786	0.5030	SM48	S
G232_10786	0.3445	SM57	S
G232_10786	0.5742	SM66	S
G232_10786	0.5325	SM67	S
G232_10786	0.4138	SM72	S
G232_10786	0.3165	SM74	S
G232_10786	0.8726	SM84	S
G232_10786	0.6576	SM9	S
G232_10786	0.8361	SM91	S
G232_10787	1.0793	Rstd	R
G232_10787	0.7692	SM102	S
G232_10787	0.6976	SM104	S
G232_10787	0.7043	SM105	S
G232_10787	0.8050	SM108	S
G232_10787	0.7957	SM109	S
G232_10787	0.7771	SM11	S
G232_10787	0.6821	SM122	S
G232_10787	0.6971	SM13	S
G232_10787	0.7554	SM14	S
G232_10787	1.0974	SM18	S
G232_10787	0.8728	SM24	S
G232_10787	0.6327	SM27	S
G232_10787	1.9893	SM28	S
G232_10787	3.3830	SM29	S
G232_10787	0.5714	SM35	S
G232_10787	0.5019	SM36	S
G232_10787	0.6461	SM42	S
G232_10787	0.8667	SM48	S
G232_10787	0.6891	SM57	S
G232_10787	0.5897	SM66	S
G232_10787	0.5909	SM67	S
G232_10787	0.6650	SM72	S
G232_10787	0.4964	SM74	S
G232_10787	0.8223	SM84	S
G232_10787	0.5984	SM9	S
G232_10787	0.8539	SM91	S
