GENE	COVERAGE	STRAIN	GROUP
G232_10157	0.8375	Rstd	R
G232_10157	0.0000	SM102	S
G232_10157	0.9785	SM104	S
G232_10157	0.8405	SM105	S
G232_10157	0.8361	SM108	S
G232_10157	0.6087	SM109	S
G232_10157	0.5361	SM11	S
G232_10157	0.9934	SM122	S
G232_10157	0.8233	SM13	S
G232_10157	0.3011	SM14	S
G232_10157	1.4080	SM18	S
G232_10157	0.9474	SM24	S
G232_10157	0.5202	SM27	S
G232_10157	0.8929	SM28	S
G232_10157	1.1462	SM29	S
G232_10157	1.1619	SM35	S
G232_10157	0.0272	SM36	S
G232_10157	1.0229	SM42	S
G232_10157	0.4485	SM48	S
G232_10157	1.0252	SM57	S
G232_10157	0.7045	SM66	S
G232_10157	1.1721	SM67	S
G232_10157	0.0345	SM72	S
G232_10157	0.4820	SM74	S
G232_10157	0.8139	SM84	S
G232_10157	0.8192	SM9	S
G232_10157	1.0018	SM91	S
G232_10158	0.8375	Rstd	R
G232_10158	0.2098	SM102	S
G232_10158	0.5874	SM104	S
G232_10158	0.6342	SM105	S
G232_10158	0.7759	SM108	S
G232_10158	0.8957	SM109	S
G232_10158	0.5904	SM11	S
G232_10158	0.6821	SM122	S
G232_10158	0.7825	SM13	S
G232_10158	0.4462	SM14	S
G232_10158	1.0780	SM18	S
G232_10158	1.0789	SM24	S
G232_10158	0.8238	SM27	S
G232_10158	0.8214	SM28	S
G232_10158	0.9795	SM29	S
G232_10158	0.8000	SM35	S
G232_10158	0.1089	SM36	S
G232_10158	0.6813	SM42	S
G232_10158	0.6727	SM48	S
G232_10158	0.5714	SM57	S
G232_10158	0.9174	SM66	S
G232_10158	1.0195	SM67	S
G232_10158	0.1182	SM72	S
G232_10158	0.6619	SM74	S
G232_10158	0.8032	SM84	S
G232_10158	0.6864	SM9	S
G232_10158	0.8105	SM91	S
G232_10159	0.8860	Rstd	R
G232_10159	8.3846	SM102	S
G232_10159	0.7433	SM104	S
G232_10159	0.4202	SM105	S
G232_10159	0.7635	SM108	S
G232_10159	1.4696	SM109	S
G232_10159	1.2470	SM11	S
G232_10159	0.3245	SM122	S
G232_10159	1.0291	SM13	S
G232_10159	5.1640	SM14	S
G232_10159	1.6943	SM18	S
G232_10159	1.4298	SM24	S
G232_10159	1.1720	SM27	S
G232_10159	1.6107	SM28	S
G232_10159	0.8860	SM29	S
G232_10159	0.5143	SM35	S
G232_10159	7.7393	SM36	S
G232_10159	1.9313	SM42	S
G232_10159	1.8303	SM48	S
G232_10159	1.0084	SM57	S
G232_10159	0.6568	SM66	S
G232_10159	1.0000	SM67	S
G232_10159	5.6650	SM72	S
G232_10159	0.3237	SM74	S
G232_10159	1.1213	SM84	S
G232_10159	1.0400	SM9	S
G232_10159	1.1603	SM91	S
G232_10160	0.7076	Rstd	R
G232_10160	0.2308	SM102	S
G232_10160	1.0376	SM104	S
G232_10160	0.9261	SM105	S
G232_10160	0.7718	SM108	S
G232_10160	0.4913	SM109	S
G232_10160	0.7892	SM11	S
G232_10160	0.5166	SM122	S
G232_10160	0.8874	SM13	S
G232_10160	0.9113	SM14	S
G232_10160	1.2911	SM18	S
G232_10160	0.7544	SM24	S
G232_10160	0.8280	SM27	S
G232_10160	1.1929	SM28	S
G232_10160	1.3947	SM29	S
G232_10160	0.9143	SM35	S
G232_10160	0.1673	SM36	S
G232_10160	1.0915	SM42	S
G232_10160	0.9576	SM48	S
G232_10160	0.6050	SM57	S
G232_10160	0.9871	SM66	S
G232_10160	1.0227	SM67	S
G232_10160	0.1970	SM72	S
G232_10160	1.1655	SM74	S
G232_10160	1.1495	SM84	S
G232_10160	0.8400	SM9	S
G232_10160	1.1355	SM91	S
G232_10161	0.8969	Rstd	R
G232_10161	0.0839	SM102	S
G232_10161	0.9315	SM104	S
G232_10161	0.7082	SM105	S
G232_10161	0.8631	SM108	S
G232_10161	0.9391	SM109	S
G232_10161	0.8554	SM11	S
G232_10161	0.9536	SM122	S
G232_10161	0.8738	SM13	S
G232_10161	0.5672	SM14	S
G232_10161	1.2704	SM18	S
G232_10161	1.0351	SM24	S
G232_10161	1.1423	SM27	S
G232_10161	0.9500	SM28	S
G232_10161	1.0263	SM29	S
G232_10161	0.9429	SM35	S
G232_10161	0.0000	SM36	S
G232_10161	1.2201	SM42	S
G232_10161	0.8485	SM48	S
G232_10161	0.6387	SM57	S
G232_10161	0.7639	SM66	S
G232_10161	1.5357	SM67	S
G232_10161	0.0837	SM72	S
G232_10161	0.8921	SM74	S
G232_10161	1.3959	SM84	S
G232_10161	0.6576	SM9	S
G232_10161	1.3206	SM91	S
G232_10162	1.1467	Rstd	R
G232_10162	6.4126	SM102	S
G232_10162	0.7702	SM104	S
G232_10162	1.0467	SM105	S
G232_10162	0.7448	SM108	S
G232_10162	1.6304	SM109	S
G232_10162	1.4458	SM11	S
G232_10162	0.5629	SM122	S
G232_10162	1.0621	SM13	S
G232_10162	3.4274	SM14	S
