GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01701	8.36	2.78	6.09	2.20	4.09	2.40	1.96	1.98	5.05	4.89	12.17	2.33	3.76	2.60	3.81	1.13	4.63	5.02	1.50	1.03	6.46	2.99	3.08	1.40	10.42	4.58	9.01
G232_01702	7.15	4.14	5.70	1.33	4.38	1.72	1.38	0.52	5.55	7.52	7.49	2.52	4.97	2.54	2.28	1.21	7.94	5.42	0.99	1.72	7.97	2.10	5.11	1.36	10.03	4.99	8.74
G232_01703	9.77	0.03	7.03	1.82	4.79	3.11	1.07	1.53	2.79	2.18	13.33	2.03	3.28	3.31	3.01	0.14	0.16	3.53	1.65	1.09	8.32	1.43	0.40	0.88	12.30	6.17	9.09
G232_01704	5.70	3.86	5.31	2.16	4.70	2.84	2.33	1.72	4.76	4.54	10.34	2.28	3.02	2.30	3.08	0.32	6.20	4.60	1.20	1.48	7.24	2.58	6.46	2.00	10.90	5.27	8.10
G232_01705	7.59	2.70	5.99	1.64	4.11	2.72	2.35	1.11	3.00	3.79	9.91	1.62	2.26	2.34	2.97	1.01	4.70	4.72	1.37	0.66	5.56	2.75	4.51	1.13	9.82	4.14	7.97
G232_01706	9.57	2.34	6.59	3.21	3.93	1.84	1.20	1.21	3.71	4.60	11.52	1.94	3.94	2.25	4.45	1.17	2.55	5.52	1.50	1.46	6.43	2.51	3.48	0.68	12.09	5.07	9.76
G232_01707	8.19	7.08	4.29	2.20	4.47	2.35	3.15	0.90	2.93	14.09	9.18	1.55	2.05	1.70	2.84	1.03	17.72	4.28	1.00	1.17	5.46	1.37	10.37	1.15	7.84	3.72	9.45
G232_01708	6.08	0.08	4.52	1.48	4.59	2.93	0.65	0.84	3.63	2.43	8.45	1.21	2.61	2.59	3.53	1.99	0.59	6.90	0.99	0.56	6.56	1.42	0.50	1.07	10.00	4.14	8.79
G232_01709	7.03	0.27	5.38	1.72	3.67	1.50	2.05	0.85	3.18	2.26	10.12	1.73	2.96	1.43	3.08	1.08	0.68	3.86	0.78	1.05	7.27	2.95	0.63	2.79	7.34	3.95	7.27
G232_01710	8.20	0.50	6.03	2.00	3.82	0.91	1.24	2.06	2.74	1.98	12.98	0.94	1.69	2.18	4.02	0.81	1.39	3.54	1.47	1.29	5.17	1.69	0.98	0.79	7.97	2.51	6.74
G232_01711	7.60	0.13	6.16	0.62	4.73	1.16	0.84	1.07	5.19	1.49	8.36	2.24	4.29	1.61	1.87	0.34	0.00	4.13	0.87	1.10	3.84	2.54	0.16	0.56	9.33	4.48	9.34
G232_01712	7.02	0.68	7.89	1.50	3.34	2.71	0.55	1.11	4.75	2.50	7.54	1.97	1.90	2.51	2.96	0.56	1.20	4.47	0.83	0.81	5.99	1.44	0.97	1.44	9.92	4.04	8.15
