GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_06632	0.6591	0.0559	1.2944	0.8911	0.7718	0.5087	0.3494	0.7881	0.5845	0.1640	0.1790	0.7544	0.6030	0.7536	0.0263	1.4000	0.0311	0.7342	1.4485	0.6471	0.9445	0.6688	0.0394	0.7194	0.8116	0.6944	0.8397
G232_06633	0.8186	0.4825	0.8535	0.7549	0.6577	0.5391	0.5120	1.0464	0.6058	0.8710	1.2290	0.7281	0.9087	0.8429	1.1696	0.6571	0.6304	0.7394	0.6000	0.5210	0.4774	0.7175	0.6059	0.5468	0.9237	0.7744	0.7121
G232_06634	1.0377	0.0000	1.1008	0.6381	0.9813	0.6174	0.5904	1.4967	1.0544	0.5995	1.1255	1.1096	0.6497	0.9429	1.1199	0.8952	0.0623	0.7324	0.3879	0.7563	0.9806	1.0227	0.0000	0.4604	0.8047	0.5584	0.7352
G232_06635	1.0733	0.4545	0.8710	0.9844	0.9938	0.6957	1.1386	0.9868	0.7553	0.9247	1.0438	0.8465	0.8471	0.4357	0.7135	0.6667	0.6770	0.9419	0.6000	0.2437	0.7665	0.6656	0.9015	0.5036	0.8413	0.7488	0.5403
G232_06636	0.9504	1.6154	0.7473	0.5642	0.7510	0.8391	0.6867	0.5828	0.7437	1.2124	1.0658	0.6096	0.8365	0.7536	1.3684	1.0095	2.1518	1.1215	1.1515	0.6639	0.5832	1.0292	1.5517	0.7050	0.9764	0.8528	0.8857
G232_06637	0.6155	0.9021	0.6774	0.5253	0.8734	1.1217	0.8675	0.7152	0.7476	0.7742	0.7844	0.8860	0.6030	0.8929	1.2339	0.9619	1.2529	0.8556	0.6485	0.7983	0.8529	0.6721	1.0887	1.2158	0.7262	0.9232	0.5757
G232_06638	0.7592	1.4126	0.9167	0.5953	0.7988	1.3130	0.9398	1.2252	0.9379	1.2366	1.2655	0.8158	0.9448	0.9143	1.5965	0.6667	2.1051	0.9613	0.9576	1.1513	0.9948	0.9318	1.5123	0.3597	0.9016	0.9776	0.8441
G232_06639	0.7314	0.7203	0.7016	0.8210	0.6992	0.7478	0.5783	0.7020	0.8583	0.9355	1.4397	0.6623	0.6752	0.9750	1.1579	0.9714	1.0078	0.8856	0.7091	0.5882	0.6452	1.0292	0.8276	0.6691	0.8047	0.6624	0.8468
G232_06640	0.8900	1.2797	0.9664	0.7626	0.8485	0.8391	0.6807	1.0530	0.7573	1.2016	1.1985	0.8509	0.7197	0.8107	1.1199	0.9524	1.5331	0.8574	0.8061	0.8403	0.8516	0.9026	1.2709	0.8201	0.9176	0.7360	0.8450
G232_06641	0.3726	1.3217	0.3683	0.3619	0.3963	0.4826	0.3072	0.2119	0.6233	0.8522	0.7174	0.1842	0.6624	0.6464	0.5673	0.3048	1.7665	0.6004	0.4909	0.3950	0.3535	0.4286	1.6207	0.3022	0.3791	0.4976	0.4473
G232_06642	0.3489	0.2448	0.5806	0.2607	0.3361	0.1435	0.0361	0.7086	0.4330	0.1989	0.4982	0.2807	0.3885	0.4750	0.2339	0.3714	0.1323	0.3556	0.5212	0.2101	0.2645	0.5260	0.0443	0.3309	0.3890	0.3456	0.4624
