GENE	COVERAGE	STRAIN	GROUP
G232_10552	0.7889	Rstd	R
G232_10552	1.9930	SM102	S
G232_10552	0.9489	SM104	S
G232_10552	1.1556	SM105	S
G232_10552	0.4066	SM108	S
G232_10552	1.0348	SM109	S
G232_10552	0.4759	SM11	S
G232_10552	0.8874	SM122	S
G232_10552	0.7320	SM13	S
G232_10552	1.9005	SM14	S
G232_10552	1.3532	SM18	S
G232_10552	0.7325	SM24	S
G232_10552	0.9682	SM27	S
G232_10552	0.8929	SM28	S
G232_10552	1.6082	SM29	S
G232_10552	0.5619	SM35	S
G232_10552	1.5953	SM36	S
G232_10552	1.0387	SM42	S
G232_10552	1.0424	SM48	S
G232_10552	1.1597	SM57	S
G232_10552	0.6619	SM66	S
G232_10552	0.6006	SM67	S
G232_10552	2.4286	SM72	S
G232_10552	0.7842	SM74	S
G232_10552	0.8574	SM84	S
G232_10552	0.5664	SM9	S
G232_10552	0.8034	SM91	S
G232_10553	0.6898	Rstd	R
G232_10553	3.1329	SM102	S
G232_10553	0.9382	SM104	S
G232_10553	1.0428	SM105	S
G232_10553	0.5353	SM108	S
G232_10553	0.9957	SM109	S
G232_10553	0.8012	SM11	S
G232_10553	0.7616	SM122	S
G232_10553	0.5864	SM13	S
G232_10553	1.5215	SM14	S
G232_10553	1.0438	SM18	S
G232_10553	0.4693	SM24	S
G232_10553	0.6454	SM27	S
G232_10553	0.6786	SM28	S
G232_10553	1.2953	SM29	S
G232_10553	1.2095	SM35	S
G232_10553	2.0311	SM36	S
G232_10553	0.6919	SM42	S
G232_10553	0.6242	SM48	S
G232_10553	0.9664	SM57	S
G232_10553	0.7484	SM66	S
G232_10553	0.6201	SM67	S
G232_10553	2.5665	SM72	S
G232_10553	0.6691	SM74	S
G232_10553	0.6217	SM84	S
G232_10553	0.5936	SM9	S
G232_10553	0.7112	SM91	S
