GENE	COVERAGE	STRAIN	GROUP
G232_09010	2.6383	Rstd	R
G232_09010	0.3007	SM102	S
G232_09010	3.5269	SM104	S
G232_09010	6.1440	SM105	S
G232_09010	2.4689	SM108	S
G232_09010	2.9217	SM109	S
G232_09010	1.8313	SM11	S
G232_09010	2.9338	SM122	S
G232_09010	2.8680	SM13	S
G232_09010	2.2581	SM14	S
G232_09010	7.0536	SM18	S
G232_09010	2.4956	SM24	S
G232_09010	3.9172	SM27	S
G232_09010	3.5893	SM28	S
G232_09010	7.3450	SM29	S
G232_09010	4.8381	SM35	S
G232_09010	1.3346	SM36	S
G232_09010	3.1004	SM42	S
G232_09010	4.4909	SM48	S
G232_09010	2.8908	SM57	S
G232_09010	2.3987	SM66	S
G232_09010	6.4675	SM67	S
G232_09010	1.7143	SM72	S
G232_09010	2.0432	SM74	S
G232_09010	5.3905	SM84	S
G232_09010	4.7968	SM9	S
G232_09010	3.0009	SM91	S
G232_09011	0.6551	Rstd	R
G232_09011	0.0000	SM102	S
G232_09011	0.6895	SM104	S
G232_09011	2.8093	SM105	S
G232_09011	0.8091	SM108	S
G232_09011	0.8565	SM109	S
G232_09011	0.6928	SM11	S
G232_09011	0.9470	SM122	S
G232_09011	0.6777	SM13	S
G232_09011	0.4113	SM14	S
G232_09011	0.0000	SM18	S
G232_09011	0.5570	SM24	S
G232_09011	2.4183	SM27	S
G232_09011	0.8429	SM28	S
G232_09011	0.9269	SM29	S
G232_09011	2.3143	SM35	S
G232_09011	0.0000	SM36	S
G232_09011	0.8275	SM42	S
G232_09011	2.9091	SM48	S
G232_09011	0.5714	SM57	S
G232_09011	0.8103	SM66	S
G232_09011	2.1688	SM67	S
G232_09011	0.1133	SM72	S
G232_09011	1.5468	SM74	S
G232_09011	2.3905	SM84	S
G232_09011	1.3536	SM9	S
G232_09011	0.7582	SM91	S
G232_09012	2.4559	Rstd	R
G232_09012	0.1888	SM102	S
G232_09012	3.6788	SM104	S
G232_09012	3.4786	SM105	S
G232_09012	3.1162	SM108	S
G232_09012	1.3348	SM109	S
G232_09012	4.3675	SM11	S
G232_09012	3.8808	SM122	S
G232_09012	2.0272	SM13	S
G232_09012	0.9839	SM14	S
G232_09012	0.8709	SM18	S
G232_09012	1.4167	SM24	S
G232_09012	2.0743	SM27	S
G232_09012	3.8321	SM28	S
G232_09012	11.9064	SM29	S
G232_09012	3.6286	SM35	S
G232_09012	0.9767	SM36	S
G232_09012	2.7165	SM42	S
G232_09012	3.4727	SM48	S
G232_09012	2.6975	SM57	S
G232_09012	1.9394	SM66	S
G232_09012	3.6136	SM67	S
G232_09012	1.1872	SM72	S
G232_09012	1.4964	SM74	S
G232_09012	2.9558	SM84	S
