GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05570	9.86	1.43	6.32	2.22	3.16	2.02	1.25	1.08	3.07	4.08	10.07	1.45	4.35	2.95	4.50	0.93	3.23	4.50	1.06	0.46	4.25	2.51	1.94	0.46	11.58	4.48	9.54
G232_05571	9.05	0.33	6.01	2.00	3.89	1.65	0.92	1.35	4.08	1.94	10.77	1.47	3.69	2.29	3.70	0.54	0.24	4.98	1.26	0.90	5.56	2.81	0.47	0.80	11.94	4.29	9.00
G232_05572	9.50	0.40	7.77	2.07	2.40	1.29	0.80	1.01	3.71	2.15	12.08	1.27	3.02	2.32	5.25	0.59	0.72	4.65	1.11	0.84	5.04	2.80	0.52	0.66	11.62	4.66	10.61
G232_05573	8.01	0.87	5.89	2.09	3.48	1.41	0.90	0.87	4.51	3.49	10.81	1.90	3.66	2.66	4.52	0.48	1.94	4.96	1.62	0.73	4.57	2.61	1.17	0.58	11.83	4.98	9.69
G232_05574	9.52	4.48	5.83	1.61	4.18	2.30	1.56	0.81	3.62	6.27	9.74	1.32	3.00	2.42	3.05	1.09	7.89	4.00	1.71	0.77	6.47	2.47	6.11	1.28	10.48	3.87	8.88
G232_05575	7.23	1.45	4.57	1.49	3.18	1.81	0.96	0.75	2.31	4.17	9.38	1.87	2.26	2.46	3.95	0.59	3.68	4.21	0.93	1.20	7.03	2.90	1.97	1.31	9.32	3.20	8.22
G232_05576	5.68	0.33	6.68	1.58	2.45	1.92	0.98	0.13	6.35	3.76	11.86	2.26	3.26	2.71	3.96	0.38	1.40	7.38	1.34	1.05	5.46	1.67	1.62	1.59	10.73	5.38	9.33
G232_05577	7.67	4.57	6.87	1.74	3.37	2.39	1.03	0.83	5.17	8.82	10.25	1.32	3.26	1.62	3.34	0.71	10.34	4.64	1.27	0.73	4.52	2.23	6.40	1.12	9.92	5.04	9.87
G232_05578	10.48	2.01	5.91	1.76	3.24	1.45	1.93	1.12	4.65	6.30	10.65	1.46	3.20	1.44	3.68	1.44	2.93	3.75	1.39	1.11	5.27	2.08	3.05	1.36	7.97	2.78	10.27
G232_05579	4.77	0.02	7.44	1.75	2.51	2.70	0.71	0.63	3.94	0.15	3.81	0.81	2.88	2.89	3.36	1.87	0.01	3.33	0.00	1.45	9.05	3.12	0.65	1.07	9.54	3.39	7.99
G232_05580	7.49	1.05	8.01	1.16	5.52	2.50	1.31	1.19	2.70	2.42	11.68	2.04	3.29	2.67	4.19	1.45	1.02	4.81	0.81	0.36	7.31	2.90	0.95	0.78	8.15	3.52	7.29
