GENE	COVERAGE	STRAIN	GROUP
G232_03726	0.8682	Rstd	R
G232_03726	2.8112	SM102	S
G232_03726	0.7702	SM104	S
G232_03726	1.1401	SM105	S
G232_03726	0.9440	SM108	S
G232_03726	0.9957	SM109	S
G232_03726	1.4639	SM11	S
G232_03726	0.7815	SM122	S
G232_03726	0.9262	SM13	S
G232_03726	1.6559	SM14	S
G232_03726	1.6236	SM18	S
G232_03726	1.2281	SM24	S
G232_03726	0.6985	SM27	S
G232_03726	0.8929	SM28	S
G232_03726	1.4474	SM29	S
G232_03726	0.5619	SM35	S
G232_03726	3.8444	SM36	S
G232_03726	1.0194	SM42	S
G232_03726	1.3212	SM48	S
G232_03726	1.6387	SM57	S
G232_03726	1.2413	SM66	S
G232_03726	1.1461	SM67	S
G232_03726	2.4680	SM72	S
G232_03726	1.1727	SM74	S
G232_03726	0.9176	SM84	S
G232_03726	0.7152	SM9	S
G232_03726	0.8087	SM91	S
