GENE	COVERAGE	STRAIN	GROUP
G232_07645	0.9633	Rstd	R
G232_07645	1.1538	SM102	S
G232_07645	0.9476	SM104	S
G232_07645	0.9105	SM105	S
G232_07645	0.9087	SM108	S
G232_07645	0.6304	SM109	S
G232_07645	0.6325	SM11	S
G232_07645	1.1325	SM122	S
G232_07645	0.8291	SM13	S
G232_07645	1.3172	SM14	S
G232_07645	1.1413	SM18	S
G232_07645	0.7061	SM24	S
G232_07645	0.7665	SM27	S
G232_07645	0.7500	SM28	S
G232_07645	1.0029	SM29	S
G232_07645	0.9048	SM35	S
G232_07645	1.2918	SM36	S
G232_07645	0.8275	SM42	S
G232_07645	1.0545	SM48	S
G232_07645	0.7899	SM57	S
G232_07645	0.7019	SM66	S
G232_07645	1.1753	SM67	S
G232_07645	1.1626	SM72	S
G232_07645	0.6403	SM74	S
G232_07645	0.8253	SM84	S
G232_07645	0.7520	SM9	S
G232_07645	0.7555	SM91	S
G232_07646	0.7939	Rstd	R
G232_07646	0.2378	SM102	S
G232_07646	1.0470	SM104	S
G232_07646	0.6148	SM105	S
G232_07646	0.7220	SM108	S
G232_07646	0.7609	SM109	S
G232_07646	0.4578	SM11	S
G232_07646	1.4040	SM122	S
G232_07646	0.8447	SM13	S
G232_07646	0.8145	SM14	S
G232_07646	1.4945	SM18	S
G232_07646	0.5263	SM24	S
G232_07646	0.8259	SM27	S
G232_07646	0.7464	SM28	S
G232_07646	1.2807	SM29	S
G232_07646	0.7238	SM35	S
G232_07646	0.4436	SM36	S
G232_07646	1.1549	SM42	S
G232_07646	1.1091	SM48	S
G232_07646	0.7143	SM57	S
G232_07646	0.8632	SM66	S
G232_07646	0.9058	SM67	S
G232_07646	0.1773	SM72	S
G232_07646	1.3094	SM74	S
G232_07646	0.8497	SM84	S
G232_07646	1.0784	SM9	S
G232_07646	1.0957	SM91	S
