GENE	COVERAGE	STRAIN	GROUP
G232_10094	0.4331	Rstd	R
G232_10094	1.0420	SM102	S
G232_10094	0.4839	SM104	S
G232_10094	0.0545	SM105	S
G232_10094	0.1909	SM108	S
G232_10094	0.2130	SM109	S
G232_10094	0.1265	SM11	S
G232_10094	0.5695	SM122	S
G232_10094	0.2097	SM13	S
G232_10094	0.4462	SM14	S
G232_10094	0.4080	SM18	S
G232_10094	0.0000	SM24	S
G232_10094	0.1274	SM27	S
G232_10094	0.3857	SM28	S
G232_10094	0.4854	SM29	S
G232_10094	0.6476	SM35	S
G232_10094	1.1051	SM36	S
G232_10094	0.1972	SM42	S
G232_10094	0.7879	SM48	S
G232_10094	0.1176	SM57	S
G232_10094	0.1742	SM66	S
G232_10094	0.4318	SM67	S
G232_10094	0.7241	SM72	S
G232_10094	0.2086	SM74	S
G232_10094	0.3455	SM84	S
G232_10094	0.1152	SM9	S
G232_10094	0.2755	SM91	S
