GENE	COVERAGE	STRAIN	GROUP
G232_00612	0.3647	Rstd	R
G232_00612	1.1538	SM102	S
G232_00612	0.3414	SM104	S
G232_00612	0.0000	SM105	S
G232_00612	0.3963	SM108	S
G232_00612	0.2826	SM109	S
G232_00612	0.2108	SM11	S
G232_00612	0.7815	SM122	S
G232_00612	0.0951	SM13	S
G232_00612	0.2608	SM14	S
G232_00612	0.3618	SM18	S
G232_00612	0.0746	SM24	S
G232_00612	0.1401	SM27	S
G232_00612	0.1750	SM28	S
G232_00612	0.7515	SM29	S
G232_00612	0.3143	SM35	S
G232_00612	0.8327	SM36	S
G232_00612	0.2254	SM42	S
G232_00612	0.2364	SM48	S
G232_00612	0.1429	SM57	S
G232_00612	0.1135	SM66	S
G232_00612	0.2500	SM67	S
G232_00612	0.5961	SM72	S
G232_00612	0.0000	SM74	S
G232_00612	0.2494	SM84	S
G232_00612	0.2256	SM9	S
G232_00612	0.3561	SM91	S
