GENE	COVERAGE	STRAIN	GROUP
G232_10278	0.5055	Rstd	R
G232_10278	0.2238	SM102	S
G232_10278	0.5820	SM104	S
G232_10278	0.4475	SM105	S
G232_10278	0.5062	SM108	S
G232_10278	0.3957	SM109	S
G232_10278	0.3434	SM11	S
G232_10278	0.4636	SM122	S
G232_10278	0.2951	SM13	S
G232_10278	0.2527	SM14	S
G232_10278	0.5810	SM18	S
G232_10278	0.3553	SM24	S
G232_10278	0.2887	SM27	S
G232_10278	0.3571	SM28	S
G232_10278	0.5380	SM29	S
G232_10278	0.6190	SM35	S
G232_10278	0.3346	SM36	S
G232_10278	0.3961	SM42	S
G232_10278	0.4424	SM48	S
G232_10278	0.4958	SM57	S
G232_10278	0.4013	SM66	S
G232_10278	0.4740	SM67	S
G232_10278	0.3103	SM72	S
G232_10278	0.4173	SM74	S
G232_10278	0.4455	SM84	S
G232_10278	0.3648	SM9	S
G232_10278	0.3729	SM91	S
G232_10279	0.4569	Rstd	R
G232_10279	0.2098	SM102	S
G232_10279	0.5793	SM104	S
G232_10279	0.5331	SM105	S
G232_10279	0.5581	SM108	S
G232_10279	0.4130	SM109	S
G232_10279	0.5964	SM11	S
G232_10279	0.3775	SM122	S
G232_10279	0.3243	SM13	S
G232_10279	0.3656	SM14	S
G232_10279	0.5505	SM18	S
G232_10279	0.3772	SM24	S
G232_10279	0.4862	SM27	S
G232_10279	0.3179	SM28	S
G232_10279	0.1842	SM29	S
G232_10279	0.3810	SM35	S
G232_10279	0.1595	SM36	S
G232_10279	0.3680	SM42	S
G232_10279	0.5515	SM48	S
G232_10279	0.3193	SM57	S
G232_10279	0.4994	SM66	S
G232_10279	0.2955	SM67	S
G232_10279	0.2167	SM72	S
G232_10279	0.4317	SM74	S
G232_10279	0.4691	SM84	S
G232_10279	0.3504	SM9	S
G232_10279	0.3268	SM91	S
G232_10280	0.9901	Rstd	R
G232_10280	0.5594	SM102	S
G232_10280	0.7890	SM104	S
G232_10280	0.8716	SM105	S
G232_10280	0.6390	SM108	S
G232_10280	0.5957	SM109	S
G232_10280	0.4337	SM11	S
G232_10280	0.9338	SM122	S
G232_10280	0.9049	SM13	S
G232_10280	0.8844	SM14	S
G232_10280	1.3362	SM18	S
G232_10280	0.7719	SM24	S
G232_10280	1.0892	SM27	S
G232_10280	0.7714	SM28	S
G232_10280	1.2602	SM29	S
G232_10280	0.8476	SM35	S
G232_10280	0.3385	SM36	S
G232_10280	0.8327	SM42	S
G232_10280	0.8121	SM48	S
G232_10280	0.9916	SM57	S
G232_10280	0.7316	SM66	S
G232_10280	0.6721	SM67	S
G232_10280	0.2759	SM72	S
G232_10280	0.4460	SM74	S
G232_10280	1.1274	SM84	S
G232_10280	0.6944	SM9	S
G232_10280	0.8795	SM91	S
G232_10281	0.7106	Rstd	R
G232_10281	0.0979	SM102	S
G232_10281	0.9610	SM104	S
G232_10281	0.9183	SM105	S
G232_10281	1.0041	SM108	S
G232_10281	0.5957	SM109	S
G232_10281	1.5181	SM11	S
G232_10281	0.4702	SM122	S
G232_10281	0.5806	SM13	S
G232_10281	0.2876	SM14	S
G232_10281	1.3337	SM18	S
G232_10281	0.8114	SM24	S
G232_10281	0.6709	SM27	S
G232_10281	0.9107	SM28	S
G232_10281	1.1959	SM29	S
G232_10281	0.4095	SM35	S
G232_10281	0.0000	SM36	S
G232_10281	0.9243	SM42	S
G232_10281	0.5333	SM48	S
G232_10281	0.7563	SM57	S
G232_10281	1.1652	SM66	S
G232_10281	0.8799	SM67	S
G232_10281	0.1084	SM72	S
G232_10281	0.9353	SM74	S
G232_10281	0.9191	SM84	S
G232_10281	0.7504	SM9	S
G232_10281	0.8131	SM91	S
