GENE	COVERAGE	STRAIN	GROUP
G232_04719	0.3201	Rstd	R
G232_04719	6.3427	SM102	S
G232_04719	0.8280	SM104	S
G232_04719	0.6342	SM105	S
G232_04719	0.5643	SM108	S
G232_04719	0.6696	SM109	S
G232_04719	0.4578	SM11	S
G232_04719	0.9735	SM122	S
G232_04719	0.2058	SM13	S
G232_04719	2.6882	SM14	S
G232_04719	0.2253	SM18	S
G232_04719	0.0000	SM24	S
G232_04719	0.1168	SM27	S
G232_04719	0.2321	SM28	S
G232_04719	0.7251	SM29	S
G232_04719	0.0000	SM35	S
G232_04719	4.4086	SM36	S
G232_04719	0.5211	SM42	S
G232_04719	0.4061	SM48	S
G232_04719	0.5042	SM57	S
G232_04719	0.0697	SM66	S
G232_04719	0.6136	SM67	S
G232_04719	5.5271	SM72	S
G232_04719	0.0000	SM74	S
G232_04719	0.4638	SM84	S
G232_04719	0.1840	SM9	S
G232_04719	0.3658	SM91	S
