GENE	COVERAGE	STRAIN	GROUP
G232_08776	0.7393	Rstd	R
G232_08776	2.8252	SM102	S
G232_08776	0.8575	SM104	S
G232_08776	0.7004	SM105	S
G232_08776	0.5975	SM108	S
G232_08776	1.5348	SM109	S
G232_08776	1.2229	SM11	S
G232_08776	0.5430	SM122	S
G232_08776	0.6932	SM13	S
G232_08776	1.9220	SM14	S
G232_08776	1.3179	SM18	S
G232_08776	0.7105	SM24	S
G232_08776	0.8662	SM27	S
G232_08776	0.7857	SM28	S
G232_08776	0.9971	SM29	S
G232_08776	1.0190	SM35	S
G232_08776	3.4981	SM36	S
G232_08776	0.8327	SM42	S
G232_08776	1.1515	SM48	S
G232_08776	0.8655	SM57	S
G232_08776	0.9406	SM66	S
G232_08776	0.7240	SM67	S
G232_08776	3.1527	SM72	S
G232_08776	1.1871	SM74	S
G232_08776	0.9024	SM84	S
G232_08776	0.8768	SM9	S
G232_08776	0.7396	SM91	S
G232_08777	0.7681	Rstd	R
G232_08777	0.6154	SM102	S
G232_08777	0.9422	SM104	S
G232_08777	0.6693	SM105	S
G232_08777	0.7261	SM108	S
G232_08777	0.9130	SM109	S
G232_08777	1.0843	SM11	S
G232_08777	0.5298	SM122	S
G232_08777	0.5612	SM13	S
G232_08777	0.4462	SM14	S
G232_08777	0.9927	SM18	S
G232_08777	0.5833	SM24	S
G232_08777	0.5732	SM27	S
G232_08777	0.9107	SM28	S
G232_08777	0.5380	SM29	S
G232_08777	1.1048	SM35	S
G232_08777	0.1595	SM36	S
G232_08777	0.7113	SM42	S
G232_08777	0.4606	SM48	S
G232_08777	0.3866	SM57	S
G232_08777	0.6813	SM66	S
G232_08777	0.7078	SM67	S
G232_08777	0.2512	SM72	S
G232_08777	0.6259	SM74	S
G232_08777	0.6079	SM84	S
G232_08777	0.5984	SM9	S
G232_08777	0.7617	SM91	S
G232_08778	0.8622	Rstd	R
G232_08778	1.8392	SM102	S
G232_08778	0.8401	SM104	S
G232_08778	0.6965	SM105	S
G232_08778	0.8444	SM108	S
G232_08778	1.2043	SM109	S
G232_08778	1.0843	SM11	S
G232_08778	1.0861	SM122	S
G232_08778	0.6388	SM13	S
G232_08778	1.4409	SM14	S
G232_08778	1.0865	SM18	S
G232_08778	0.6316	SM24	S
G232_08778	0.5987	SM27	S
G232_08778	0.5500	SM28	S
G232_08778	1.1287	SM29	S
G232_08778	0.8952	SM35	S
G232_08778	2.1556	SM36	S
G232_08778	0.9613	SM42	S
G232_08778	0.8061	SM48	S
G232_08778	1.1681	SM57	S
G232_08778	0.8155	SM66	S
G232_08778	1.1494	SM67	S
G232_08778	1.7537	SM72	S
G232_08778	1.1799	SM74	S
G232_08778	0.8757	SM84	S
G232_08778	0.4624	SM9	S
G232_08778	0.8742	SM91	S
G232_08779	0.8503	Rstd	R
G232_08779	1.3566	SM102	S
G232_08779	0.9288	SM104	S
G232_08779	0.6576	SM105	S
G232_08779	0.7884	SM108	S
G232_08779	0.9870	SM109	S
G232_08779	1.1024	SM11	S
G232_08779	1.1788	SM122	S
G232_08779	0.9553	SM13	S
G232_08779	0.8763	SM14	S
G232_08779	1.1583	SM18	S
G232_08779	0.8991	SM24	S
G232_08779	0.8429	SM27	S
G232_08779	1.0179	SM28	S
G232_08779	0.9591	SM29	S
G232_08779	0.8476	SM35	S
G232_08779	1.2335	SM36	S
G232_08779	0.8151	SM42	S
G232_08779	1.1455	SM48	S
G232_08779	1.1092	SM57	S
G232_08779	0.7716	SM66	S
G232_08779	0.9578	SM67	S
G232_08779	1.3153	SM72	S
G232_08779	1.2158	SM74	S
G232_08779	0.7941	SM84	S
G232_08779	0.7584	SM9	S
G232_08779	1.0602	SM91	S
G232_08780	0.9108	Rstd	R
G232_08780	0.5804	SM102	S
G232_08780	0.9960	SM104	S
G232_08780	0.5681	SM105	S
G232_08780	1.2324	SM108	S
G232_08780	0.9957	SM109	S
G232_08780	0.8855	SM11	S
G232_08780	0.7682	SM122	S
G232_08780	0.9476	SM13	S
G232_08780	1.0511	SM14	S
G232_08780	0.9464	SM18	S
G232_08780	0.7105	SM24	S
G232_08780	0.5138	SM27	S
G232_08780	0.7179	SM28	S
G232_08780	0.8450	SM29	S
G232_08780	1.0667	SM35	S
G232_08780	0.9261	SM36	S
G232_08780	0.6778	SM42	S
