GENE	COVERAGE	STRAIN	GROUP
G232_05650	0.7423	Rstd	R
G232_05650	0.0769	SM102	S
G232_05650	0.6653	SM104	S
G232_05650	0.9183	SM105	S
G232_05650	0.7739	SM108	S
G232_05650	0.5348	SM109	S
G232_05650	0.6747	SM11	S
G232_05650	0.7219	SM122	S
G232_05650	0.7922	SM13	S
G232_05650	0.2151	SM14	S
G232_05650	0.3837	SM18	S
G232_05650	1.0482	SM24	S
G232_05650	0.9257	SM27	S
G232_05650	0.7679	SM28	S
G232_05650	0.5409	SM29	S
G232_05650	0.7810	SM35	S
G232_05650	0.0000	SM36	S
G232_05650	0.9771	SM42	S
G232_05650	0.5939	SM48	S
G232_05650	0.6723	SM57	S
G232_05650	0.8877	SM66	S
G232_05650	0.8636	SM67	S
G232_05650	0.0148	SM72	S
G232_05650	0.4532	SM74	S
G232_05650	0.8352	SM84	S
G232_05650	0.8208	SM9	S
G232_05650	0.8034	SM91	S
G232_05651	0.5748	Rstd	R
G232_05651	1.1399	SM102	S
G232_05651	0.7083	SM104	S
G232_05651	0.5759	SM105	S
G232_05651	0.6577	SM108	S
G232_05651	0.1957	SM109	S
G232_05651	0.9036	SM11	S
G232_05651	0.2914	SM122	S
G232_05651	0.4039	SM13	S
G232_05651	0.5780	SM14	S
G232_05651	0.5956	SM18	S
G232_05651	0.7456	SM24	S
G232_05651	0.4862	SM27	S
G232_05651	0.8429	SM28	S
G232_05651	0.0556	SM29	S
G232_05651	0.6381	SM35	S
G232_05651	0.6654	SM36	S
G232_05651	0.6637	SM42	S
G232_05651	0.7333	SM48	S
G232_05651	0.3697	SM57	S
G232_05651	0.9200	SM66	S
G232_05651	1.1656	SM67	S
G232_05651	1.4483	SM72	S
G232_05651	0.8201	SM74	S
G232_05651	0.4821	SM84	S
G232_05651	0.5312	SM9	S
G232_05651	0.5890	SM91	S
