GENE	COVERAGE	STRAIN	GROUP
G232_06686	0.8890	Rstd	R
G232_06686	0.2028	SM102	S
G232_06686	0.6640	SM104	S
G232_06686	0.7393	SM105	S
G232_06686	0.7676	SM108	S
G232_06686	0.6130	SM109	S
G232_06686	1.1024	SM11	S
G232_06686	0.9470	SM122	S
G232_06686	0.9204	SM13	S
G232_06686	0.2688	SM14	S
G232_06686	0.0000	SM18	S
G232_06686	0.6140	SM24	S
G232_06686	1.0085	SM27	S
G232_06686	1.0393	SM28	S
G232_06686	0.1842	SM29	S
G232_06686	0.5333	SM35	S
G232_06686	0.0156	SM36	S
G232_06686	0.9859	SM42	S
G232_06686	1.0545	SM48	S
G232_06686	1.0672	SM57	S
G232_06686	0.7200	SM66	S
G232_06686	1.2727	SM67	S
G232_06686	0.1970	SM72	S
G232_06686	0.4101	SM74	S
G232_06686	0.8322	SM84	S
G232_06686	0.8272	SM9	S
G232_06686	1.0647	SM91	S
G232_06687	0.9465	Rstd	R
G232_06687	3.4615	SM102	S
G232_06687	0.9933	SM104	S
G232_06687	1.1323	SM105	S
G232_06687	0.9917	SM108	S
G232_06687	0.7870	SM109	S
G232_06687	0.5602	SM11	S
G232_06687	0.7417	SM122	S
G232_06687	0.5942	SM13	S
G232_06687	2.3952	SM14	S
G232_06687	1.6553	SM18	S
G232_06687	0.6886	SM24	S
G232_06687	1.0658	SM27	S
G232_06687	1.0214	SM28	S
G232_06687	0.6550	SM29	S
G232_06687	0.9905	SM35	S
G232_06687	5.3619	SM36	S
G232_06687	0.6690	SM42	S
G232_06687	0.8606	SM48	S
G232_06687	1.1933	SM57	S
G232_06687	0.8645	SM66	S
G232_06687	0.5552	SM67	S
G232_06687	3.3645	SM72	S
G232_06687	0.6115	SM74	S
G232_06687	0.8268	SM84	S
G232_06687	0.9008	SM9	S
G232_06687	0.8220	SM91	S
