GENE	COVERAGE	STRAIN	GROUP
G232_08731	0.8424	Rstd	R
G232_08731	1.0280	SM102	S
G232_08731	0.6761	SM104	S
G232_08731	0.6809	SM105	S
G232_08731	0.7573	SM108	S
G232_08731	0.6609	SM109	S
G232_08731	0.5482	SM11	S
G232_08731	0.6424	SM122	S
G232_08731	0.6505	SM13	S
G232_08731	1.3091	SM14	S
G232_08731	1.3423	SM18	S
G232_08731	0.9474	SM24	S
G232_08731	0.8174	SM27	S
G232_08731	0.9393	SM28	S
G232_08731	1.1491	SM29	S
G232_08731	0.3333	SM35	S
G232_08731	1.1284	SM36	S
G232_08731	0.9718	SM42	S
G232_08731	0.8424	SM48	S
G232_08731	0.6975	SM57	S
G232_08731	0.6129	SM66	S
G232_08731	0.8994	SM67	S
G232_08731	0.9310	SM72	S
G232_08731	0.4388	SM74	S
G232_08731	0.8299	SM84	S
G232_08731	0.6912	SM9	S
G232_08731	0.8609	SM91	S
G232_08732	0.8305	Rstd	R
G232_08732	0.0769	SM102	S
G232_08732	0.9368	SM104	S
G232_08732	0.8444	SM105	S
G232_08732	0.9315	SM108	S
G232_08732	1.0696	SM109	S
G232_08732	0.9819	SM11	S
G232_08732	0.5828	SM122	S
G232_08732	0.5981	SM13	S
G232_08732	0.4435	SM14	S
G232_08732	1.4519	SM18	S
G232_08732	0.7237	SM24	S
G232_08732	0.9469	SM27	S
G232_08732	0.7143	SM28	S
G232_08732	1.5702	SM29	S
G232_08732	1.0381	SM35	S
G232_08732	0.0428	SM36	S
G232_08732	1.1039	SM42	S
G232_08732	1.2242	SM48	S
G232_08732	1.6555	SM57	S
G232_08732	0.6761	SM66	S
G232_08732	0.7370	SM67	S
G232_08732	0.1429	SM72	S
G232_08732	1.1871	SM74	S
G232_08732	0.7056	SM84	S
G232_08732	0.7888	SM9	S
G232_08732	1.0771	SM91	S
G232_08733	0.8722	Rstd	R
G232_08733	0.5594	SM102	S
G232_08733	1.1304	SM104	S
G232_08733	0.7354	SM105	S
G232_08733	0.7033	SM108	S
G232_08733	0.7043	SM109	S
G232_08733	0.6747	SM11	S
G232_08733	0.7086	SM122	S
G232_08733	0.5049	SM13	S
G232_08733	0.8495	SM14	S
G232_08733	0.8989	SM18	S
G232_08733	0.3596	SM24	S
G232_08733	0.4034	SM27	S
G232_08733	0.4179	SM28	S
G232_08733	0.8567	SM29	S
G232_08733	0.4857	SM35	S
G232_08733	0.2451	SM36	S
G232_08733	0.6215	SM42	S
G232_08733	0.7758	SM48	S
G232_08733	1.3950	SM57	S
G232_08733	0.7265	SM66	S
G232_08733	0.6753	SM67	S
G232_08733	0.9901	SM72	S
G232_08733	0.4748	SM74	S
G232_08733	0.5881	SM84	S
G232_08733	0.5040	SM9	S
G232_08733	0.4641	SM91	S
G232_08734	0.6174	Rstd	R
G232_08734	1.0769	SM102	S
G232_08734	0.6989	SM104	S
G232_08734	0.6615	SM105	S
G232_08734	0.8112	SM108	S
G232_08734	1.4391	SM109	S
G232_08734	1.1386	SM11	S
G232_08734	0.9934	SM122	S
G232_08734	0.7553	SM13	S
G232_08734	0.8575	SM14	S
G232_08734	0.9963	SM18	S
G232_08734	0.7105	SM24	S
G232_08734	1.0064	SM27	S
G232_08734	1.0714	SM28	S
G232_08734	1.1111	SM29	S
G232_08734	1.1238	SM35	S
G232_08734	0.8988	SM36	S
G232_08734	0.7113	SM42	S
G232_08734	0.7576	SM48	S
G232_08734	0.7899	SM57	S
G232_08734	0.8787	SM66	S
G232_08734	1.0682	SM67	S
G232_08734	0.8768	SM72	S
G232_08734	1.2806	SM74	S
G232_08734	0.8085	SM84	S
G232_08734	0.6560	SM9	S
G232_08734	0.7449	SM91	S
G232_08735	0.8454	Rstd	R
G232_08735	0.0000	SM102	S
G232_08735	0.9812	SM104	S
G232_08735	0.2529	SM105	S
G232_08735	0.9689	SM108	S
G232_08735	0.5261	SM109	S
G232_08735	0.6807	SM11	S
G232_08735	1.0066	SM122	S
G232_08735	0.8874	SM13	S
G232_08735	0.5833	SM14	S
G232_08735	1.1864	SM18	S
G232_08735	0.5789	SM24	S
G232_08735	0.7091	SM27	S
G232_08735	0.5500	SM28	S
G232_08735	1.0117	SM29	S
G232_08735	0.8476	SM35	S
G232_08735	0.1128	SM36	S
G232_08735	0.6585	SM42	S
G232_08735	0.6606	SM48	S
G232_08735	0.5546	SM57	S
G232_08735	0.8465	SM66	S
G232_08735	0.7662	SM67	S
G232_08735	0.0542	SM72	S
G232_08735	1.0504	SM74	S
G232_08735	0.8085	SM84	S
G232_08735	0.9184	SM9	S
G232_08735	0.9159	SM91	S
G232_08736	1.2547	Rstd	R
G232_08736	0.8671	SM102	S
G232_08736	0.7944	SM104	S
G232_08736	0.7588	SM105	S
G232_08736	1.0311	SM108	S
G232_08736	0.9870	SM109	S
G232_08736	0.5060	SM11	S
G232_08736	0.3642	SM122	S
G232_08736	1.1301	SM13	S
G232_08736	1.2070	SM14	S
