GENE	COVERAGE	STRAIN	GROUP
G232_00758	0.5847	Rstd	R
G232_00758	0.6573	SM102	S
G232_00758	0.6317	SM104	S
G232_00758	0.4008	SM105	S
G232_00758	0.6950	SM108	S
G232_00758	0.5435	SM109	S
G232_00758	1.1566	SM11	S
G232_00758	0.8212	SM122	S
G232_00758	0.6990	SM13	S
G232_00758	1.0242	SM14	S
G232_00758	1.4300	SM18	S
G232_00758	0.9123	SM24	S
G232_00758	0.6306	SM27	S
G232_00758	0.6893	SM28	S
G232_00758	1.1199	SM29	S
G232_00758	0.6190	SM35	S
G232_00758	1.1051	SM36	S
G232_00758	0.6215	SM42	S
G232_00758	0.7394	SM48	S
G232_00758	0.8824	SM57	S
G232_00758	1.0439	SM66	S
G232_00758	0.6234	SM67	S
G232_00758	0.8177	SM72	S
G232_00758	0.9209	SM74	S
G232_00758	0.6781	SM84	S
G232_00758	0.6272	SM9	S
G232_00758	0.7228	SM91	S
G232_00759	0.9881	Rstd	R
G232_00759	0.3846	SM102	S
G232_00759	0.6734	SM104	S
G232_00759	0.8093	SM105	S
G232_00759	0.6846	SM108	S
G232_00759	0.9739	SM109	S
G232_00759	0.2952	SM11	S
G232_00759	0.6821	SM122	S
G232_00759	0.8971	SM13	S
G232_00759	0.5430	SM14	S
G232_00759	1.4178	SM18	S
G232_00759	0.8596	SM24	S
G232_00759	0.7389	SM27	S
G232_00759	1.0214	SM28	S
G232_00759	1.3012	SM29	S
G232_00759	0.6571	SM35	S
G232_00759	0.3541	SM36	S
G232_00759	0.7412	SM42	S
G232_00759	0.6970	SM48	S
G232_00759	0.6471	SM57	S
G232_00759	0.6568	SM66	S
G232_00759	0.8766	SM67	S
G232_00759	0.3054	SM72	S
G232_00759	0.4532	SM74	S
G232_00759	0.9771	SM84	S
G232_00759	0.6496	SM9	S
G232_00759	0.9593	SM91	S
G232_00760	0.8890	Rstd	R
G232_00760	2.8112	SM102	S
G232_00760	0.7513	SM104	S
G232_00760	0.5409	SM105	S
G232_00760	0.6162	SM108	S
G232_00760	0.6391	SM109	S
G232_00760	1.1807	SM11	S
G232_00760	0.6689	SM122	S
G232_00760	0.9165	SM13	S
G232_00760	2.5538	SM14	S
G232_00760	1.5505	SM18	S
G232_00760	0.6930	SM24	S
G232_00760	0.6285	SM27	S
G232_00760	0.4714	SM28	S
G232_00760	0.5936	SM29	S
G232_00760	1.2952	SM35	S
G232_00760	2.3230	SM36	S
G232_00760	0.5704	SM42	S
G232_00760	0.4788	SM48	S
G232_00760	0.7143	SM57	S
