GENE	COVERAGE	STRAIN	GROUP
G232_02606	1.0654	Rstd	R
G232_02606	0.0420	SM102	S
G232_02606	1.5565	SM104	S
G232_02606	1.8949	SM105	S
G232_02606	1.2386	SM108	S
G232_02606	1.3217	SM109	S
G232_02606	1.0843	SM11	S
G232_02606	1.2715	SM122	S
G232_02606	0.9437	SM13	S
G232_02606	0.1613	SM14	S
G232_02606	0.3630	SM18	S
G232_02606	0.8070	SM24	S
G232_02606	2.3015	SM27	S
G232_02606	0.9607	SM28	S
G232_02606	1.2135	SM29	S
G232_02606	2.1143	SM35	S
G232_02606	0.0000	SM36	S
G232_02606	0.7095	SM42	S
G232_02606	1.2848	SM48	S
G232_02606	0.4874	SM57	S
G232_02606	0.7742	SM66	S
G232_02606	1.4383	SM67	S
G232_02606	0.1379	SM72	S
G232_02606	2.0504	SM74	S
G232_02606	1.3760	SM84	S
G232_02606	2.8880	SM9	S
G232_02606	0.7635	SM91	S
G232_02607	4.7909	Rstd	R
G232_02607	0.3077	SM102	S
G232_02607	5.1680	SM104	S
G232_02607	2.0856	SM105	S
G232_02607	3.3714	SM108	S
G232_02607	2.7043	SM109	S
G232_02607	4.2470	SM11	S
G232_02607	7.1854	SM122	S
G232_02607	7.4485	SM13	S
G232_02607	1.9570	SM14	S
G232_02607	1.9294	SM18	S
G232_02607	5.0175	SM24	S
G232_02607	2.7006	SM27	S
G232_02607	6.1000	SM28	S
G232_02607	18.7573	SM29	S
G232_02607	2.9333	SM35	S
G232_02607	0.1206	SM36	S
G232_02607	6.5704	SM42	S
G232_02607	3.1879	SM48	S
G232_02607	6.1849	SM57	S
G232_02607	7.8581	SM66	S
G232_02607	4.7565	SM67	S
G232_02607	0.1527	SM72	S
G232_02607	1.9209	SM74	S
G232_02607	4.8322	SM84	S
G232_02607	2.8416	SM9	S
G232_02607	6.5279	SM91	S
