GENE	COVERAGE	STRAIN	GROUP
G232_04241	0.5857	Rstd	R
G232_04241	0.0000	SM102	S
G232_04241	0.6129	SM104	S
G232_04241	0.7354	SM105	S
G232_04241	0.8755	SM108	S
G232_04241	0.9000	SM109	S
G232_04241	0.9096	SM11	S
G232_04241	0.9669	SM122	S
G232_04241	0.3010	SM13	S
G232_04241	0.5054	SM14	S
G232_04241	0.0585	SM18	S
G232_04241	0.3421	SM24	S
G232_04241	0.5605	SM27	S
G232_04241	0.4786	SM28	S
G232_04241	0.0000	SM29	S
G232_04241	0.2476	SM35	S
G232_04241	0.0000	SM36	S
G232_04241	0.6004	SM42	S
G232_04241	0.9818	SM48	S
G232_04241	0.6723	SM57	S
G232_04241	0.5548	SM66	S
G232_04241	0.7305	SM67	S
G232_04241	0.0000	SM72	S
G232_04241	0.4173	SM74	S
G232_04241	0.7651	SM84	S
G232_04241	0.7296	SM9	S
G232_04241	0.6652	SM91	S
