GENE	COVERAGE	STRAIN	GROUP
G232_00893	3.7939	Rstd	R
G232_00893	0.3427	SM102	S
G232_00893	3.7970	SM104	S
G232_00893	6.3191	SM105	S
G232_00893	6.1183	SM108	S
G232_00893	3.1174	SM109	S
G232_00893	3.2229	SM11	S
G232_00893	4.0397	SM122	S
G232_00893	7.2447	SM13	S
G232_00893	1.3737	SM14	S
G232_00893	0.2387	SM18	S
G232_00893	7.6930	SM24	S
G232_00893	8.1975	SM27	S
G232_00893	6.6393	SM28	S
G232_00893	5.0819	SM29	S
G232_00893	4.1238	SM35	S
G232_00893	0.0000	SM36	S
G232_00893	6.7095	SM42	S
G232_00893	7.3818	SM48	S
G232_00893	2.7311	SM57	S
G232_00893	3.5923	SM66	S
G232_00893	5.5130	SM67	S
G232_00893	0.1773	SM72	S
G232_00893	3.9353	SM74	S
G232_00893	6.2235	SM84	S
G232_00893	7.3200	SM9	S
G232_00893	5.4765	SM91	S
G232_00894	12.3687	Rstd	R
G232_00894	1.2797	SM102	S
G232_00894	8.8992	SM104	S
G232_00894	16.0195	SM105	S
G232_00894	15.3299	SM108	S
G232_00894	7.4174	SM109	S
G232_00894	5.8313	SM11	S
G232_00894	11.8278	SM122	S
G232_00894	14.9107	SM13	S
G232_00894	2.9435	SM14	S
G232_00894	0.2192	SM18	S
G232_00894	12.2632	SM24	S
G232_00894	15.0849	SM27	S
G232_00894	13.3429	SM28	S
G232_00894	9.2544	SM29	S
G232_00894	13.5905	SM35	S
G232_00894	0.2685	SM36	S
G232_00894	12.3820	SM42	S
G232_00894	10.4545	SM48	S
G232_00894	4.4202	SM57	S
G232_00894	8.7987	SM66	S
G232_00894	12.3149	SM67	S
G232_00894	0.4581	SM72	S
G232_00894	8.2158	SM74	S
G232_00894	13.3463	SM84	S
G232_00894	13.2032	SM9	S
G232_00894	12.9460	SM91	S
