GENE	COVERAGE	STRAIN	GROUP
G232_00576	0.3637	Rstd	R
G232_00576	0.3706	SM102	S
G232_00576	0.4019	SM104	S
G232_00576	0.2957	SM105	S
G232_00576	0.6535	SM108	S
G232_00576	0.1826	SM109	S
G232_00576	0.4458	SM11	S
G232_00576	0.4901	SM122	S
G232_00576	0.1553	SM13	S
G232_00576	0.3790	SM14	S
G232_00576	0.4336	SM18	S
G232_00576	0.1623	SM24	S
G232_00576	0.2335	SM27	S
G232_00576	0.0000	SM28	S
G232_00576	0.3187	SM29	S
G232_00576	0.5048	SM35	S
G232_00576	1.1323	SM36	S
G232_00576	0.1761	SM42	S
G232_00576	0.4848	SM48	S
G232_00576	1.3866	SM57	S
G232_00576	0.2219	SM66	S
G232_00576	0.4773	SM67	S
G232_00576	0.8424	SM72	S
G232_00576	0.0000	SM74	S
G232_00576	0.2982	SM84	S
G232_00576	0.2704	SM9	S
G232_00576	0.2436	SM91	S
