GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_10554	8.21	0.37	6.36	1.57	3.12	1.43	1.35	1.87	2.62	1.51	8.99	1.02	2.25	2.09	3.92	0.52	0.64	4.11	1.27	0.34	5.41	2.36	0.77	0.57	11.25	3.00	8.12
G232_10555	9.20	0.23	5.40	2.22	2.74	1.79	1.15	0.90	4.42	1.50	9.86	2.14	3.51	2.44	4.23	0.79	0.07	5.25	1.08	0.82	4.95	2.91	0.46	0.85	10.20	5.37	10.23
G232_10556	8.28	0.55	5.10	1.29	2.28	1.56	1.62	0.89	3.93	3.33	11.53	1.62	3.11	2.18	3.61	0.95	2.23	4.66	1.28	1.54	4.68	2.75	1.17	0.46	8.73	4.00	9.62
G232_10557	8.00	0.24	7.65	2.12	3.70	2.22	1.56	1.19	4.20	2.14	10.03	2.34	3.42	2.90	3.65	0.88	0.19	4.87	1.78	1.18	8.48	2.57	0.31	1.30	11.01	3.67	9.27
G232_10558	7.53	3.63	7.40	3.14	3.03	1.86	3.44	1.56	4.44	6.76	9.74	1.26	2.82	3.10	4.00	1.23	6.05	4.33	1.40	0.54	6.24	2.65	6.59	1.00	11.99	4.95	12.13
G232_10559	10.58	1.73	6.85	2.34	3.93	1.68	1.09	1.34	4.28	4.93	9.59	1.43	3.20	2.32	3.77	1.01	4.65	4.61	0.99	0.93	5.56	2.77	3.54	0.95	10.90	4.72	8.50
G232_10560	9.15	3.16	5.42	1.75	3.76	1.51	1.61	1.19	3.93	5.80	10.84	1.58	4.96	1.72	0.28	0.48	6.37	5.38	1.50	0.64	6.00	2.75	3.84	1.00	11.37	3.09	8.42
G232_10561	10.52	7.12	4.58	2.14	4.39	4.50	2.75	1.70	4.57	10.01	10.12	1.51	4.71	3.12	4.19	1.21	12.05	6.69	1.01	1.74	7.53	3.14	8.56	1.69	11.69	7.40	9.00
G232_10562	9.66	2.09	6.59	1.89	4.07	1.58	1.65	1.09	4.03	6.26	10.76	1.57	4.23	2.05	4.22	0.93	4.81	5.76	1.09	0.82	4.19	2.96	3.41	0.84	10.40	4.56	9.96
G232_10563	7.19	0.49	5.55	2.26	4.25	2.25	1.65	0.00	3.19	3.81	9.87	2.11	1.94	2.59	4.80	2.29	0.40	5.98	1.04	0.82	4.49	2.95	0.39	2.32	10.41	5.63	10.88
G232_10564	9.45	0.98	7.11	1.26	4.98	2.05	1.15	1.03	4.29	2.32	9.06	2.25	4.02	2.85	4.27	0.91	1.63	4.35	0.97	0.85	5.25	2.46	1.42	0.94	11.24	3.85	10.41
G232_10565	9.10	0.49	7.25	2.52	4.60	1.43	0.62	2.14	3.57	2.71	9.86	1.35	3.34	2.01	4.14	0.56	1.06	4.97	1.94	0.82	6.90	1.94	0.36	1.19	10.42	5.10	8.90
G232_10566	8.11	0.10	5.92	1.81	4.26	1.56	1.28	1.04	5.00	2.38	12.58	2.22	3.87	4.01	3.64	0.73	0.00	4.38	0.94	0.40	6.42	3.28	0.13	0.87	10.45	4.05	11.21
