GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_01025	7.76	0.17	7.00	1.87	3.27	1.54	1.19	1.12	4.83	2.01	10.85	1.68	3.80	2.70	4.20	0.62	0.02	4.84	1.00	0.96	5.24	2.28	0.11	0.83	12.05	4.87	9.12
G232_01026	6.92	0.06	6.40	2.38	3.09	0.95	0.98	1.37	3.71	1.52	9.18	1.42	2.98	2.47	4.80	0.44	0.00	4.28	0.59	0.11	4.20	2.15	0.00	0.52	10.57	5.40	7.37
G232_01027	8.97	0.83	5.79	2.76	4.01	1.33	1.26	1.53	4.07	3.12	12.11	1.56	3.02	2.29	4.02	0.67	2.03	4.40	1.19	0.91	5.11	2.32	1.53	0.63	11.49	5.03	9.36
G232_01028	11.15	0.18	6.70	1.22	3.79	1.65	1.27	1.43	3.74	1.36	11.64	1.85	3.38	2.54	3.29	0.68	0.09	4.90	1.51	0.74	6.95	3.58	0.18	1.41	10.97	4.28	12.34
G232_01029	9.94	1.22	6.70	1.55	4.20	2.22	0.98	1.00	3.89	2.90	11.97	2.28	3.43	3.21	4.73	0.93	1.48	5.21	1.11	0.68	6.16	3.11	1.37	0.35	10.85	4.99	10.25
G232_01030	8.56	1.42	6.94	2.33	4.16	1.71	1.09	1.26	4.04	4.30	11.27	1.75	3.43	2.70	3.95	1.07	3.63	4.71	1.48	0.75	6.41	2.57	2.66	1.28	11.67	3.94	10.01
G232_01031	7.05	1.46	5.69	1.50	4.31	2.39	2.19	0.59	3.10	3.78	12.15	0.72	1.31	2.02	3.74	0.26	1.90	5.51	0.74	1.37	6.38	3.19	1.57	0.99	7.50	5.16	8.32
G232_01032	8.58	0.10	7.86	2.75	3.12	1.42	1.52	1.47	4.78	1.51	11.52	2.15	3.07	3.10	6.28	1.59	0.23	5.56	1.49	1.04	7.63	1.38	0.40	1.27	9.33	5.45	8.77
G232_01033	9.07	0.59	7.15	2.08	3.57	1.19	0.64	0.96	5.46	2.09	11.57	2.33	4.50	2.53	4.94	0.89	0.33	5.47	1.86	1.04	4.32	3.36	0.63	1.07	12.02	6.99	10.67
G232_01034	9.53	1.53	6.60	2.20	3.79	1.34	1.31	1.64	4.47	3.25	10.27	1.69	3.56	2.04	3.69	0.97	1.97	4.21	1.13	1.00	6.12	2.71	1.83	1.07	11.90	4.28	10.75
G232_01035	12.48	2.66	5.73	1.86	3.26	1.47	1.86	1.54	4.34	5.90	10.57	1.70	3.38	2.42	4.90	0.55	6.26	4.54	1.49	1.20	5.39	2.66	4.23	1.04	11.44	5.39	10.25
G232_01036	9.05	0.06	5.70	1.74	3.07	1.52	1.05	0.98	4.02	1.95	11.22	2.19	4.05	3.09	4.05	0.83	0.10	4.04	1.04	0.59	4.66	1.65	0.14	0.70	12.09	5.39	10.63
G232_01037	9.13	1.01	7.66	1.83	3.49	1.56	1.32	1.51	3.40	3.83	10.23	1.56	3.28	2.42	4.37	0.71	2.40	4.33	1.40	0.75	4.94	2.46	1.82	0.48	9.88	5.62	8.81
G232_01038	8.69	0.38	6.69	1.18	4.28	2.31	1.24	1.51	3.77	2.38	10.88	2.00	4.13	2.26	2.75	0.90	0.70	4.13	1.69	0.95	6.09	3.45	0.94	1.16	13.53	6.11	10.13
G232_01039	10.20	0.17	3.78	2.20	3.53	1.72	0.78	0.68	4.60	2.63	13.20	2.69	3.20	2.98	5.29	0.22	0.08	4.63	2.47	0.24	5.32	2.20	0.21	0.93	9.57	5.16	12.58
G232_01040	10.48	3.46	7.63	2.41	3.67	1.95	2.02	1.13	3.76	8.08	11.01	1.56	4.17	2.65	4.11	0.86	7.79	4.85	1.53	1.00	6.01	2.87	5.45	0.62	11.95	5.10	10.41
