GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_08731	0.8424	1.0280	0.6761	0.6809	0.7573	0.6609	0.5482	0.6424	0.6505	1.3091	1.3423	0.9474	0.8174	0.9393	1.1491	0.3333	1.1284	0.9718	0.8424	0.6975	0.6129	0.8994	0.9310	0.4388	0.8299	0.6912	0.8609
G232_08732	0.8305	0.0769	0.9368	0.8444	0.9315	1.0696	0.9819	0.5828	0.5981	0.4435	1.4519	0.7237	0.9469	0.7143	1.5702	1.0381	0.0428	1.1039	1.2242	1.6555	0.6761	0.7370	0.1429	1.1871	0.7056	0.7888	1.0771
G232_08733	0.8722	0.5594	1.1304	0.7354	0.7033	0.7043	0.6747	0.7086	0.5049	0.8495	0.8989	0.3596	0.4034	0.4179	0.8567	0.4857	0.2451	0.6215	0.7758	1.3950	0.7265	0.6753	0.9901	0.4748	0.5881	0.5040	0.4641
G232_08734	0.6174	1.0769	0.6989	0.6615	0.8112	1.4391	1.1386	0.9934	0.7553	0.8575	0.9963	0.7105	1.0064	1.0714	1.1111	1.1238	0.8988	0.7113	0.7576	0.7899	0.8787	1.0682	0.8768	1.2806	0.8085	0.6560	0.7449
G232_08735	0.8454	0.0000	0.9812	0.2529	0.9689	0.5261	0.6807	1.0066	0.8874	0.5833	1.1864	0.5789	0.7091	0.5500	1.0117	0.8476	0.1128	0.6585	0.6606	0.5546	0.8465	0.7662	0.0542	1.0504	0.8085	0.9184	0.9159
G232_08736	1.2547	0.8671	0.7944	0.7588	1.0311	0.9870	0.5060	0.3642	1.1301	1.2070	1.4093	1.6974	0.9788	1.1214	1.2573	0.4952	0.5720	1.1479	1.5091	0.7983	0.8994	0.8636	0.3153	0.6331	0.7643	1.0464	1.1895
G232_08737	0.9445	1.2308	0.8333	0.5370	0.7759	0.9957	0.7530	0.9934	0.8466	0.9677	1.3398	0.7500	0.9045	0.9893	1.0322	0.7524	1.3074	0.7782	0.7394	0.7983	0.7394	0.8539	1.5764	0.8273	0.7818	0.9088	0.7936
G232_08738	0.9217	0.3916	0.8763	0.7782	0.5228	0.5522	0.5000	0.9404	0.7612	0.3011	1.0219	0.8246	0.9130	0.6286	0.5643	0.6476	0.2996	1.0458	0.7394	0.3697	0.2826	0.6429	0.4335	0.5899	0.9298	0.6096	0.7476
G232_08739	0.8930	0.4755	0.8226	0.8755	0.5768	0.5522	0.3012	1.1258	0.8117	0.4624	1.4312	1.2412	0.8854	0.8357	0.6813	0.8762	0.2296	0.9384	1.0970	0.4118	0.4206	1.2792	0.2020	0.5180	0.8688	0.7408	0.9451
G232_08740	1.0030	0.1958	1.0040	0.7276	0.7033	0.6957	0.4578	0.5828	0.8505	0.6989	1.4629	0.7237	0.8514	0.6429	0.8713	1.1333	0.0506	0.8116	0.8424	0.4538	0.6697	1.0649	0.1133	0.4532	1.1564	0.6688	0.8627
