GENE	COVERAGE	STRAIN	GROUP
G232_00913	2.7958	Rstd	R
G232_00913	0.1189	SM102	S
G232_00913	3.6075	SM104	S
G232_00913	5.3696	SM105	S
G232_00913	2.6245	SM108	S
G232_00913	4.1130	SM109	S
G232_00913	1.0843	SM11	S
G232_00913	3.3113	SM122	S
G232_00913	3.0641	SM13	S
G232_00913	0.7177	SM14	S
G232_00913	0.0633	SM18	S
G232_00913	2.5658	SM24	S
G232_00913	4.9384	SM27	S
G232_00913	2.9143	SM28	S
G232_00913	0.4327	SM29	S
G232_00913	3.1238	SM35	S
G232_00913	0.1712	SM36	S
G232_00913	2.9842	SM42	S
G232_00913	1.5152	SM48	S
G232_00913	1.9664	SM57	S
G232_00913	2.2916	SM66	S
G232_00913	3.0032	SM67	S
G232_00913	0.2759	SM72	S
G232_00913	2.8633	SM74	S
G232_00913	2.3333	SM84	S
G232_00913	3.6016	SM9	S
G232_00913	3.0213	SM91	S
