GENE	COVERAGE	STRAIN	GROUP
G232_03442	1.7780	Rstd	R
G232_03442	0.1469	SM102	S
G232_03442	1.6626	SM104	S
G232_03442	1.7432	SM105	S
G232_03442	1.6432	SM108	S
G232_03442	1.4391	SM109	S
G232_03442	1.0843	SM11	S
G232_03442	1.7881	SM122	S
G232_03442	1.7786	SM13	S
G232_03442	0.8898	SM14	S
G232_03442	2.5079	SM18	S
G232_03442	1.4737	SM24	S
G232_03442	1.4798	SM27	S
G232_03442	1.5107	SM28	S
G232_03442	0.7661	SM29	S
G232_03442	1.5524	SM35	S
G232_03442	0.0817	SM36	S
G232_03442	1.5282	SM42	S
G232_03442	1.4848	SM48	S
G232_03442	1.6134	SM57	S
G232_03442	1.4426	SM66	S
G232_03442	1.7857	SM67	S
G232_03442	0.1034	SM72	S
G232_03442	1.3381	SM74	S
G232_03442	1.6285	SM84	S
G232_03442	1.5936	SM9	S
G232_03442	1.6599	SM91	S
G232_03443	2.7502	Rstd	R
G232_03443	0.1958	SM102	S
G232_03443	2.2285	SM104	S
G232_03443	2.2607	SM105	S
G232_03443	1.7593	SM108	S
G232_03443	1.7391	SM109	S
G232_03443	0.7470	SM11	S
G232_03443	2.0596	SM122	S
G232_03443	1.7320	SM13	S
G232_03443	0.5430	SM14	S
G232_03443	0.3009	SM18	S
G232_03443	1.6579	SM24	S
G232_03443	1.7389	SM27	S
G232_03443	1.3464	SM28	S
G232_03443	0.3480	SM29	S
G232_03443	2.0000	SM35	S
G232_03443	0.0000	SM36	S
G232_03443	1.7606	SM42	S
G232_03443	0.6727	SM48	S
G232_03443	0.6723	SM57	S
G232_03443	2.6981	SM66	S
G232_03443	1.7922	SM67	S
G232_03443	0.0000	SM72	S
G232_03443	2.1655	SM74	S
G232_03443	1.4455	SM84	S
G232_03443	2.4144	SM9	S
G232_03443	2.2179	SM91	S
G232_03444	0.7998	Rstd	R
G232_03444	0.3916	SM102	S
G232_03444	0.7823	SM104	S
G232_03444	1.2646	SM105	S
G232_03444	0.6349	SM108	S
G232_03444	1.3826	SM109	S
G232_03444	0.4880	SM11	S
G232_03444	0.2980	SM122	S
G232_03444	0.7379	SM13	S
G232_03444	0.4301	SM14	S
G232_03444	1.2801	SM18	S
G232_03444	0.9518	SM24	S
G232_03444	0.7410	SM27	S
G232_03444	1.5750	SM28	S
G232_03444	0.7895	SM29	S
G232_03444	1.1714	SM35	S
G232_03444	0.6887	SM36	S
G232_03444	1.2676	SM42	S
G232_03444	0.9455	SM48	S
G232_03444	0.4118	SM57	S
G232_03444	1.1200	SM66	S
G232_03444	0.4805	SM67	S
G232_03444	0.4138	SM72	S
G232_03444	1.4101	SM74	S
G232_03444	0.8413	SM84	S
G232_03444	0.9152	SM9	S
G232_03444	0.6944	SM91	S
G232_03445	0.6739	Rstd	R
G232_03445	0.2308	SM102	S
G232_03445	0.6169	SM104	S
G232_03445	1.0039	SM105	S
