GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_02764	4.70	0.71	3.40	1.06	1.22	1.01	0.58	0.49	1.96	1.47	5.26	0.85	1.41	0.63	2.10	0.11	1.29	2.36	0.92	0.24	2.82	1.31	0.96	0.31	4.69	1.63	4.30
G232_02765	8.14	1.57	5.42	2.26	3.68	2.24	1.36	1.66	4.70	5.04	11.36	1.74	4.07	3.11	4.07	0.75	3.38	4.80	1.04	1.02	5.62	2.39	2.21	0.88	11.29	4.94	10.75
G232_02766	9.11	1.40	5.63	3.39	3.41	1.70	1.25	1.95	3.28	2.31	10.97	2.02	4.04	2.89	5.33	0.63	1.86	4.79	0.98	0.99	7.06	3.14	1.13	1.26	10.43	4.99	10.47
G232_02767	9.75	0.17	5.81	2.25	3.80	1.04	0.58	1.15	4.11	1.57	10.33	1.93	4.15	2.38	3.95	0.73	0.01	4.36	1.12	0.63	4.97	2.40	0.20	0.56	11.67	4.58	9.81
G232_02768	9.53	0.37	8.04	3.00	2.64	0.75	0.94	1.41	4.25	2.67	10.41	1.32	4.28	2.00	2.74	0.43	1.06	6.27	1.32	0.38	5.15	2.77	1.00	0.15	14.18	5.11	9.53
G232_02769	9.37	0.49	5.22	2.41	4.07	1.59	1.25	0.25	5.74	2.10	14.99	2.96	3.86	2.85	4.46	1.38	1.35	8.11	0.58	1.05	7.81	1.07	0.87	2.53	10.51	6.77	11.67
G232_02770	5.64	0.16	4.19	1.57	4.88	2.64	0.83	1.19	4.05	1.52	11.30	2.24	2.42	1.75	2.36	0.66	0.00	3.99	2.16	0.65	7.61	2.98	0.00	0.85	12.66	4.11	10.05
G232_02771	8.72	0.41	5.33	2.35	4.28	1.32	0.87	1.51	4.24	2.74	8.55	1.79	3.42	2.26	4.11	0.99	0.63	4.67	1.34	0.91	5.55	2.52	0.50	0.91	11.68	5.04	8.32
G232_02772	8.03	5.51	6.91	1.65	2.61	2.84	2.07	1.11	4.08	10.60	7.39	1.53	3.40	1.83	3.14	1.09	11.43	4.55	1.99	0.87	5.55	2.18	8.36	1.30	11.45	3.31	8.16
G232_02773	7.35	0.88	5.32	1.98	3.43	1.05	1.33	1.07	4.10	2.44	11.01	1.59	3.00	2.81	3.63	0.53	1.75	4.18	0.97	0.73	5.52	2.61	1.72	0.86	11.34	3.84	9.36
G232_02774	8.43	0.40	4.82	1.12	2.87	1.83	0.76	1.46	4.09	2.24	9.53	1.80	3.25	2.37	3.83	0.69	0.42	4.46	1.26	0.52	6.30	2.22	0.33	0.72	11.23	4.67	9.27
G232_02775	6.22	3.61	7.29	1.60	4.46	3.25	2.61	1.67	3.09	3.88	7.93	1.50	2.93	1.96	3.52	1.41	4.82	4.25	1.56	1.36	7.03	3.29	5.11	1.72	8.07	4.19	7.48
G232_02776	7.74	0.00	5.53	1.48	3.94	2.41	0.78	1.02	3.41	0.95	9.28	1.04	3.96	2.00	3.97	0.32	0.00	4.50	1.51	0.99	6.29	2.18	0.31	1.38	8.73	4.21	9.14
G232_02777	8.79	0.39	6.15	1.52	4.84	2.26	1.02	1.37	2.44	2.19	9.38	1.74	2.55	2.51	3.69	0.76	0.98	4.22	1.64	0.72	6.92	2.46	0.60	1.15	10.40	5.46	9.90
G232_02778	9.54	21.88	6.04	2.26	3.75	6.82	4.47	1.31	5.77	32.78	1.86	1.91	4.05	1.53	3.64	1.40	48.83	8.60	3.86	1.33	6.21	2.32	36.60	1.48	10.87	6.34	8.93
G232_02779	8.43	1.85	5.49	3.61	3.01	2.39	1.60	0.86	2.79	4.27	10.17	1.39	3.34	3.14	2.37	1.52	2.53	5.13	1.42	0.87	6.01	2.63	1.86	1.01	10.42	3.98	9.00
G232_02780	9.58	0.26	6.76	1.99	3.85	1.37	1.34	1.42	3.50	2.26	6.88	1.12	3.72	2.18	2.68	0.72	0.85	4.29	1.13	0.78	6.95	2.92	0.67	0.81	8.33	4.44	9.21
G232_02781	8.16	0.20	7.35	1.97	4.06	1.80	0.95	1.36	3.55	1.58	8.48	1.44	3.06	2.39	2.90	0.86	0.35	4.04	1.37	1.38	5.97	2.43	0.47	0.66	9.42	3.46	10.29
