GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_03315	10.14	1.55	5.53	1.94	3.99	1.95	1.17	0.93	4.09	5.57	12.18	1.98	4.18	2.68	3.76	0.65	3.49	6.89	1.23	0.83	4.52	2.35	2.44	0.55	10.97	4.80	10.12
G232_03316	12.87	1.34	6.70	1.66	4.14	1.85	1.47	1.64	4.70	3.82	11.98	1.48	3.48	2.74	3.68	0.88	2.16	5.34	0.94	1.28	6.66	1.82	1.52	1.03	12.01	5.09	10.40
G232_03317	7.91	0.20	5.72	2.14	4.29	1.96	1.96	1.01	4.58	2.14	10.80	1.92	4.15	1.84	4.17	1.06	0.21	4.77	1.74	0.81	8.47	3.85	0.16	1.32	10.23	5.60	9.53
G232_03318	10.65	0.10	6.93	1.49	3.89	1.74	1.73	1.63	5.08	2.78	14.76	2.51	4.34	3.75	3.47	1.43	0.10	5.52	2.38	1.10	8.83	1.81	0.10	1.37	10.73	6.46	8.65
G232_03319	8.81	1.84	6.41	1.96	3.86	2.20	1.48	1.62	4.01	4.46	11.00	1.55	3.99	2.65	3.90	0.95	3.53	4.35	1.03	1.08	7.01	2.93	2.63	0.88	11.43	4.56	9.61
G232_03320	6.71	0.22	5.74	2.84	4.69	1.58	1.55	2.74	4.11	1.51	10.04	1.38	4.60	2.11	2.62	0.60	0.00	4.34	2.40	0.63	7.88	4.15	0.19	1.18	14.72	5.22	9.98
G232_03321	10.89	0.96	5.81	1.64	3.56	2.45	1.97	1.77	4.96	2.63	14.07	2.29	4.41	2.45	4.95	0.67	3.42	4.46	0.37	1.73	6.45	2.24	1.65	0.63	11.58	5.70	9.56
G232_03322	8.99	1.44	6.29	2.10	2.72	1.22	1.78	1.51	5.83	5.33	13.91	2.01	5.32	3.66	4.80	0.80	4.51	5.21	1.47	0.50	5.57	1.86	3.57	0.95	11.26	6.47	11.20
G232_03323	8.03	1.48	4.79	2.03	3.83	1.91	1.71	1.04	4.03	2.54	9.99	2.16	3.14	2.59	3.82	0.93	2.44	3.95	1.59	0.77	6.56	2.34	1.91	1.46	10.71	4.36	8.71
G232_03324	8.09	2.07	7.27	2.03	3.28	1.61	1.55	1.16	4.01	4.76	9.67	1.31	3.70	2.05	3.82	0.76	3.48	4.28	1.09	0.92	6.04	2.42	2.98	0.96	12.86	5.58	9.37
G232_03325	9.66	2.44	9.16	1.26	5.76	2.02	0.89	2.22	5.39	4.61	10.07	1.79	4.21	2.62	3.57	0.40	3.57	4.64	0.94	1.41	5.21	2.11	3.93	1.97	10.81	6.60	12.47
G232_03326	7.46	0.63	7.73	1.56	3.60	1.51	1.12	1.10	4.38	2.83	9.96	1.86	3.10	2.41	3.52	0.71	1.29	4.32	1.76	0.98	6.25	2.49	1.13	0.70	10.64	5.30	9.82
G232_03327	9.58	0.73	8.97	1.38	4.25	1.85	0.55	1.27	5.69	2.35	8.12	1.50	3.91	2.58	4.01	1.06	1.63	5.31	0.97	1.55	7.83	2.63	1.26	0.95	10.82	5.15	8.68
G232_03328	10.86	3.01	5.55	2.23	3.37	2.71	1.56	0.94	3.49	8.96	10.89	1.94	4.19	2.53	5.53	0.90	6.89	5.55	1.50	0.72	4.99	2.93	5.86	0.61	11.92	4.87	10.13
G232_03329	9.58	3.29	6.65	1.15	4.71	1.90	1.08	1.05	3.65	3.57	13.47	1.34	4.77	2.70	5.78	0.67	6.26	5.06	2.49	1.29	8.01	1.93	4.27	0.76	11.99	5.92	9.58
G232_03330	7.46	1.39	7.17	0.94	4.02	0.82	1.13	1.44	3.74	4.47	9.29	1.23	2.54	2.68	3.40	0.21	2.64	2.93	1.61	0.71	6.62	1.94	2.30	1.37	9.70	4.75	9.63
G232_03331	8.01	0.30	6.21	2.04	4.23	1.53	1.64	1.09	4.59	1.82	11.26	1.48	4.43	2.55	4.68	0.72	0.57	4.15	1.25	1.40	5.72	2.79	0.38	1.20	13.01	5.50	9.96
G232_03332	8.16	1.05	6.05	1.90	3.93	1.67	1.17	1.31	3.65	2.22	9.83	1.79	3.58	2.53	3.95	0.76	1.39	4.41	2.04	1.05	7.44	2.94	1.87	1.11	10.61	4.94	9.87
G232_03333	8.13	1.74	8.16	2.17	3.66	1.56	2.14	1.03	5.08	5.26	13.36	1.74	6.54	2.50	5.22	1.22	3.54	5.20	1.57	0.83	6.53	3.27	2.65	1.17	10.09	6.72	12.27
G232_03334	9.51	0.55	6.89	1.28	4.56	1.79	1.20	1.71	4.19	3.00	11.36	1.67	3.90	2.41	3.99	0.32	0.81	5.19	1.48	0.89	7.29	2.44	0.50	0.63	11.72	5.43	10.36
G232_03335	7.67	2.10	6.57	1.70	3.94	1.90	0.99	1.03	4.54	1.90	12.88	1.77	3.03	3.03	4.59	0.44	0.36	5.58	1.52	1.01	5.33	2.43	1.25	1.10	12.89	3.95	10.18
G232_03336	10.29	0.76	5.33	2.17	3.78	1.58	1.87	2.65	4.67	3.08	13.27	2.23	3.75	2.02	4.56	0.83	1.60	5.69	1.92	0.84	6.22	2.95	1.67	0.56	11.40	5.54	12.23
G232_03337	9.51	3.62	7.26	2.45	4.67	2.97	1.93	2.11	5.28	5.16	13.78	1.47	4.19	2.54	3.84	1.52	6.14	4.23	1.66	1.36	6.20	1.79	2.87	0.88	11.46	6.41	10.60
G232_03338	8.95	0.60	7.23	2.20	2.78	1.74	1.73	1.28	5.10	6.54	8.64	1.72	3.95	2.30	5.22	0.75	2.22	4.50	1.45	0.96	8.01	1.65	1.57	0.27	12.73	4.41	8.38
G232_03339	4.49	0.00	4.57	0.96	2.74	3.37	0.82	0.95	3.59	0.29	4.49	1.29	2.24	0.64	1.54	0.72	0.08	2.93	0.72	0.71	6.24	1.45	0.18	1.25	6.55	3.13	6.80
G232_03340	7.39	1.23	6.38	1.56	4.43	1.55	1.09	0.68	4.73	3.43	9.88	1.39	4.07	2.21	3.11	0.63	3.21	4.47	0.97	0.34	5.77	3.40	2.77	0.94	10.52	5.56	10.60
G232_03341	11.59	0.00	4.97	1.16	3.58	1.13	0.79	0.78	4.27	2.22	10.46	1.73	2.22	2.85	3.27	0.32	0.07	4.21	0.97	0.65	5.10	1.58	0.15	0.56	11.50	3.86	9.13
G232_03342	11.40	0.18	5.84	2.66	4.29	1.34	0.53	2.28	5.10	3.01	10.73	1.96	5.27	2.96	4.59	0.86	0.07	4.45	1.16	1.21	6.76	1.89	0.14	0.80	11.42	4.32	9.22
G232_03343	8.09	1.97	6.07	2.30	3.35	1.72	1.04	1.20	4.08	4.29	11.15	1.81	3.39	2.55	4.39	0.72	2.94	4.64	1.61	0.99	6.27	2.53	2.46	0.97	12.90	5.50	9.03
G232_03344	8.30	1.63	5.27	2.63	3.99	1.13	1.31	1.66	4.19	3.72	11.55	1.97	3.99	2.77	3.75	0.71	2.52	5.57	0.89	0.78	4.78	3.26	1.82	1.45	10.61	4.37	9.72
G232_03345	9.11	1.05	3.46	2.50	3.65	1.07	1.05	0.70	4.30	3.19	16.24	2.50	5.43	2.87	5.05	0.60	1.08	6.93	1.23	1.30	6.52	3.04	0.96	1.50	14.10	4.29	9.41
G232_03346	10.83	5.67	7.18	1.71	3.33	3.73	2.62	1.17	4.96	11.22	8.17	1.33	4.10	2.90	3.61	0.83	12.03	4.44	1.98	1.85	5.92	2.59	7.73	1.23	11.60	5.47	10.31
G232_03347	7.22	0.26	4.82	1.87	4.38	1.75	0.98	1.48	4.57	2.03	10.40	1.67	4.65	2.31	2.99	1.06	0.00	5.20	1.70	0.52	6.72	2.50	0.08	1.04	11.60	3.89	8.06
G232_03348	7.20	0.17	5.83	2.52	3.69	1.66	1.31	1.63	4.93	1.61	11.42	2.34	3.51	2.47	3.36	1.06	0.00	4.59	1.62	1.08	5.41	2.66	0.21	1.41	11.79	4.80	9.88
G232_03349	9.08	0.59	5.48	1.78	4.49	1.77	1.80	1.07	3.06	2.23	9.25	1.84	3.93	2.63	2.78	0.34	1.20	5.33	1.91	1.23	4.73	3.72	1.02	0.61	11.37	4.23	6.92
G232_03350	6.04	5.48	5.32	2.76	3.76	3.68	1.56	1.83	5.98	9.66	14.55	3.07	8.15	3.99	3.37	0.97	10.64	7.71	2.12	1.02	6.84	2.60	8.48	1.11	12.91	6.07	11.15
G232_03351	6.30	1.84	7.97	2.14	4.14	2.55	1.90	1.47	3.34	4.48	12.92	1.40	3.46	3.20	4.16	1.09	2.33	4.45	1.37	0.94	6.64	2.26	1.36	1.32	12.78	4.76	8.25
G232_03352	7.44	8.98	7.92	2.26	3.68	3.72	3.30	1.24	3.84	18.03	12.06	2.52	4.25	2.86	3.54	1.34	20.31	5.98	2.13	1.40	5.52	3.13	14.53	1.75	12.87	6.02	10.91
G232_03353	9.07	2.01	6.02	2.98	2.76	2.41	2.02	1.24	3.80	8.35	11.37	2.10	4.27	2.69	3.36	0.78	5.61	5.25	1.77	1.10	6.83	2.45	4.89	1.21	10.94	5.67	9.12
G232_03354	8.24	0.28	7.18	1.87	4.34	1.24	1.11	1.01	3.54	1.60	10.56	0.98	3.97	2.25	2.68	0.68	0.18	5.05	1.33	0.61	5.66	2.63	0.26	0.63	10.28	4.88	8.88
G232_03355	5.08	0.00	5.45	1.66	2.27	0.78	0.59	0.15	2.22	2.33	5.22	0.88	2.50	1.56	0.34	0.30	0.00	3.29	0.44	0.15	5.21	1.25	0.08	0.75	7.90	2.31	6.34
G232_03356	7.77	0.64	5.73	2.58	4.17	1.19	1.51	0.63	3.55	1.56	10.86	1.46	2.78	2.02	3.76	0.39	0.92	4.05	1.86	0.58	6.92	2.26	0.75	1.11	11.31	3.84	9.57
G232_03357	6.50	0.94	5.29	1.45	2.58	1.11	1.58	2.65	2.52	3.51	9.75	1.74	2.27	1.86	2.79	0.73	1.17	3.42	0.52	1.52	7.30	3.95	1.19	1.42	6.98	4.05	12.36
G232_03358	7.69	1.11	3.95	2.02	3.47	1.95	1.06	1.38	4.48	3.66	10.00	1.65	2.97	2.32	2.14	0.93	1.76	4.25	1.24	1.12	3.66	2.87	1.60	0.84	11.23	4.43	9.83
G232_03359	7.59	6.32	4.83	2.10	3.81	3.09	3.44	1.17	4.88	12.16	10.92	2.07	3.13	1.80	2.75	0.96	10.49	6.16	1.48	0.61	6.63	1.53	10.27	1.13	10.87	5.25	7.25
G232_03360	6.58	2.01	5.82	1.34	4.62	1.42	1.69	1.06	2.64	2.08	6.61	1.32	2.93	1.82	2.92	0.83	2.33	2.97	1.39	0.90	5.36	1.81	2.74	1.26	6.74	2.34	7.69
G232_03361	8.08	0.25	6.13	3.24	4.17	1.24	2.17	1.87	5.04	2.50	13.69	1.48	2.94	1.43	2.97	1.33	0.17	4.91	1.17	0.33	5.83	3.50	0.28	1.17	11.52	4.60	8.79
