GENE	COVERAGE	STRAIN	GROUP
G232_06754	1.0545	Rstd	R
G232_06754	0.1189	SM102	S
G232_06754	0.9543	SM104	S
G232_06754	0.5798	SM105	S
G232_06754	0.7344	SM108	S
G232_06754	0.8217	SM109	S
G232_06754	0.4398	SM11	S
G232_06754	0.8874	SM122	S
G232_06754	0.8641	SM13	S
G232_06754	0.6532	SM14	S
G232_06754	1.1998	SM18	S
G232_06754	0.7895	SM24	S
G232_06754	0.9087	SM27	S
G232_06754	0.9393	SM28	S
G232_06754	1.0263	SM29	S
G232_06754	0.6762	SM35	S
G232_06754	0.0428	SM36	S
G232_06754	0.9261	SM42	S
G232_06754	0.5758	SM48	S
G232_06754	0.8235	SM57	S
G232_06754	0.6000	SM66	S
G232_06754	0.7435	SM67	S
G232_06754	0.1133	SM72	S
G232_06754	0.7554	SM74	S
G232_06754	0.8261	SM84	S
G232_06754	0.6416	SM9	S
G232_06754	1.0257	SM91	S
G232_06755	0.7066	Rstd	R
G232_06755	0.6294	SM102	S
G232_06755	0.8091	SM104	S
G232_06755	0.8171	SM105	S
G232_06755	0.8527	SM108	S
G232_06755	0.4913	SM109	S
G232_06755	1.0663	SM11	S
G232_06755	0.8278	SM122	S
G232_06755	0.6078	SM13	S
G232_06755	0.9194	SM14	S
G232_06755	1.3593	SM18	S
G232_06755	0.5833	SM24	S
G232_06755	1.0318	SM27	S
G232_06755	0.7036	SM28	S
G232_06755	1.3801	SM29	S
G232_06755	1.0952	SM35	S
G232_06755	1.5486	SM36	S
G232_06755	0.8151	SM42	S
G232_06755	0.8848	SM48	S
G232_06755	1.1092	SM57	S
G232_06755	0.6090	SM66	S
G232_06755	0.5909	SM67	S
G232_06755	1.3103	SM72	S
G232_06755	0.1799	SM74	S
G232_06755	0.5217	SM84	S
G232_06755	0.9488	SM9	S
G232_06755	1.1444	SM91	S
G232_06756	0.9544	Rstd	R
G232_06756	2.7343	SM102	S
G232_06756	1.0040	SM104	S
G232_06756	0.6848	SM105	S
G232_06756	0.8008	SM108	S
G232_06756	1.5652	SM109	S
G232_06756	1.0663	SM11	S
G232_06756	1.2781	SM122	S
G232_06756	0.5961	SM13	S
G232_06756	2.3091	SM14	S
G232_06756	1.2558	SM18	S
G232_06756	0.6798	SM24	S
G232_06756	0.5669	SM27	S
G232_06756	1.0179	SM28	S
G232_06756	1.6374	SM29	S
G232_06756	0.8762	SM35	S
G232_06756	3.0117	SM36	S
G232_06756	0.8046	SM42	S
G232_06756	1.1212	SM48	S
G232_06756	0.9748	SM57	S
G232_06756	0.7665	SM66	S
G232_06756	1.0260	SM67	S
G232_06756	2.7980	SM72	S
G232_06756	0.7122	SM74	S
G232_06756	0.8665	SM84	S
G232_06756	0.7152	SM9	S
G232_06756	0.7068	SM91	S
G232_06757	0.9861	Rstd	R
G232_06757	0.7343	SM102	S
G232_06757	1.1492	SM104	S
G232_06757	1.0778	SM105	S
G232_06757	0.8174	SM108	S
G232_06757	0.7522	SM109	S
G232_06757	0.5060	SM11	S
G232_06757	1.1126	SM122	S
G232_06757	0.9553	SM13	S
G232_06757	0.6989	SM14	S
G232_06757	1.4397	SM18	S
G232_06757	0.6316	SM24	S
G232_06757	0.7006	SM27	S
G232_06757	0.8214	SM28	S
G232_06757	1.2953	SM29	S
G232_06757	0.5619	SM35	S
G232_06757	0.4669	SM36	S
G232_06757	0.9577	SM42	S
G232_06757	1.0667	SM48	S
G232_06757	1.4958	SM57	S
G232_06757	0.9987	SM66	S
G232_06757	0.7955	SM67	S
G232_06757	0.4778	SM72	S
G232_06757	1.1007	SM74	S
G232_06757	1.0557	SM84	S
G232_06757	0.9248	SM9	S
G232_06757	0.9274	SM91	S
G232_06758	1.1338	Rstd	R
G232_06758	0.8741	SM102	S
G232_06758	0.8804	SM104	S
G232_06758	0.8911	SM105	S
G232_06758	1.0664	SM108	S
G232_06758	0.9522	SM109	S
G232_06758	0.8855	SM11	S
G232_06758	0.9934	SM122	S
G232_06758	0.6990	SM13	S
G232_06758	0.6505	SM14	S
G232_06758	1.1218	SM18	S
G232_06758	0.7456	SM24	S
G232_06758	0.9554	SM27	S
G232_06758	0.9107	SM28	S
G232_06758	1.3509	SM29	S
G232_06758	0.5905	SM35	S
G232_06758	1.0311	SM36	S
G232_06758	0.6074	SM42	S
G232_06758	0.5455	SM48	S
G232_06758	1.0000	SM57	S
G232_06758	0.9845	SM66	S
G232_06758	0.8344	SM67	S
G232_06758	1.1034	SM72	S
G232_06758	1.1151	SM74	S
G232_06758	0.8253	SM84	S
G232_06758	0.7120	SM9	S
G232_06758	0.9415	SM91	S
G232_06759	0.7968	Rstd	R
G232_06759	0.2517	SM102	S
G232_06759	0.6599	SM104	S
G232_06759	0.3113	SM105	S
G232_06759	0.7510	SM108	S
G232_06759	0.9130	SM109	S
G232_06759	1.2410	SM11	S
G232_06759	0.8609	SM122	S
G232_06759	0.4816	SM13	S
G232_06759	0.6048	SM14	S
G232_06759	1.3094	SM18	S
G232_06759	0.4825	SM24	S
G232_06759	0.3588	SM27	S
G232_06759	0.3893	SM28	S
G232_06759	0.8070	SM29	S
G232_06759	0.2571	SM35	S
G232_06759	0.3658	SM36	S
G232_06759	0.5933	SM42	S
G232_06759	0.8667	SM48	S
G232_06759	0.7731	SM57	S
G232_06759	0.7200	SM66	S
G232_06759	0.7727	SM67	S
G232_06759	0.3350	SM72	S
G232_06759	1.0576	SM74	S
G232_06759	0.6575	SM84	S
G232_06759	0.5696	SM9	S
G232_06759	0.5926	SM91	S
G232_06760	0.9990	Rstd	R
G232_06760	3.4965	SM102	S
G232_06760	0.8293	SM104	S
G232_06760	0.9455	SM105	S
G232_06760	1.0975	SM108	S
G232_06760	0.9652	SM109	S
G232_06760	1.1205	SM11	S
G232_06760	1.1589	SM122	S
G232_06760	0.7417	SM13	S
G232_06760	2.9274	SM14	S
G232_06760	1.3325	SM18	S
G232_06760	0.6447	SM24	S
G232_06760	0.6072	SM27	S
G232_06760	0.8893	SM28	S
G232_06760	0.6023	SM29	S
G232_06760	0.3714	SM35	S
G232_06760	4.5214	SM36	S
G232_06760	1.0335	SM42	S
G232_06760	1.1939	SM48	S
G232_06760	0.7815	SM57	S
G232_06760	0.7174	SM66	S
G232_06760	1.0325	SM67	S
G232_06760	3.3103	SM72	S
G232_06760	0.8489	SM74	S
G232_06760	0.7674	SM84	S
G232_06760	0.7312	SM9	S
G232_06760	0.7033	SM91	S
G232_06761	1.0050	Rstd	R
G232_06761	1.3077	SM102	S
G232_06761	1.0659	SM104	S
G232_06761	0.8755	SM105	S
G232_06761	0.8320	SM108	S
G232_06761	1.2696	SM109	S
G232_06761	1.0000	SM11	S
G232_06761	0.7748	SM122	S
G232_06761	0.9650	SM13	S
G232_06761	1.3172	SM14	S
G232_06761	1.2400	SM18	S
G232_06761	0.8991	SM24	S
G232_06761	0.8217	SM27	S
G232_06761	1.0250	SM28	S
G232_06761	0.9971	SM29	S
G232_06761	0.8095	SM35	S
G232_06761	1.9416	SM36	S
G232_06761	1.0827	SM42	S
G232_06761	0.4121	SM48	S
G232_06761	0.6723	SM57	S
G232_06761	0.8877	SM66	S
G232_06761	1.0292	SM67	S
G232_06761	1.4926	SM72	S
G232_06761	0.5612	SM74	S
G232_06761	0.8741	SM84	S
G232_06761	0.7632	SM9	S
G232_06761	0.9894	SM91	S
G232_06762	0.8801	Rstd	R
G232_06762	0.7692	SM102	S
G232_06762	0.9220	SM104	S
G232_06762	1.0272	SM105	S
G232_06762	0.7386	SM108	S
G232_06762	1.0739	SM109	S
G232_06762	0.8795	SM11	S
G232_06762	0.7219	SM122	S
G232_06762	0.8117	SM13	S
G232_06762	1.1559	SM14	S
G232_06762	1.4190	SM18	S
G232_06762	0.8202	SM24	S
G232_06762	0.6008	SM27	S
G232_06762	1.1214	SM28	S
G232_06762	0.7749	SM29	S
G232_06762	1.3810	SM35	S
G232_06762	0.6615	SM36	S
G232_06762	0.7482	SM42	S
G232_06762	1.1152	SM48	S
G232_06762	0.7899	SM57	S
G232_06762	1.0181	SM66	S
G232_06762	0.7500	SM67	S
G232_06762	0.8571	SM72	S
G232_06762	0.3237	SM74	S
G232_06762	0.7933	SM84	S
G232_06762	1.1456	SM9	S
G232_06762	0.9070	SM91	S
G232_06763	0.7195	Rstd	R
G232_06763	0.9161	SM102	S
G232_06763	0.7272	SM104	S
G232_06763	0.9533	SM105	S
G232_06763	0.8423	SM108	S
G232_06763	0.7783	SM109	S
G232_06763	0.6205	SM11	S
G232_06763	1.2384	SM122	S
G232_06763	0.6583	SM13	S
G232_06763	0.7634	SM14	S
G232_06763	1.0499	SM18	S
G232_06763	0.5482	SM24	S
G232_06763	0.9236	SM27	S
G232_06763	0.9500	SM28	S
G232_06763	1.3275	SM29	S
G232_06763	0.5524	SM35	S
G232_06763	0.9183	SM36	S
G232_06763	1.0563	SM42	S
G232_06763	0.3758	SM48	S
G232_06763	0.7479	SM57	S
G232_06763	0.7639	SM66	S
G232_06763	0.8896	SM67	S
G232_06763	1.2562	SM72	S
G232_06763	0.5108	SM74	S
G232_06763	0.8352	SM84	S
G232_06763	0.8544	SM9	S
G232_06763	0.7865	SM91	S
G232_06764	0.7879	Rstd	R
G232_06764	2.8042	SM102	S
G232_06764	1.0013	SM104	S
G232_06764	0.7432	SM105	S
G232_06764	0.8340	SM108	S
G232_06764	0.7696	SM109	S
G232_06764	0.7771	SM11	S
G232_06764	0.8609	SM122	S
G232_06764	0.8757	SM13	S
G232_06764	1.7715	SM14	S
G232_06764	1.2826	SM18	S
G232_06764	0.8377	SM24	S
G232_06764	0.9045	SM27	S
G232_06764	1.0643	SM28	S
G232_06764	1.4035	SM29	S
G232_06764	1.1810	SM35	S
G232_06764	2.6265	SM36	S
G232_06764	1.3310	SM42	S
G232_06764	0.8000	SM48	S
G232_06764	0.7311	SM57	S
G232_06764	0.5974	SM66	S
G232_06764	1.0162	SM67	S
G232_06764	2.1970	SM72	S
G232_06764	0.3669	SM74	S
G232_06764	0.8963	SM84	S
G232_06764	0.7472	SM9	S
G232_06764	0.9575	SM91	S
G232_06765	1.0753	Rstd	R
G232_06765	3.6154	SM102	S
G232_06765	0.9462	SM104	S
G232_06765	0.5914	SM105	S
G232_06765	0.7531	SM108	S
G232_06765	1.3087	SM109	S
G232_06765	0.8554	SM11	S
G232_06765	0.8212	SM122	S
G232_06765	0.6816	SM13	S
G232_06765	1.9435	SM14	S
G232_06765	1.2071	SM18	S
G232_06765	0.9035	SM24	S
G232_06765	0.5265	SM27	S
G232_06765	0.9464	SM28	S
G232_06765	1.8070	SM29	S
G232_06765	1.2857	SM35	S
G232_06765	3.0973	SM36	S
G232_06765	1.0264	SM42	S
G232_06765	1.3515	SM48	S
G232_06765	1.1092	SM57	S
G232_06765	0.7432	SM66	S
G232_06765	0.8149	SM67	S
G232_06765	4.1281	SM72	S
G232_06765	1.1511	SM74	S
G232_06765	1.0099	SM84	S
G232_06765	0.9840	SM9	S
G232_06765	0.8636	SM91	S
G232_06766	0.6432	Rstd	R
G232_06766	0.9510	SM102	S
G232_06766	0.7460	SM104	S
G232_06766	0.3580	SM105	S
G232_06766	0.7531	SM108	S
G232_06766	0.5609	SM109	S
G232_06766	0.9036	SM11	S
G232_06766	0.3113	SM122	S
G232_06766	0.9029	SM13	S
G232_06766	1.6075	SM14	S
G232_06766	1.2132	SM18	S
G232_06766	0.7061	SM24	S
G232_06766	0.6858	SM27	S
G232_06766	0.7643	SM28	S
G232_06766	1.3012	SM29	S
G232_06766	1.2190	SM35	S
G232_06766	1.3658	SM36	S
G232_06766	0.6514	SM42	S
G232_06766	0.4970	SM48	S
G232_06766	0.6303	SM57	S
G232_06766	0.9510	SM66	S
G232_06766	0.6851	SM67	S
G232_06766	1.3645	SM72	S
G232_06766	0.7194	SM74	S
G232_06766	0.9230	SM84	S
G232_06766	0.9520	SM9	S
G232_06766	0.7192	SM91	S
G232_06767	0.8969	Rstd	R
G232_06767	1.2168	SM102	S
G232_06767	0.7661	SM104	S
G232_06767	1.0428	SM105	S
G232_06767	0.7469	SM108	S
G232_06767	0.8304	SM109	S
G232_06767	0.8373	SM11	S
G232_06767	0.7483	SM122	S
G232_06767	0.9126	SM13	S
G232_06767	1.1667	SM14	S
G232_06767	1.3703	SM18	S
G232_06767	0.9167	SM24	S
G232_06767	0.8917	SM27	S
G232_06767	1.0893	SM28	S
G232_06767	1.2427	SM29	S
G232_06767	0.7143	SM35	S
G232_06767	1.2529	SM36	S
G232_06767	0.8961	SM42	S
G232_06767	0.8727	SM48	S
G232_06767	0.6723	SM57	S
G232_06767	0.7832	SM66	S
G232_06767	0.6494	SM67	S
G232_06767	1.1576	SM72	S
G232_06767	0.4676	SM74	S
G232_06767	0.8002	SM84	S
G232_06767	0.9504	SM9	S
G232_06767	0.8494	SM91	S
G232_06768	1.0307	Rstd	R
G232_06768	4.0839	SM102	S
G232_06768	0.7970	SM104	S
G232_06768	1.0078	SM105	S
G232_06768	0.6784	SM108	S
G232_06768	1.5391	SM109	S
G232_06768	1.0542	SM11	S
G232_06768	0.1391	SM122	S
G232_06768	0.8078	SM13	S
G232_06768	2.4919	SM14	S
G232_06768	1.6066	SM18	S
G232_06768	0.9167	SM24	S
G232_06768	0.7813	SM27	S
G232_06768	0.9429	SM28	S
G232_06768	1.0175	SM29	S
G232_06768	0.9619	SM35	S
G232_06768	3.4553	SM36	S
G232_06768	0.9349	SM42	S
G232_06768	0.7455	SM48	S
G232_06768	0.6387	SM57	S
G232_06768	0.8942	SM66	S
G232_06768	0.9286	SM67	S
G232_06768	3.6552	SM72	S
G232_06768	0.3885	SM74	S
G232_06768	0.8833	SM84	S
G232_06768	1.2272	SM9	S
G232_06768	0.8804	SM91	S
G232_06769	0.8940	Rstd	R
G232_06769	1.8881	SM102	S
G232_06769	0.9624	SM104	S
G232_06769	0.9339	SM105	S
G232_06769	0.6100	SM108	S
G232_06769	1.2609	SM109	S
G232_06769	1.1084	SM11	S
G232_06769	1.0066	SM122	S
G232_06769	1.0466	SM13	S
G232_06769	1.7500	SM14	S
G232_06769	1.5530	SM18	S
G232_06769	1.6667	SM24	S
G232_06769	1.0382	SM27	S
G232_06769	1.1071	SM28	S
G232_06769	1.2690	SM29	S
G232_06769	0.5810	SM35	S
G232_06769	2.3813	SM36	S
G232_06769	1.3556	SM42	S
G232_06769	0.8788	SM48	S
G232_06769	0.8908	SM57	S
G232_06769	0.9587	SM66	S
G232_06769	0.8279	SM67	S
G232_06769	2.7635	SM72	S
G232_06769	0.8633	SM74	S
G232_06769	0.8772	SM84	S
G232_06769	1.2576	SM9	S
G232_06769	1.0735	SM91	S
G232_06770	0.8097	Rstd	R
G232_06770	1.0629	SM102	S
G232_06770	0.9005	SM104	S
G232_06770	0.8794	SM105	S
G232_06770	0.8237	SM108	S
G232_06770	0.8304	SM109	S
G232_06770	0.6747	SM11	S
G232_06770	0.5430	SM122	S
G232_06770	0.7592	SM13	S
G232_06770	1.0000	SM14	S
G232_06770	1.2497	SM18	S
G232_06770	0.9825	SM24	S
G232_06770	0.6730	SM27	S
G232_06770	0.9357	SM28	S
G232_06770	1.0877	SM29	S
G232_06770	1.0095	SM35	S
G232_06770	0.8405	SM36	S
G232_06770	0.8609	SM42	S
G232_06770	0.6667	SM48	S
G232_06770	1.1261	SM57	S
G232_06770	0.8748	SM66	S
G232_06770	0.9026	SM67	S
G232_06770	0.9606	SM72	S
G232_06770	0.8345	SM74	S
G232_06770	0.8238	SM84	S
G232_06770	0.7936	SM9	S
G232_06770	0.9123	SM91	S
