GENE	COVERAGE	STRAIN	GROUP
G232_10466	0.8712	Rstd	R
G232_10466	0.0140	SM102	S
G232_10466	0.9247	SM104	S
G232_10466	0.9883	SM105	S
G232_10466	0.8444	SM108	S
G232_10466	0.7913	SM109	S
G232_10466	0.4277	SM11	S
G232_10466	0.6755	SM122	S
G232_10466	0.9146	SM13	S
G232_10466	0.4785	SM14	S
G232_10466	1.5579	SM18	S
G232_10466	1.0219	SM24	S
G232_10466	1.0955	SM27	S
G232_10466	0.8179	SM28	S
G232_10466	1.1696	SM29	S
G232_10466	1.2762	SM35	S
G232_10466	0.0895	SM36	S
G232_10466	0.8891	SM42	S
G232_10466	1.0485	SM48	S
G232_10466	0.5294	SM57	S
G232_10466	1.0413	SM66	S
G232_10466	0.8994	SM67	S
G232_10466	0.0788	SM72	S
G232_10466	0.7698	SM74	S
G232_10466	0.8993	SM84	S
G232_10466	0.9600	SM9	S
G232_10466	0.9212	SM91	S
G232_10467	0.8583	Rstd	R
G232_10467	0.0839	SM102	S
G232_10467	0.9194	SM104	S
G232_10467	0.6887	SM105	S
G232_10467	1.2967	SM108	S
G232_10467	1.0043	SM109	S
G232_10467	0.4639	SM11	S
G232_10467	0.5099	SM122	S
G232_10467	0.8272	SM13	S
G232_10467	0.2446	SM14	S
G232_10467	1.2850	SM18	S
G232_10467	1.0965	SM24	S
G232_10467	0.6730	SM27	S
G232_10467	0.6321	SM28	S
G232_10467	1.1257	SM29	S
G232_10467	0.6190	SM35	S
G232_10467	0.0000	SM36	S
G232_10467	0.5986	SM42	S
G232_10467	0.4606	SM48	S
G232_10467	0.5462	SM57	S
G232_10467	0.7974	SM66	S
G232_10467	0.6981	SM67	S
G232_10467	0.0000	SM72	S
G232_10467	0.5468	SM74	S
G232_10467	0.8024	SM84	S
G232_10467	0.7728	SM9	S
G232_10467	0.9114	SM91	S
G232_10468	0.8712	Rstd	R
G232_10468	0.4056	SM102	S
G232_10468	0.9785	SM104	S
G232_10468	1.0817	SM105	S
G232_10468	0.7095	SM108	S
G232_10468	0.7652	SM109	S
G232_10468	0.6446	SM11	S
G232_10468	0.7285	SM122	S
G232_10468	0.9942	SM13	S
G232_10468	0.3629	SM14	S
G232_10468	1.2302	SM18	S
G232_10468	0.5175	SM24	S
G232_10468	0.8854	SM27	S
G232_10468	0.6786	SM28	S
G232_10468	1.2515	SM29	S
G232_10468	0.5524	SM35	S
G232_10468	0.2218	SM36	S
G232_10468	0.7518	SM42	S
G232_10468	0.6424	SM48	S
G232_10468	0.9160	SM57	S
G232_10468	0.8968	SM66	S
G232_10468	1.2240	SM67	S
G232_10468	0.3251	SM72	S
G232_10468	0.4245	SM74	S
G232_10468	0.9382	SM84	S
G232_10468	0.8192	SM9	S
G232_10468	0.9531	SM91	S
G232_10469	0.8860	Rstd	R
G232_10469	0.7552	SM102	S
G232_10469	0.9167	SM104	S
G232_10469	0.6965	SM105	S
G232_10469	0.8154	SM108	S
G232_10469	0.7957	SM109	S
G232_10469	0.5964	SM11	S
G232_10469	0.5232	SM122	S
G232_10469	0.7922	SM13	S
G232_10469	0.9624	SM14	S
G232_10469	1.3350	SM18	S
G232_10469	0.7237	SM24	S
G232_10469	0.7962	SM27	S
G232_10469	0.6964	SM28	S
G232_10469	1.1608	SM29	S
G232_10469	0.9238	SM35	S
