GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_09683	0.8910	4.2448	0.7648	0.7432	0.8216	1.6043	1.8494	0.8675	0.6621	3.3065	1.1133	0.2982	0.6263	0.8429	1.2076	1.3810	5.0856	0.8239	1.0061	0.9748	0.7574	0.8539	4.7537	0.9568	0.6720	0.6096	0.8432
G232_09684	0.7245	0.1748	0.8212	1.0156	0.7303	0.5087	0.8072	0.4172	1.1010	0.5618	1.3228	0.7105	0.9193	1.2893	1.1871	0.8190	0.0973	0.8592	0.6000	1.1429	0.7652	0.6429	0.2069	1.1151	0.9161	1.1552	0.9327
G232_09685	0.7017	0.2168	1.1008	0.7899	0.4440	0.6130	0.8253	1.1126	0.9786	0.8683	1.2558	0.7412	0.7941	0.9000	1.6696	1.0190	0.0545	0.7958	0.8848	0.8739	0.6465	0.7143	0.3645	0.4317	0.7818	1.1440	0.6980
G232_09686	0.8801	0.1538	0.6411	0.8288	0.8340	0.5391	0.7651	0.1987	0.7612	0.7608	1.1998	0.6096	0.9257	1.0071	1.0292	0.9524	0.0856	0.6602	1.0909	0.6050	0.6477	0.8799	0.2562	0.3957	0.7689	0.9248	0.9159
G232_09687	1.1120	1.0909	0.7930	0.7276	0.6701	0.4261	0.7470	0.6225	0.5942	0.7984	1.4982	0.8904	0.8641	0.8000	1.1754	0.9048	1.3385	0.8380	0.6182	0.7059	0.5742	0.6299	1.5862	0.7770	0.8543	0.8016	0.8698
G232_09688	1.0020	0.0210	0.6304	0.5759	0.8340	0.8870	0.9157	0.9404	0.8039	0.1774	1.3276	0.9035	1.0234	0.6679	1.2281	0.9238	0.0272	0.8926	0.7455	0.2605	0.8929	0.6656	0.1330	0.6187	0.8139	0.8416	0.8911
G232_09689	0.8236	0.3566	0.9677	0.6187	0.7780	0.4174	0.6325	1.0066	0.7359	0.5833	0.3581	0.4167	0.7643	0.6643	0.5526	0.5143	0.2840	0.8856	0.6848	0.4622	0.6581	0.6688	0.4581	0.0000	0.7963	0.8224	0.9894
G232_09690	1.0129	0.0000	0.6465	0.9883	0.9440	0.7261	0.2530	1.1391	0.8874	0.4758	0.7978	0.9956	0.7622	0.9286	0.1170	0.6000	0.2335	0.4190	0.5091	0.3445	1.0490	0.8929	0.0690	0.4388	1.0038	0.7984	1.0266
G232_09691	0.8355	0.0000	0.8858	0.6187	1.5705	1.4826	1.3735	1.4040	0.7107	0.4194	0.0158	0.8684	0.7028	1.0179	0.4854	1.6095	0.0000	0.7165	1.0606	1.0672	0.8452	1.2532	0.0739	1.1871	0.9352	0.9920	0.9203
G232_09692	1.3479	0.3217	0.9691	0.9689	0.9378	0.9043	0.4639	0.8079	1.1243	0.7285	1.2667	0.8114	0.9915	1.2393	2.5117	1.2095	0.3113	1.0440	0.9939	1.0840	0.7148	0.8409	0.1626	0.8921	0.8421	0.7984	0.8468
G232_09693	1.1259	0.6573	0.9691	0.7237	1.0311	0.7913	0.5964	1.1854	0.6272	0.5565	0.8063	1.0132	1.0616	1.0929	0.6813	0.7238	0.6070	0.5370	0.5939	0.9076	0.5690	0.6981	0.5320	0.6331	0.8177	0.8592	0.6802
G232_09694	0.9653	0.1329	0.8360	0.9767	1.0249	0.6652	1.2651	1.1523	0.7340	0.1371	1.1839	0.8158	0.8450	0.7393	1.3684	1.3238	0.2412	0.7923	0.7030	0.2269	0.6503	1.3474	0.0739	0.5827	0.9596	0.9056	0.7431
G232_09695	0.9772	1.1888	0.9167	0.8716	0.7946	0.9826	0.6747	0.6821	0.7437	0.5645	1.2448	0.8684	0.8938	0.7107	1.4386	1.1048	0.8444	1.0405	0.5273	0.7479	0.8103	1.1948	1.1773	0.7842	0.8574	0.5088	0.8725
G232_09696	0.6254	0.4755	0.6505	0.0000	0.5830	0.8174	1.2229	1.1921	0.6874	1.0484	0.4677	0.3289	0.9193	0.4643	0.7836	0.5143	0.8833	0.8398	0.7939	0.7059	0.3806	0.2565	0.8128	0.0144	0.6384	0.6336	0.7741
