GENE	COVERAGE	STRAIN	GROUP
G232_03685	0.6918	Rstd	R
G232_03685	0.0000	SM102	S
G232_03685	0.6653	SM104	S
G232_03685	0.7082	SM105	S
G232_03685	0.6701	SM108	S
G232_03685	0.1870	SM109	S
G232_03685	0.3434	SM11	S
G232_03685	0.5960	SM122	S
G232_03685	0.8039	SM13	S
G232_03685	0.2581	SM14	S
G232_03685	0.2631	SM18	S
G232_03685	0.8684	SM24	S
G232_03685	0.8429	SM27	S
G232_03685	0.9286	SM28	S
G232_03685	0.0000	SM29	S
G232_03685	0.9524	SM35	S
G232_03685	0.0000	SM36	S
G232_03685	1.0739	SM42	S
G232_03685	0.8000	SM48	S
G232_03685	0.4034	SM57	S
G232_03685	0.6013	SM66	S
G232_03685	0.5097	SM67	S
G232_03685	0.0000	SM72	S
G232_03685	0.2734	SM74	S
G232_03685	0.3768	SM84	S
G232_03685	0.7856	SM9	S
G232_03685	0.7786	SM91	S
