GENE	COVERAGE	STRAIN	GROUP
G232_10756	0.7284	Rstd	R
G232_10756	0.4615	SM102	S
G232_10756	0.7581	SM104	S
G232_10756	0.8482	SM105	S
G232_10756	0.7780	SM108	S
G232_10756	0.6435	SM109	S
G232_10756	1.0301	SM11	S
G232_10756	0.3510	SM122	S
G232_10756	0.7689	SM13	S
G232_10756	0.5296	SM14	S
G232_10756	1.1693	SM18	S
G232_10756	0.8640	SM24	S
G232_10756	0.6518	SM27	S
G232_10756	0.9321	SM28	S
G232_10756	1.0936	SM29	S
G232_10756	0.6571	SM35	S
G232_10756	0.2451	SM36	S
G232_10756	0.8046	SM42	S
G232_10756	1.2000	SM48	S
G232_10756	0.8824	SM57	S
G232_10756	0.9690	SM66	S
G232_10756	0.9448	SM67	S
G232_10756	0.3153	SM72	S
G232_10756	0.8489	SM74	S
G232_10756	0.8818	SM84	S
G232_10756	0.8336	SM9	S
G232_10756	0.7972	SM91	S
G232_10757	1.0278	Rstd	R
G232_10757	0.2448	SM102	S
G232_10757	0.8925	SM104	S
G232_10757	0.9144	SM105	S
G232_10757	0.7635	SM108	S
G232_10757	0.6087	SM109	S
G232_10757	0.5301	SM11	S
G232_10757	1.0464	SM122	S
G232_10757	0.7029	SM13	S
G232_10757	0.4597	SM14	S
G232_10757	1.2229	SM18	S
G232_10757	0.4781	SM24	S
G232_10757	0.7792	SM27	S
G232_10757	0.3786	SM28	S
G232_10757	1.0497	SM29	S
G232_10757	1.1429	SM35	S
G232_10757	0.1012	SM36	S
G232_10757	1.0123	SM42	S
G232_10757	0.7333	SM48	S
G232_10757	0.8739	SM57	S
G232_10757	0.7716	SM66	S
G232_10757	0.7338	SM67	S
G232_10757	0.2906	SM72	S
G232_10757	0.2590	SM74	S
G232_10757	0.7918	SM84	S
G232_10757	0.5184	SM9	S
G232_10757	0.8291	SM91	S
G232_10758	0.9058	Rstd	R
G232_10758	1.0420	SM102	S
G232_10758	0.8938	SM104	S
G232_10758	0.6848	SM105	S
G232_10758	0.7759	SM108	S
G232_10758	0.4000	SM109	S
G232_10758	0.5964	SM11	S
G232_10758	0.7483	SM122	S
G232_10758	0.8738	SM13	S
G232_10758	0.8065	SM14	S
G232_10758	1.2887	SM18	S
G232_10758	1.0833	SM24	S
G232_10758	0.6476	SM27	S
G232_10758	0.7893	SM28	S
G232_10758	1.2895	SM29	S
G232_10758	0.6381	SM35	S
G232_10758	0.9105	SM36	S
G232_10758	0.9454	SM42	S
G232_10758	0.6061	SM48	S
G232_10758	0.7983	SM57	S
G232_10758	0.5213	SM66	S
G232_10758	0.6656	SM67	S
G232_10758	0.8966	SM72	S
G232_10758	0.3381	SM74	S
G232_10758	0.8261	SM84	S
G232_10758	0.7056	SM9	S
G232_10758	0.8202	SM91	S
G232_10759	0.6650	Rstd	R
G232_10759	0.1119	SM102	S
G232_10759	0.8374	SM104	S
G232_10759	0.8560	SM105	S
G232_10759	0.5602	SM108	S
G232_10759	0.9913	SM109	S
G232_10759	0.2530	SM11	S
G232_10759	0.9536	SM122	S
G232_10759	0.9573	SM13	S
G232_10759	0.5618	SM14	S
G232_10759	1.3569	SM18	S
G232_10759	0.6184	SM24	S
G232_10759	0.8217	SM27	S
G232_10759	0.9250	SM28	S
G232_10759	1.3567	SM29	S
G232_10759	1.5429	SM35	S
G232_10759	0.0428	SM36	S
G232_10759	1.0687	SM42	S
G232_10759	0.9273	SM48	S
G232_10759	1.0840	SM57	S
G232_10759	0.7406	SM66	S
G232_10759	0.8377	SM67	S
