GENE	COVERAGE	STRAIN	GROUP
G232_09225	1.0129	Rstd	R
G232_09225	8.1469	SM102	S
G232_09225	0.8320	SM104	S
G232_09225	0.8171	SM105	S
G232_09225	0.5705	SM108	S
G232_09225	1.2652	SM109	S
G232_09225	0.8855	SM11	S
G232_09225	0.7748	SM122	S
G232_09225	0.6563	SM13	S
G232_09225	3.4892	SM14	S
G232_09225	0.8782	SM18	S
G232_09225	0.3553	SM24	S
G232_09225	0.3907	SM27	S
G232_09225	0.3929	SM28	S
G232_09225	0.6140	SM29	S
G232_09225	0.5143	SM35	S
G232_09225	8.2257	SM36	S
G232_09225	1.0775	SM42	S
G232_09225	0.8121	SM48	S
G232_09225	0.5630	SM57	S
G232_09225	0.5677	SM66	S
G232_09225	1.1558	SM67	S
G232_09225	6.5764	SM72	S
G232_09225	0.3094	SM74	S
G232_09225	0.7193	SM84	S
G232_09225	0.3680	SM9	S
G232_09225	0.5173	SM91	S
G232_09226	0.8127	Rstd	R
G232_09226	0.7203	SM102	S
G232_09226	0.5968	SM104	S
G232_09226	0.5681	SM105	S
G232_09226	0.8278	SM108	S
G232_09226	1.0000	SM109	S
G232_09226	0.8072	SM11	S
G232_09226	1.6026	SM122	S
G232_09226	0.8330	SM13	S
G232_09226	1.1774	SM14	S
G232_09226	1.7296	SM18	S
G232_09226	0.9605	SM24	S
G232_09226	0.7516	SM27	S
G232_09226	0.9393	SM28	S
G232_09226	0.9942	SM29	S
G232_09226	1.3143	SM35	S
G232_09226	0.6926	SM36	S
G232_09226	1.0194	SM42	S
G232_09226	0.4303	SM48	S
G232_09226	1.2017	SM57	S
G232_09226	0.8594	SM66	S
G232_09226	0.8604	SM67	S
G232_09226	0.7980	SM72	S
G232_09226	1.6331	SM74	S
G232_09226	0.7941	SM84	S
G232_09226	0.8192	SM9	S
G232_09226	0.7263	SM91	S
