GENE	COVERAGE	STRAIN	GROUP
G232_00771	0.8583	Rstd	R
G232_00771	1.9930	SM102	S
G232_00771	0.9866	SM104	S
G232_00771	1.0817	SM105	S
G232_00771	0.5394	SM108	S
G232_00771	0.6043	SM109	S
G232_00771	1.4578	SM11	S
G232_00771	0.8079	SM122	S
G232_00771	0.7417	SM13	S
G232_00771	1.0941	SM14	S
G232_00771	0.5993	SM18	S
G232_00771	0.8553	SM24	S
G232_00771	1.0170	SM27	S
G232_00771	1.0750	SM28	S
G232_00771	0.5673	SM29	S
G232_00771	0.9524	SM35	S
G232_00771	1.0506	SM36	S
G232_00771	0.6479	SM42	S
G232_00771	0.8182	SM48	S
G232_00771	1.0336	SM57	S
G232_00771	0.6400	SM66	S
G232_00771	0.8994	SM67	S
G232_00771	1.2808	SM72	S
G232_00771	0.7050	SM74	S
G232_00771	0.8635	SM84	S
G232_00771	0.9264	SM9	S
G232_00771	0.8565	SM91	S
G232_00772	0.6947	Rstd	R
G232_00772	0.1888	SM102	S
G232_00772	0.9435	SM104	S
G232_00772	0.6070	SM105	S
G232_00772	0.7676	SM108	S
G232_00772	0.4870	SM109	S
G232_00772	0.7831	SM11	S
G232_00772	0.7748	SM122	S
G232_00772	0.9184	SM13	S
G232_00772	0.4301	SM14	S
G232_00772	1.2034	SM18	S
G232_00772	0.7939	SM24	S
G232_00772	0.7410	SM27	S
G232_00772	0.7143	SM28	S
G232_00772	0.5117	SM29	S
G232_00772	0.6571	SM35	S
G232_00772	0.0000	SM36	S
G232_00772	0.7641	SM42	S
G232_00772	1.0121	SM48	S
G232_00772	0.6387	SM57	S
G232_00772	0.8787	SM66	S
G232_00772	1.2597	SM67	S
G232_00772	0.1084	SM72	S
G232_00772	0.4892	SM74	S
G232_00772	0.8368	SM84	S
G232_00772	0.7440	SM9	S
G232_00772	0.7245	SM91	S
G232_00773	0.6789	Rstd	R
G232_00773	0.1119	SM102	S
G232_00773	0.8105	SM104	S
G232_00773	0.9339	SM105	S
G232_00773	0.6203	SM108	S
G232_00773	0.3565	SM109	S
G232_00773	0.6747	SM11	S
G232_00773	0.6821	SM122	S
G232_00773	0.6893	SM13	S
G232_00773	0.4597	SM14	S
G232_00773	1.0962	SM18	S
G232_00773	0.7982	SM24	S
G232_00773	0.5860	SM27	S
G232_00773	0.7821	SM28	S
G232_00773	0.9386	SM29	S
G232_00773	0.3619	SM35	S
G232_00773	0.0000	SM36	S
G232_00773	0.7993	SM42	S
G232_00773	0.8242	SM48	S
G232_00773	0.5714	SM57	S
G232_00773	0.7187	SM66	S
G232_00773	0.8539	SM67	S
G232_00773	0.0000	SM72	S
G232_00773	0.6403	SM74	S
G232_00773	0.8795	SM84	S
G232_00773	0.6064	SM9	S
G232_00773	0.8973	SM91	S
G232_00774	0.7899	Rstd	R
G232_00774	0.0979	SM102	S
G232_00774	0.8978	SM104	S
G232_00774	0.8716	SM105	S
G232_00774	0.8133	SM108	S
G232_00774	0.6348	SM109	S
G232_00774	0.8976	SM11	S
G232_00774	0.9338	SM122	S
G232_00774	0.9631	SM13	S
G232_00774	0.7500	SM14	S
G232_00774	1.3618	SM18	S
G232_00774	0.7851	SM24	S
G232_00774	0.9703	SM27	S
G232_00774	1.0786	SM28	S
G232_00774	1.0234	SM29	S
G232_00774	0.6000	SM35	S
G232_00774	0.0233	SM36	S
G232_00774	0.8609	SM42	S
G232_00774	1.0061	SM48	S
G232_00774	0.6639	SM57	S
G232_00774	0.7910	SM66	S
G232_00774	0.8019	SM67	S
G232_00774	0.0690	SM72	S
G232_00774	0.7554	SM74	S
G232_00774	0.9031	SM84	S
G232_00774	0.9552	SM9	S
G232_00774	1.0142	SM91	S
G232_00775	0.9851	Rstd	R
G232_00775	0.1958	SM102	S
G232_00775	0.7970	SM104	S
G232_00775	0.7354	SM105	S
G232_00775	0.6473	SM108	S
G232_00775	0.8696	SM109	S
G232_00775	0.3614	SM11	S
G232_00775	0.8477	SM122	S
G232_00775	0.6951	SM13	S
G232_00775	0.4462	SM14	S
G232_00775	1.2375	SM18	S
G232_00775	0.6842	SM24	S
G232_00775	0.7346	SM27	S
G232_00775	0.7821	SM28	S
G232_00775	1.1637	SM29	S
G232_00775	0.6857	SM35	S
G232_00775	0.1167	SM36	S
G232_00775	0.7518	SM42	S
G232_00775	0.7212	SM48	S
G232_00775	0.5210	SM57	S
G232_00775	0.7303	SM66	S
G232_00775	0.7597	SM67	S
G232_00775	0.0493	SM72	S
G232_00775	0.2950	SM74	S
G232_00775	0.8024	SM84	S
G232_00775	0.7456	SM9	S
G232_00775	0.8574	SM91	S
G232_00776	1.1962	Rstd	R
G232_00776	0.1189	SM102	S
G232_00776	0.9530	SM104	S
G232_00776	1.1323	SM105	S
G232_00776	1.0809	SM108	S
G232_00776	0.8043	SM109	S
G232_00776	0.6928	SM11	S
G232_00776	1.0464	SM122	S
G232_00776	0.8272	SM13	S
G232_00776	0.3441	SM14	S
G232_00776	1.2375	SM18	S
G232_00776	0.9167	SM24	S
G232_00776	0.9618	SM27	S
G232_00776	0.6357	SM28	S
G232_00776	1.2485	SM29	S
G232_00776	1.5143	SM35	S
G232_00776	0.0000	SM36	S
G232_00776	1.0035	SM42	S
G232_00776	0.6909	SM48	S
G232_00776	0.6807	SM57	S
G232_00776	0.9794	SM66	S
G232_00776	0.7955	SM67	S
G232_00776	0.0000	SM72	S
G232_00776	1.4676	SM74	S
G232_00776	0.7170	SM84	S
G232_00776	0.9600	SM9	S
G232_00776	0.9690	SM91	S
G232_00777	0.8781	Rstd	R
G232_00777	0.0490	SM102	S
G232_00777	0.5296	SM104	S
G232_00777	0.3074	SM105	S
G232_00777	0.6639	SM108	S
G232_00777	0.9000	SM109	S
G232_00777	0.4217	SM11	S
G232_00777	0.1192	SM122	S
G232_00777	0.8583	SM13	S
G232_00777	0.2339	SM14	S
G232_00777	1.3471	SM18	S
G232_00777	0.8640	SM24	S
G232_00777	0.9193	SM27	S
G232_00777	0.9500	SM28	S
G232_00777	0.9123	SM29	S
G232_00777	0.7810	SM35	S
G232_00777	0.0000	SM36	S
G232_00777	0.8521	SM42	S
G232_00777	0.7455	SM48	S
G232_00777	0.7311	SM57	S
G232_00777	0.5316	SM66	S
G232_00777	0.6136	SM67	S
G232_00777	0.0739	SM72	S
G232_00777	0.3525	SM74	S
G232_00777	0.7391	SM84	S
G232_00777	0.9888	SM9	S
G232_00777	0.8096	SM91	S
