GENE	COVERAGE	STRAIN	GROUP
G232_07020	0.9049	Rstd	R
G232_07020	3.6923	SM102	S
G232_07020	0.8360	SM104	S
G232_07020	0.7276	SM105	S
G232_07020	0.8797	SM108	S
G232_07020	1.4174	SM109	S
G232_07020	1.2410	SM11	S
G232_07020	0.9801	SM122	S
G232_07020	0.8117	SM13	S
G232_07020	2.6962	SM14	S
G232_07020	1.3374	SM18	S
G232_07020	0.6228	SM24	S
G232_07020	0.5860	SM27	S
G232_07020	0.6143	SM28	S
G232_07020	0.9737	SM29	S
G232_07020	0.7333	SM35	S
G232_07020	4.6770	SM36	S
G232_07020	0.9718	SM42	S
G232_07020	0.6667	SM48	S
G232_07020	0.6303	SM57	S
G232_07020	0.7587	SM66	S
G232_07020	0.9188	SM67	S
G232_07020	4.0788	SM72	S
G232_07020	0.6403	SM74	S
G232_07020	0.8352	SM84	S
G232_07020	0.7584	SM9	S
G232_07020	0.8583	SM91	S
G232_07021	0.8741	Rstd	R
G232_07021	1.0350	SM102	S
G232_07021	0.9731	SM104	S
G232_07021	0.6965	SM105	S
G232_07021	0.9046	SM108	S
G232_07021	0.7391	SM109	S
G232_07021	0.9337	SM11	S
G232_07021	1.0993	SM122	S
G232_07021	0.7515	SM13	S
G232_07021	0.8925	SM14	S
G232_07021	1.2497	SM18	S
G232_07021	0.7807	SM24	S
G232_07021	0.7049	SM27	S
G232_07021	0.9964	SM28	S
G232_07021	1.2105	SM29	S
G232_07021	0.3333	SM35	S
G232_07021	0.7860	SM36	S
G232_07021	0.8169	SM42	S
G232_07021	0.9030	SM48	S
G232_07021	0.5966	SM57	S
G232_07021	0.7432	SM66	S
G232_07021	1.1071	SM67	S
G232_07021	0.6552	SM72	S
G232_07021	0.5036	SM74	S
G232_07021	0.8924	SM84	S
G232_07021	0.6448	SM9	S
G232_07021	0.9035	SM91	S
G232_07022	0.9832	Rstd	R
G232_07022	0.5524	SM102	S
G232_07022	0.8401	SM104	S
G232_07022	0.8327	SM105	S
G232_07022	0.8631	SM108	S
G232_07022	1.0652	SM109	S
G232_07022	0.8373	SM11	S
G232_07022	0.9801	SM122	S
G232_07022	0.8175	SM13	S
G232_07022	0.7634	SM14	S
G232_07022	1.1096	SM18	S
G232_07022	0.6623	SM24	S
G232_07022	0.8577	SM27	S
G232_07022	0.7786	SM28	S
