GENE	COVERAGE	STRAIN	GROUP
G232_05494	0.7691	Rstd	R
G232_05494	0.1538	SM102	S
G232_05494	0.9207	SM104	S
G232_05494	0.4630	SM105	S
G232_05494	0.6722	SM108	S
G232_05494	0.8652	SM109	S
G232_05494	0.7530	SM11	S
G232_05494	0.9007	SM122	S
G232_05494	0.7126	SM13	S
G232_05494	0.3790	SM14	S
G232_05494	1.5286	SM18	S
G232_05494	0.8289	SM24	S
G232_05494	0.7134	SM27	S
G232_05494	0.8464	SM28	S
G232_05494	1.2193	SM29	S
G232_05494	0.7714	SM35	S
G232_05494	0.0739	SM36	S
G232_05494	1.0211	SM42	S
G232_05494	0.5576	SM48	S
G232_05494	0.9832	SM57	S
G232_05494	0.7381	SM66	S
G232_05494	0.8766	SM67	S
G232_05494	0.0493	SM72	S
G232_05494	0.9424	SM74	S
G232_05494	0.8330	SM84	S
G232_05494	0.8480	SM9	S
G232_05494	0.9442	SM91	S
G232_05495	0.6650	Rstd	R
G232_05495	0.4266	SM102	S
G232_05495	0.9220	SM104	S
G232_05495	0.6265	SM105	S
G232_05495	0.7303	SM108	S
G232_05495	0.8043	SM109	S
G232_05495	0.3614	SM11	S
G232_05495	0.8146	SM122	S
G232_05495	0.8505	SM13	S
G232_05495	0.8387	SM14	S
G232_05495	1.2619	SM18	S
G232_05495	0.6579	SM24	S
G232_05495	0.6136	SM27	S
G232_05495	0.9607	SM28	S
G232_05495	1.3626	SM29	S
G232_05495	1.0571	SM35	S
G232_05495	0.8171	SM36	S
G232_05495	0.7887	SM42	S
G232_05495	1.2485	SM48	S
G232_05495	0.4538	SM57	S
G232_05495	0.7458	SM66	S
G232_05495	0.6753	SM67	S
G232_05495	0.8719	SM72	S
G232_05495	0.4892	SM74	S
G232_05495	0.7986	SM84	S
G232_05495	0.8432	SM9	S
G232_05495	0.6138	SM91	S
G232_05496	0.9832	Rstd	R
G232_05496	0.5524	SM102	S
G232_05496	0.8038	SM104	S
G232_05496	0.7393	SM105	S
G232_05496	0.5726	SM108	S
G232_05496	0.5565	SM109	S
G232_05496	0.5663	SM11	S
G232_05496	0.9007	SM122	S
G232_05496	0.6621	SM13	S
G232_05496	1.0081	SM14	S
G232_05496	1.4677	SM18	S
G232_05496	0.9211	SM24	S
G232_05496	0.9682	SM27	S
G232_05496	0.8964	SM28	S
G232_05496	1.2485	SM29	S
G232_05496	0.6571	SM35	S
G232_05496	0.4008	SM36	S
G232_05496	0.9701	SM42	S
G232_05496	0.7152	SM48	S
G232_05496	0.7731	SM57	S
G232_05496	0.5781	SM66	S
G232_05496	0.8831	SM67	S
G232_05496	0.6601	SM72	S
G232_05496	0.7410	SM74	S
G232_05496	0.7620	SM84	S
G232_05496	0.9712	SM9	S
G232_05496	0.8432	SM91	S
G232_05497	0.9812	Rstd	R
G232_05497	0.6224	SM102	S
G232_05497	0.7930	SM104	S
G232_05497	1.0389	SM105	S
G232_05497	0.9440	SM108	S
G232_05497	0.7696	SM109	S
G232_05497	0.8614	SM11	S
G232_05497	0.7748	SM122	S
G232_05497	0.8485	SM13	S
G232_05497	0.7231	SM14	S
G232_05497	1.2217	SM18	S
G232_05497	0.7851	SM24	S
G232_05497	0.8280	SM27	S
G232_05497	0.7964	SM28	S
G232_05497	1.1725	SM29	S
G232_05497	0.7429	SM35	S
G232_05497	0.3619	SM36	S
G232_05497	0.8363	SM42	S
G232_05497	0.7818	SM48	S
G232_05497	0.4790	SM57	S
G232_05497	0.9097	SM66	S
G232_05497	0.8994	SM67	S
G232_05497	0.6158	SM72	S
G232_05497	0.7770	SM74	S
G232_05497	0.9268	SM84	S
G232_05497	0.9456	SM9	S
G232_05497	0.8415	SM91	S
G232_05498	0.7661	Rstd	R
G232_05498	6.1119	SM102	S
G232_05498	0.7890	SM104	S
G232_05498	0.6732	SM105	S
G232_05498	0.5913	SM108	S
G232_05498	2.1261	SM109	S
G232_05498	1.5060	SM11	S
G232_05498	1.1656	SM122	S
G232_05498	0.7282	SM13	S
G232_05498	4.7366	SM14	S
G232_05498	1.5274	SM18	S
G232_05498	0.6360	SM24	S
G232_05498	0.7282	SM27	S
G232_05498	0.6821	SM28	S
G232_05498	1.3363	SM29	S
G232_05498	1.2952	SM35	S
G232_05498	7.8171	SM36	S
G232_05498	1.1127	SM42	S
G232_05498	1.0970	SM48	S
G232_05498	1.0924	SM57	S
G232_05498	0.6452	SM66	S
G232_05498	0.5552	SM67	S
G232_05498	7.1379	SM72	S
G232_05498	0.6259	SM74	S
G232_05498	1.0160	SM84	S
G232_05498	0.8944	SM9	S
G232_05498	0.8751	SM91	S
G232_05499	0.7146	Rstd	R
G232_05499	1.7413	SM102	S
G232_05499	0.6909	SM104	S
G232_05499	0.6226	SM105	S
G232_05499	0.8485	SM108	S
G232_05499	0.8913	SM109	S
G232_05499	0.8434	SM11	S
G232_05499	0.8742	SM122	S
G232_05499	0.5825	SM13	S
G232_05499	1.6613	SM14	S
G232_05499	1.2753	SM18	S
G232_05499	0.7544	SM24	S
G232_05499	0.8259	SM27	S
G232_05499	0.7786	SM28	S
G232_05499	1.0819	SM29	S
G232_05499	0.7048	SM35	S
G232_05499	2.2568	SM36	S
G232_05499	1.0282	SM42	S
G232_05499	0.7212	SM48	S
G232_05499	0.5882	SM57	S
G232_05499	0.6039	SM66	S
G232_05499	0.9318	SM67	S
G232_05499	1.9360	SM72	S
G232_05499	0.8561	SM74	S
G232_05499	0.7895	SM84	S
G232_05499	0.7904	SM9	S
G232_05499	0.8751	SM91	S
