GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_04785	5.46	4.33	5.61	1.19	4.46	1.87	1.87	1.88	3.25	9.61	9.92	1.12	3.14	2.26	2.94	0.82	10.63	4.03	2.00	0.86	5.85	2.57	7.87	1.08	11.23	4.12	6.94
G232_04786	7.99	1.71	5.63	1.95	2.94	2.04	1.45	1.46	4.49	4.81	9.99	1.84	4.16	2.78	4.18	0.69	4.28	4.47	1.56	1.03	6.12	2.88	2.47	0.77	10.03	4.86	9.61
G232_04787	9.00	1.50	4.80	1.10	2.14	1.10	1.20	0.64	3.03	2.45	0.59	1.29	2.61	3.03	6.79	0.44	2.04	3.04	0.68	0.79	4.92	1.68	2.41	0.59	6.79	3.48	6.33
G232_04788	7.20	1.20	3.87	3.28	4.70	2.12	2.05	0.40	5.54	3.06	12.09	2.60	4.16	2.42	4.19	0.65	2.70	4.92	1.75	0.51	6.05	1.46	2.39	0.53	11.39	7.24	9.28
G232_04789	7.13	2.74	7.03	2.10	4.67	2.56	1.96	1.45	4.31	8.45	10.54	2.29	3.61	2.43	4.88	0.81	7.60	5.34	1.07	0.86	6.19	1.78	5.61	1.10	10.52	5.30	9.06
G232_04790	6.76	0.00	3.94	1.84	3.05	2.06	0.87	2.31	5.96	1.43	8.95	2.42	4.32	2.22	2.36	0.58	0.00	3.86	0.74	1.12	7.12	2.24	0.00	0.94	13.10	4.24	12.44
G232_04791	5.93	0.62	7.08	1.93	3.96	1.64	1.43	1.57	3.17	4.25	10.92	2.24	3.96	2.40	5.20	0.52	1.00	4.61	1.55	0.85	7.71	3.28	0.89	1.04	11.51	4.40	10.15
G232_04792	7.80	10.61	6.86	2.40	2.86	3.69	2.81	1.35	3.12	20.53	17.72	1.69	3.17	1.04	0.25	0.90	27.47	4.83	1.93	2.14	5.18	2.44	14.73	0.63	11.45	3.10	8.70
G232_04793	6.91	1.48	6.28	1.68	3.47	2.21	1.28	0.99	3.92	2.75	7.33	1.67	3.75	2.25	3.33	0.89	2.84	3.99	1.33	1.14	6.89	2.56	2.18	1.42	8.72	4.14	7.99
G232_04794	5.18	1.05	5.17	0.71	3.66	1.53	0.92	0.18	2.76	3.80	11.35	1.45	1.98	1.72	3.90	0.51	2.32	3.18	1.11	1.39	4.96	1.82	2.04	1.24	6.37	3.68	6.92
