GENE	COVERAGE	STRAIN	GROUP
G232_09896	0.9514	Rstd	R
G232_09896	0.1049	SM102	S
G232_09896	0.7823	SM104	S
G232_09896	0.5331	SM105	S
G232_09896	0.6888	SM108	S
G232_09896	0.5913	SM109	S
G232_09896	0.3976	SM11	S
G232_09896	1.0397	SM122	S
G232_09896	1.0835	SM13	S
G232_09896	0.8011	SM14	S
G232_09896	1.3179	SM18	S
G232_09896	0.8553	SM24	S
G232_09896	0.8620	SM27	S
G232_09896	0.8643	SM28	S
G232_09896	0.8304	SM29	S
G232_09896	0.7619	SM35	S
G232_09896	0.0311	SM36	S
G232_09896	0.9437	SM42	S
G232_09896	0.5576	SM48	S
G232_09896	0.8824	SM57	S
G232_09896	0.8284	SM66	S
G232_09896	0.9935	SM67	S
G232_09896	0.0591	SM72	S
G232_09896	1.1511	SM74	S
G232_09896	0.8207	SM84	S
G232_09896	0.7168	SM9	S
G232_09896	0.8273	SM91	S
G232_09897	1.1348	Rstd	R
G232_09897	0.1538	SM102	S
G232_09897	0.8132	SM104	S
G232_09897	0.6265	SM105	S
G232_09897	1.0622	SM108	S
G232_09897	0.9000	SM109	S
G232_09897	0.5783	SM11	S
G232_09897	0.5960	SM122	S
G232_09897	0.9534	SM13	S
G232_09897	0.5376	SM14	S
G232_09897	1.2290	SM18	S
G232_09897	0.6491	SM24	S
G232_09897	0.7983	SM27	S
G232_09897	1.1107	SM28	S
G232_09897	1.0351	SM29	S
G232_09897	0.7238	SM35	S
G232_09897	0.1712	SM36	S
G232_09897	0.9032	SM42	S
G232_09897	0.8788	SM48	S
G232_09897	0.7479	SM57	S
G232_09897	0.7665	SM66	S
G232_09897	0.8084	SM67	S
G232_09897	0.1724	SM72	S
G232_09897	0.7986	SM74	S
G232_09897	0.9436	SM84	S
G232_09897	0.5696	SM9	S
G232_09897	0.7325	SM91	S
G232_09898	1.1199	Rstd	R
G232_09898	8.0140	SM102	S
G232_09898	0.8898	SM104	S
G232_09898	0.6887	SM105	S
G232_09898	0.7303	SM108	S
G232_09898	1.5565	SM109	S
G232_09898	1.6205	SM11	S
G232_09898	0.8477	SM122	S
G232_09898	0.8233	SM13	S
G232_09898	5.3011	SM14	S
G232_09898	1.1681	SM18	S
G232_09898	0.7061	SM24	S
G232_09898	0.7155	SM27	S
G232_09898	0.7143	SM28	S
G232_09898	0.8158	SM29	S
G232_09898	0.9238	SM35	S
G232_09898	10.0078	SM36	S
G232_09898	0.9718	SM42	S
G232_09898	0.9818	SM48	S
G232_09898	0.8992	SM57	S
G232_09898	0.5948	SM66	S
G232_09898	0.8182	SM67	S
G232_09898	8.3054	SM72	S
G232_09898	0.8777	SM74	S
G232_09898	0.9870	SM84	S
G232_09898	0.6336	SM9	S
G232_09898	0.8955	SM91	S
G232_09899	0.9098	Rstd	R
G232_09899	0.9720	SM102	S
G232_09899	0.9046	SM104	S
G232_09899	0.7588	SM105	S
G232_09899	0.8299	SM108	S
G232_09899	1.0130	SM109	S
G232_09899	0.8614	SM11	S
G232_09899	0.9404	SM122	S
G232_09899	0.8233	SM13	S
G232_09899	0.9194	SM14	S
G232_09899	1.2229	SM18	S
G232_09899	0.7149	SM24	S
G232_09899	0.7601	SM27	S
G232_09899	1.0286	SM28	S
G232_09899	0.8713	SM29	S
G232_09899	0.9238	SM35	S
G232_09899	1.2685	SM36	S
G232_09899	0.8327	SM42	S
G232_09899	0.8485	SM48	S
G232_09899	0.7479	SM57	S
G232_09899	0.8723	SM66	S
G232_09899	1.0260	SM67	S
G232_09899	1.2167	SM72	S
G232_09899	0.7410	SM74	S
G232_09899	0.8284	SM84	S
G232_09899	0.8304	SM9	S
G232_09899	0.9451	SM91	S
G232_09900	0.9841	Rstd	R
G232_09900	1.9510	SM102	S
G232_09900	0.9973	SM104	S
G232_09900	0.6965	SM105	S
G232_09900	0.8610	SM108	S
G232_09900	1.1957	SM109	S
G232_09900	0.9036	SM11	S
G232_09900	1.0596	SM122	S
G232_09900	0.8039	SM13	S
G232_09900	2.1801	SM14	S
G232_09900	1.3130	SM18	S
G232_09900	0.7149	SM24	S
G232_09900	0.9321	SM27	S
G232_09900	1.2571	SM28	S
G232_09900	1.4474	SM29	S
G232_09900	1.1238	SM35	S
G232_09900	2.8988	SM36	S
G232_09900	1.1039	SM42	S
G232_09900	0.8667	SM48	S
G232_09900	0.7815	SM57	S
G232_09900	0.8942	SM66	S
G232_09900	0.7532	SM67	S
G232_09900	2.7192	SM72	S
G232_09900	0.8921	SM74	S
G232_09900	0.8185	SM84	S
G232_09900	0.7056	SM9	S
G232_09900	0.9628	SM91	S
G232_09901	0.9237	Rstd	R
G232_09901	0.1818	SM102	S
G232_09901	0.9489	SM104	S
G232_09901	0.9300	SM105	S
G232_09901	0.6971	SM108	S
G232_09901	0.6913	SM109	S
G232_09901	1.0241	SM11	S
G232_09901	0.9404	SM122	S
G232_09901	0.8466	SM13	S
G232_09901	0.4167	SM14	S
G232_09901	1.5834	SM18	S
G232_09901	0.5877	SM24	S
G232_09901	0.8705	SM27	S
G232_09901	1.1357	SM28	S
G232_09901	1.1140	SM29	S
G232_09901	0.5333	SM35	S
G232_09901	0.6265	SM36	S
G232_09901	0.8398	SM42	S
G232_09901	1.0848	SM48	S
G232_09901	0.2689	SM57	S
G232_09901	0.5948	SM66	S
G232_09901	0.7468	SM67	S
G232_09901	0.4532	SM72	S
G232_09901	0.7050	SM74	S
G232_09901	1.1014	SM84	S
G232_09901	1.1328	SM9	S
G232_09901	0.9097	SM91	S
G232_09902	0.7919	Rstd	R
G232_09902	0.1189	SM102	S
G232_09902	0.5780	SM104	S
G232_09902	0.5292	SM105	S
G232_09902	0.8112	SM108	S
G232_09902	0.6304	SM109	S
G232_09902	0.2771	SM11	S
G232_09902	1.1589	SM122	S
G232_09902	1.0078	SM13	S
G232_09902	0.8333	SM14	S
G232_09902	1.3605	SM18	S
G232_09902	1.4956	SM24	S
G232_09902	1.1720	SM27	S
G232_09902	1.1893	SM28	S
G232_09902	1.2076	SM29	S
G232_09902	0.3524	SM35	S
G232_09902	0.1518	SM36	S
G232_09902	0.9877	SM42	S
G232_09902	0.9576	SM48	S
G232_09902	0.3613	SM57	S
G232_09902	0.8426	SM66	S
G232_09902	0.8117	SM67	S
G232_09902	0.2857	SM72	S
G232_09902	0.5827	SM74	S
G232_09902	0.8436	SM84	S
G232_09902	0.9376	SM9	S
G232_09902	0.8565	SM91	S
G232_09903	1.0515	Rstd	R
G232_09903	1.2308	SM102	S
G232_09903	0.8253	SM104	S
G232_09903	0.6381	SM105	S
G232_09903	1.1680	SM108	S
G232_09903	0.7000	SM109	S
G232_09903	0.6506	SM11	S
G232_09903	1.0331	SM122	S
G232_09903	0.5165	SM13	S
G232_09903	1.3172	SM14	S
G232_09903	1.2777	SM18	S
G232_09903	0.8465	SM24	S
G232_09903	0.6030	SM27	S
G232_09903	1.1643	SM28	S
G232_09903	1.2515	SM29	S
G232_09903	1.4571	SM35	S
