GENE	COVERAGE	STRAIN	GROUP
G232_01106	6.7681	Rstd	R
G232_01106	41.2517	SM102	S
G232_01106	8.5753	SM104	S
G232_01106	7.4708	SM105	S
G232_01106	5.9979	SM108	S
G232_01106	10.7826	SM109	S
G232_01106	14.3012	SM11	S
G232_01106	11.9801	SM122	S
G232_01106	3.4427	SM13	S
G232_01106	34.3817	SM14	S
G232_01106	3.8806	SM18	S
G232_01106	2.0702	SM24	S
G232_01106	3.6242	SM27	S
G232_01106	2.9000	SM28	S
G232_01106	3.1199	SM29	S
G232_01106	11.5524	SM35	S
G232_01106	41.7432	SM36	S
G232_01106	6.8151	SM42	S
G232_01106	11.5576	SM48	S
G232_01106	12.4202	SM57	S
G232_01106	4.5897	SM66	S
G232_01106	13.0812	SM67	S
G232_01106	47.5369	SM72	S
G232_01106	4.0144	SM74	S
G232_01106	9.4912	SM84	S
G232_01106	2.5040	SM9	S
G232_01106	6.9185	SM91	S
