GENE	COVERAGE	STRAIN	GROUP
G232_01088	2.2934	Rstd	R
G232_01088	0.1329	SM102	S
G232_01088	2.3844	SM104	S
G232_01088	4.3230	SM105	S
G232_01088	1.6826	SM108	S
G232_01088	2.8391	SM109	S
G232_01088	1.7229	SM11	S
G232_01088	2.1589	SM122	S
G232_01088	2.5534	SM13	S
G232_01088	1.8387	SM14	S
G232_01088	5.8185	SM18	S
G232_01088	3.1140	SM24	S
G232_01088	5.1699	SM27	S
G232_01088	2.9750	SM28	S
G232_01088	4.2339	SM29	S
G232_01088	3.4762	SM35	S
G232_01088	0.0195	SM36	S
G232_01088	2.8063	SM42	S
G232_01088	2.7394	SM48	S
G232_01088	2.0672	SM57	S
G232_01088	2.6955	SM66	S
G232_01088	3.3279	SM67	S
G232_01088	0.1823	SM72	S
G232_01088	5.2374	SM74	S
G232_01088	3.3616	SM84	S
G232_01088	6.0560	SM9	S
G232_01088	2.7547	SM91	S
