GENE	COVERAGE	STRAIN	GROUP
G232_03989	0.9187	Rstd	R
G232_03989	0.0000	SM102	S
G232_03989	1.1116	SM104	S
G232_03989	1.0934	SM105	S
G232_03989	1.2656	SM108	S
G232_03989	1.0739	SM109	S
G232_03989	0.6988	SM11	S
G232_03989	0.5099	SM122	S
G232_03989	0.8932	SM13	S
G232_03989	0.2419	SM14	S
G232_03989	0.0207	SM18	S
G232_03989	0.4737	SM24	S
G232_03989	0.7622	SM27	S
G232_03989	0.9286	SM28	S
G232_03989	1.0585	SM29	S
G232_03989	1.3905	SM35	S
G232_03989	0.1128	SM36	S
G232_03989	0.6796	SM42	S
G232_03989	1.4909	SM48	S
G232_03989	0.0000	SM57	S
G232_03989	0.0194	SM66	S
G232_03989	0.9286	SM67	S
G232_03989	0.0000	SM72	S
G232_03989	1.1151	SM74	S
G232_03989	0.8009	SM84	S
G232_03989	0.6800	SM9	S
G232_03989	0.9699	SM91	S
G232_03990	1.0793	Rstd	R
G232_03990	0.1189	SM102	S
G232_03990	0.7715	SM104	S
G232_03990	0.5798	SM105	S
G232_03990	0.7241	SM108	S
G232_03990	0.5174	SM109	S
G232_03990	0.4759	SM11	S
G232_03990	1.0993	SM122	S
G232_03990	0.7961	SM13	S
G232_03990	0.4677	SM14	S
G232_03990	1.0767	SM18	S
G232_03990	0.9561	SM24	S
G232_03990	0.8259	SM27	S
G232_03990	0.6893	SM28	S
G232_03990	0.2632	SM29	S
G232_03990	0.4286	SM35	S
G232_03990	0.0233	SM36	S
G232_03990	0.7641	SM42	S
G232_03990	0.5091	SM48	S
G232_03990	0.3866	SM57	S
G232_03990	0.5394	SM66	S
G232_03990	0.6753	SM67	S
G232_03990	0.0345	SM72	S
G232_03990	0.2878	SM74	S
G232_03990	0.8688	SM84	S
G232_03990	0.6816	SM9	S
G232_03990	0.7688	SM91	S
G232_03991	0.8325	Rstd	R
G232_03991	0.0000	SM102	S
G232_03991	0.8253	SM104	S
G232_03991	0.5370	SM105	S
G232_03991	0.7116	SM108	S
G232_03991	1.1783	SM109	S
G232_03991	0.1928	SM11	S
G232_03991	0.9868	SM122	S
G232_03991	0.7961	SM13	S
G232_03991	0.4570	SM14	S
G232_03991	0.8465	SM18	S
G232_03991	0.8596	SM24	S
G232_03991	0.8280	SM27	S
G232_03991	0.8107	SM28	S
G232_03991	1.5000	SM29	S
G232_03991	1.1048	SM35	S
G232_03991	0.0000	SM36	S
G232_03991	0.7077	SM42	S
G232_03991	0.5091	SM48	S
G232_03991	1.4622	SM57	S
G232_03991	1.0800	SM66	S
G232_03991	0.7338	SM67	S
G232_03991	0.0000	SM72	S
G232_03991	0.8705	SM74	S
G232_03991	0.8307	SM84	S
G232_03991	0.6176	SM9	S
G232_03991	0.6988	SM91	S
G232_03992	0.8176	Rstd	R
G232_03992	0.1399	SM102	S
G232_03992	0.6640	SM104	S
G232_03992	0.9494	SM105	S
G232_03992	0.5788	SM108	S
G232_03992	0.6826	SM109	S
G232_03992	0.5663	SM11	S
G232_03992	0.5497	SM122	S
G232_03992	0.9165	SM13	S
G232_03992	0.2204	SM14	S
G232_03992	0.8112	SM18	S
G232_03992	0.7544	SM24	S
G232_03992	0.6624	SM27	S
G232_03992	0.6536	SM28	S
G232_03992	0.7953	SM29	S
G232_03992	1.3524	SM35	S
G232_03992	0.0545	SM36	S
G232_03992	0.6954	SM42	S
G232_03992	1.1576	SM48	S
G232_03992	0.5798	SM57	S
G232_03992	0.5832	SM66	S
G232_03992	0.7045	SM67	S
G232_03992	0.2463	SM72	S
G232_03992	0.3165	SM74	S
G232_03992	0.7315	SM84	S
G232_03992	0.5968	SM9	S
G232_03992	0.9832	SM91	S
G232_03993	1.0605	Rstd	R
G232_03993	0.2028	SM102	S
G232_03993	1.1989	SM104	S
G232_03993	0.7276	SM105	S
G232_03993	0.7739	SM108	S
G232_03993	1.1043	SM109	S
G232_03993	0.8313	SM11	S
G232_03993	1.2053	SM122	S
G232_03993	0.8602	SM13	S
G232_03993	0.5538	SM14	S
G232_03993	1.1778	SM18	S
G232_03993	0.8202	SM24	S
G232_03993	0.8641	SM27	S
G232_03993	0.8214	SM28	S
G232_03993	1.1813	SM29	S
G232_03993	1.0000	SM35	S
G232_03993	0.0311	SM36	S
G232_03993	0.7394	SM42	S
G232_03993	0.9333	SM48	S
G232_03993	0.5126	SM57	S
G232_03993	0.7342	SM66	S
G232_03993	0.8669	SM67	S
G232_03993	0.0000	SM72	S
G232_03993	0.8129	SM74	S
G232_03993	0.8520	SM84	S
G232_03993	0.5264	SM9	S
G232_03993	0.8423	SM91	S
G232_03994	0.8107	Rstd	R
G232_03994	0.4336	SM102	S
G232_03994	0.7231	SM104	S
G232_03994	0.6381	SM105	S
G232_03994	0.8071	SM108	S
G232_03994	0.8043	SM109	S
G232_03994	0.5663	SM11	S
G232_03994	0.5099	SM122	S
G232_03994	0.9126	SM13	S
G232_03994	0.2446	SM14	S
G232_03994	1.3703	SM18	S
G232_03994	1.0921	SM24	S
G232_03994	0.7304	SM27	S
G232_03994	0.8607	SM28	S
G232_03994	1.1608	SM29	S
G232_03994	0.8095	SM35	S
G232_03994	1.0739	SM36	S
G232_03994	1.1901	SM42	S
G232_03994	0.4788	SM48	S
G232_03994	0.5630	SM57	S
G232_03994	0.7071	SM66	S
G232_03994	0.8636	SM67	S
G232_03994	0.5172	SM72	S
G232_03994	0.8633	SM74	S
G232_03994	0.9718	SM84	S
G232_03994	0.6128	SM9	S
G232_03994	0.6997	SM91	S
G232_03995	0.7929	Rstd	R
G232_03995	0.1818	SM102	S
G232_03995	0.8763	SM104	S
G232_03995	0.6498	SM105	S
G232_03995	0.7261	SM108	S
G232_03995	0.6435	SM109	S
G232_03995	0.4157	SM11	S
G232_03995	0.6358	SM122	S
G232_03995	0.6058	SM13	S
G232_03995	0.4032	SM14	S
G232_03995	1.2290	SM18	S
G232_03995	0.9211	SM24	S
G232_03995	0.7792	SM27	S
G232_03995	0.8679	SM28	S
G232_03995	1.1959	SM29	S
G232_03995	0.8476	SM35	S
G232_03995	0.1712	SM36	S
G232_03995	0.7482	SM42	S
G232_03995	0.3697	SM48	S
G232_03995	0.7647	SM57	S
G232_03995	0.8052	SM66	S
G232_03995	0.9903	SM67	S
G232_03995	0.1970	SM72	S
G232_03995	0.5612	SM74	S
G232_03995	0.7628	SM84	S
G232_03995	0.6544	SM9	S
G232_03995	0.8477	SM91	S
G232_03996	0.7413	Rstd	R
G232_03996	4.0000	SM102	S
G232_03996	0.9167	SM104	S
G232_03996	0.9416	SM105	S
G232_03996	0.7427	SM108	S
G232_03996	1.4000	SM109	S
G232_03996	1.6627	SM11	S
G232_03996	1.1921	SM122	S
G232_03996	0.7689	SM13	S
G232_03996	3.6828	SM14	S
G232_03996	1.1693	SM18	S
G232_03996	1.0439	SM24	S
G232_03996	0.8323	SM27	S
G232_03996	1.0571	SM28	S
G232_03996	0.7661	SM29	S
G232_03996	1.1143	SM35	S
G232_03996	6.1790	SM36	S
G232_03996	1.1496	SM42	S
G232_03996	1.1636	SM48	S
