GENE	COVERAGE	STRAIN	GROUP
G232_07475	0.7146	Rstd	R
G232_07475	0.5035	SM102	S
G232_07475	0.8978	SM104	S
G232_07475	1.0000	SM105	S
G232_07475	0.7116	SM108	S
G232_07475	0.9652	SM109	S
G232_07475	0.4639	SM11	S
G232_07475	1.0927	SM122	S
G232_07475	0.6427	SM13	S
G232_07475	0.4543	SM14	S
G232_07475	1.1620	SM18	S
G232_07475	0.6140	SM24	S
G232_07475	0.6645	SM27	S
G232_07475	0.6821	SM28	S
G232_07475	0.6579	SM29	S
G232_07475	0.9048	SM35	S
G232_07475	0.2646	SM36	S
G232_07475	0.6708	SM42	S
G232_07475	1.2424	SM48	S
G232_07475	0.6639	SM57	S
G232_07475	0.9058	SM66	S
G232_07475	0.5357	SM67	S
G232_07475	0.3990	SM72	S
G232_07475	1.5324	SM74	S
G232_07475	0.7933	SM84	S
G232_07475	0.8352	SM9	S
G232_07475	0.7786	SM91	S
