GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_02984	1.1754	0.4056	0.9503	0.5175	0.6556	0.3565	0.5181	0.3377	0.7417	0.9194	1.2923	0.7632	0.8408	0.8893	1.0263	0.5048	0.2840	0.7887	0.6727	0.9160	0.6374	0.8247	0.3498	0.6043	0.9954	0.7936	0.7795
G232_02985	1.1833	1.0909	0.8763	0.8210	0.9378	0.7478	0.5602	1.4371	0.6990	0.8763	1.2826	0.7719	0.7219	1.0071	1.3099	0.9333	0.9494	0.9419	0.7818	0.4706	0.7535	1.0455	0.9310	0.6475	0.8734	0.9248	0.8849
G232_02986	1.1843	0.2448	0.7957	1.0934	0.9149	0.9348	0.6747	0.7815	0.7592	0.1855	1.7004	0.8070	0.9427	1.2143	0.9971	0.3143	0.1946	0.7165	0.6000	1.0924	0.7381	1.1006	0.0788	0.6547	0.9603	0.7632	1.0345
G232_02987	0.8385	0.1189	1.0390	0.4903	0.6224	0.5913	0.9096	0.8808	1.0369	0.5860	1.5664	0.8377	0.6985	0.7964	0.9854	0.7048	0.0739	1.1373	0.5212	0.2689	1.0400	0.7435	0.1970	0.8777	0.7933	0.8496	0.9398
G232_02988	0.7760	0.0909	0.8226	0.8638	0.8382	0.7957	0.5783	0.9603	0.9223	0.4731	1.1888	0.7851	0.6497	0.8036	1.0585	0.4857	0.0000	0.9225	0.8667	0.6471	1.0284	0.9448	0.0493	1.1439	0.9306	0.9152	0.9708
G232_02989	0.8087	0.2587	0.8790	0.9222	0.8071	0.8174	0.7651	0.8278	0.9243	0.7366	1.2351	0.8947	0.6624	0.8250	0.9591	0.9333	0.0817	0.7412	0.8364	1.1597	0.8439	0.5000	0.2118	0.6835	0.7384	0.6464	0.8069
G232_02990	0.7205	0.0000	0.7742	0.5603	0.7801	0.4913	1.5663	0.6954	0.9553	0.5027	1.3057	0.9211	0.5329	0.9429	3.2105	0.8476	0.0000	0.8433	0.2303	0.5630	0.7600	1.0000	0.0000	0.2518	0.9375	0.8480	1.0381
G232_02991	0.4430	0.0629	0.9274	1.3930	0.8631	0.8043	1.2892	1.2848	0.6369	0.3790	1.2996	0.7193	0.6943	0.6393	0.2368	0.1238	0.0000	1.0211	1.2727	1.3697	0.6206	0.9351	0.0049	0.5755	0.8955	1.0800	0.8618
G232_02992	0.7800	1.4615	0.8804	0.8288	0.7344	0.5957	0.8133	1.1722	0.7495	1.2554	1.1486	0.7588	0.8535	0.9179	0.7368	1.1238	1.1362	0.7077	0.7212	1.2941	0.7819	0.7825	1.7438	1.1079	0.9230	0.7344	0.6820
G232_02993	0.8414	1.0420	0.8911	0.9961	0.7884	0.7826	1.1807	1.0464	1.1553	1.0296	1.5749	0.9605	0.6645	0.9643	1.0585	0.6857	0.6615	1.1655	1.3273	1.2185	0.7032	0.9513	1.0246	0.2806	1.0320	1.1664	0.8733
