GENE	COVERAGE	STRAIN	GROUP
G232_06684	4.2091	Rstd	R
G232_06684	0.3077	SM102	S
G232_06684	3.0699	SM104	S
G232_06684	2.8872	SM105	S
G232_06684	6.2573	SM108	S
G232_06684	2.5696	SM109	S
G232_06684	4.5361	SM11	S
G232_06684	3.9669	SM122	S
G232_06684	2.9165	SM13	S
G232_06684	2.0269	SM14	S
G232_06684	0.2387	SM18	S
G232_06684	4.3772	SM24	S
G232_06684	4.1890	SM27	S
G232_06684	5.3571	SM28	S
G232_06684	2.9737	SM29	S
G232_06684	3.9810	SM35	S
G232_06684	0.0856	SM36	S
G232_06684	4.9331	SM42	S
G232_06684	1.9636	SM48	S
G232_06684	2.7563	SM57	S
G232_06684	3.7652	SM66	S
G232_06684	4.4968	SM67	S
G232_06684	0.0739	SM72	S
G232_06684	3.0072	SM74	S
G232_06684	3.9641	SM84	S
G232_06684	1.3824	SM9	S
G232_06684	6.2338	SM91	S
