GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_05152	7.25	0.33	6.59	1.85	4.19	2.28	0.39	1.25	3.87	2.43	11.08	1.86	3.11	1.69	3.28	0.95	0.88	3.87	1.09	0.97	4.19	2.70	0.55	0.81	10.88	4.89	10.23
G232_05153	6.90	0.99	4.77	2.25	3.87	2.19	0.52	1.09	3.81	1.17	11.22	0.46	3.91	0.88	3.65	1.19	0.81	5.10	2.06	0.57	7.42	3.79	0.55	1.75	7.22	6.11	9.04
G232_05154	11.13	0.73	5.42	2.07	3.70	2.42	1.30	1.75	5.59	3.75	14.18	2.05	5.20	3.11	5.06	0.58	2.02	5.64	1.91	0.80	7.17	2.54	1.42	1.04	11.00	6.78	11.97
G232_05155	9.06	2.52	7.15	2.02	3.45	2.55	2.27	2.50	4.74	4.48	12.07	2.16	4.01	2.35	3.65	1.18	5.01	4.58	0.92	1.28	8.00	2.97	3.63	1.25	12.20	4.43	10.01
G232_05156	8.12	1.08	5.62	1.36	4.00	1.72	1.04	0.28	3.56	3.78	10.31	1.38	3.43	3.49	3.81	1.01	1.63	4.60	1.18	0.49	5.23	1.42	1.30	1.51	9.28	5.43	9.92
G232_05157	10.95	0.09	6.84	2.62	2.93	2.08	1.57	0.47	6.63	2.05	12.40	2.17	4.40	3.15	5.75	0.85	0.00	6.52	1.58	0.68	9.98	3.45	0.09	1.38	12.69	6.81	12.26
G232_05158	8.34	0.09	8.87	1.45	3.53	2.33	1.94	0.94	4.75	1.53	12.13	1.91	3.19	1.51	3.23	1.17	0.19	4.03	1.36	0.81	6.74	3.12	0.35	0.87	10.18	3.68	7.91
G232_05159	5.51	1.08	4.22	2.91	3.82	1.50	1.04	1.39	3.94	4.40	10.77	1.86	4.19	2.65	6.03	1.02	1.96	5.97	1.88	1.19	7.06	2.72	1.91	0.75	9.94	5.38	11.48
G232_05160	7.74	0.24	6.55	2.72	3.25	2.20	1.36	1.28	4.91	1.04	10.69	1.53	4.71	2.35	3.17	0.99	0.44	5.33	0.91	1.87	8.71	2.28	0.28	1.20	13.22	5.37	9.20
G232_05161	10.94	2.32	6.73	1.61	3.30	1.50	1.26	1.64	3.24	5.19	10.99	1.40	3.76	2.45	3.15	0.82	3.20	4.86	1.73	0.93	5.84	2.45	3.11	1.39	10.60	5.51	9.57
G232_05162	11.16	0.33	4.02	2.12	3.74	1.20	0.76	1.76	4.01	2.07	12.56	1.59	3.84	2.40	3.86	0.78	0.45	5.00	1.54	0.75	4.50	2.06	0.85	1.37	9.23	4.19	11.07
G232_05163	10.16	1.52	6.57	1.00	3.84	2.73	1.09	1.20	3.55	3.98	12.41	1.78	3.74	2.90	3.39	0.95	3.39	4.86	1.46	1.24	4.58	2.60	2.69	1.12	7.87	6.62	12.00
G232_05164	9.15	1.19	6.47	1.86	3.64	2.24	1.34	1.34	3.75	3.77	10.32	1.56	3.03	1.75	3.02	0.77	2.54	4.47	1.03	0.82	6.27	2.20	2.21	1.43	9.99	5.08	8.96
G232_05165	8.76	4.04	5.60	1.48	3.48	2.39	2.22	2.03	3.11	7.04	10.65	1.75	3.29	2.69	3.85	1.26	7.84	4.15	1.12	1.18	6.73	2.40	5.90	0.87	10.98	4.48	8.55
G232_05166	9.78	0.72	5.71	2.18	4.21	1.58	1.44	1.55	3.23	2.40	9.64	2.12	3.05	2.44	3.59	0.83	1.47	3.81	1.01	1.17	7.64	1.68	1.38	0.79	12.57	5.57	9.29
