GENE	COVERAGE	STRAIN	GROUP
G232_01086	0.4827	Rstd	R
G232_01086	0.0000	SM102	S
G232_01086	0.5578	SM104	S
G232_01086	1.6109	SM105	S
G232_01086	0.4004	SM108	S
G232_01086	0.4565	SM109	S
G232_01086	0.0000	SM11	S
G232_01086	0.5099	SM122	S
G232_01086	1.2699	SM13	S
G232_01086	1.3522	SM14	S
G232_01086	3.2278	SM18	S
G232_01086	1.4211	SM24	S
G232_01086	3.2081	SM27	S
G232_01086	0.3643	SM28	S
G232_01086	1.1023	SM29	S
G232_01086	0.3714	SM35	S
G232_01086	0.1518	SM36	S
G232_01086	0.8785	SM42	S
G232_01086	2.0364	SM48	S
G232_01086	0.2605	SM57	S
G232_01086	0.5213	SM66	S
G232_01086	2.3149	SM67	S
G232_01086	0.0000	SM72	S
G232_01086	1.0504	SM74	S
G232_01086	2.5843	SM84	S
G232_01086	3.1360	SM9	S
G232_01086	0.4810	SM91	S
G232_01087	1.1705	Rstd	R
G232_01087	0.0000	SM102	S
G232_01087	1.8024	SM104	S
G232_01087	2.5447	SM105	S
G232_01087	1.2739	SM108	S
G232_01087	1.4957	SM109	S
G232_01087	0.3855	SM11	S
G232_01087	2.0662	SM122	S
G232_01087	1.1553	SM13	S
G232_01087	1.2608	SM14	S
G232_01087	2.6687	SM18	S
G232_01087	1.0088	SM24	S
G232_01087	2.8429	SM27	S
G232_01087	0.9000	SM28	S
G232_01087	2.0526	SM29	S
G232_01087	3.1333	SM35	S
G232_01087	0.0000	SM36	S
G232_01087	0.6056	SM42	S
G232_01087	3.3091	SM48	S
G232_01087	0.7227	SM57	S
G232_01087	0.8929	SM66	S
G232_01087	3.5032	SM67	S
G232_01087	0.0000	SM72	S
G232_01087	1.0935	SM74	S
G232_01087	3.4500	SM84	S
G232_01087	3.8784	SM9	S
G232_01087	0.6670	SM91	S
