GENE	COVERAGE	STRAIN	GROUP
G232_10383	0.7552	Rstd	R
G232_10383	0.0350	SM102	S
G232_10383	0.7728	SM104	S
G232_10383	0.6148	SM105	S
G232_10383	0.7593	SM108	S
G232_10383	0.8522	SM109	S
G232_10383	0.6265	SM11	S
G232_10383	0.9868	SM122	S
G232_10383	0.6835	SM13	S
G232_10383	0.5457	SM14	S
G232_10383	1.3337	SM18	S
G232_10383	0.6798	SM24	S
G232_10383	0.8323	SM27	S
G232_10383	1.0357	SM28	S
G232_10383	1.9064	SM29	S
G232_10383	0.6381	SM35	S
G232_10383	0.0000	SM36	S
G232_10383	0.6937	SM42	S
G232_10383	0.3394	SM48	S
G232_10383	0.5714	SM57	S
G232_10383	0.6619	SM66	S
G232_10383	0.8344	SM67	S
G232_10383	0.0099	SM72	S
G232_10383	0.6547	SM74	S
G232_10383	0.7757	SM84	S
G232_10383	0.9088	SM9	S
G232_10383	0.8060	SM91	S
G232_10384	0.7096	Rstd	R
G232_10384	0.1888	SM102	S
G232_10384	0.9355	SM104	S
G232_10384	0.7160	SM105	S
G232_10384	0.8506	SM108	S
G232_10384	0.8652	SM109	S
G232_10384	0.5060	SM11	S
G232_10384	0.5629	SM122	S
G232_10384	0.6408	SM13	S
G232_10384	0.6667	SM14	S
G232_10384	1.2034	SM18	S
G232_10384	0.6447	SM24	S
G232_10384	0.4820	SM27	S
G232_10384	0.7607	SM28	S
G232_10384	0.3713	SM29	S
G232_10384	0.8571	SM35	S
G232_10384	0.1868	SM36	S
G232_10384	0.8803	SM42	S
G232_10384	0.7576	SM48	S
G232_10384	0.7899	SM57	S
G232_10384	0.7729	SM66	S
G232_10384	0.7403	SM67	S
G232_10384	0.1330	SM72	S
G232_10384	0.6835	SM74	S
G232_10384	0.7849	SM84	S
G232_10384	0.5024	SM9	S
G232_10384	0.7848	SM91	S
G232_10385	0.9822	Rstd	R
G232_10385	0.2727	SM102	S
G232_10385	0.8562	SM104	S
G232_10385	0.7899	SM105	S
G232_10385	0.8983	SM108	S
G232_10385	0.5696	SM109	S
G232_10385	0.5602	SM11	S
G232_10385	1.0066	SM122	S
G232_10385	0.9165	SM13	S
G232_10385	0.8925	SM14	S
G232_10385	1.1900	SM18	S
G232_10385	0.7851	SM24	S
G232_10385	0.9087	SM27	S
G232_10385	0.8929	SM28	S
G232_10385	1.1667	SM29	S
G232_10385	0.6095	SM35	S
G232_10385	0.3735	SM36	S
G232_10385	0.8451	SM42	S
G232_10385	0.6909	SM48	S
G232_10385	0.5546	SM57	S
G232_10385	0.7213	SM66	S
G232_10385	0.8052	SM67	S
G232_10385	0.2906	SM72	S
G232_10385	0.6691	SM74	S
G232_10385	0.7582	SM84	S
G232_10385	0.8304	SM9	S
G232_10385	0.8379	SM91	S
G232_10386	0.5897	Rstd	R
G232_10386	0.2308	SM102	S
G232_10386	1.1478	SM104	S
G232_10386	1.1790	SM105	S
G232_10386	0.9419	SM108	S
G232_10386	0.8261	SM109	S
G232_10386	1.1386	SM11	S
G232_10386	1.2517	SM122	S
G232_10386	0.6078	SM13	S
G232_10386	0.4167	SM14	S
G232_10386	0.0000	SM18	S
G232_10386	0.8772	SM24	S
G232_10386	0.5350	SM27	S
G232_10386	0.2321	SM28	S
G232_10386	1.4035	SM29	S
G232_10386	1.0762	SM35	S
G232_10386	0.0000	SM36	S
G232_10386	0.9190	SM42	S
G232_10386	1.0364	SM48	S
G232_10386	0.6975	SM57	S
G232_10386	0.9148	SM66	S
G232_10386	0.5162	SM67	S
G232_10386	0.1872	SM72	S
G232_10386	0.7842	SM74	S
G232_10386	0.8520	SM84	S
G232_10386	0.7632	SM9	S
G232_10386	0.5979	SM91	S
G232_10387	0.7235	Rstd	R
G232_10387	0.2448	SM102	S
G232_10387	0.8199	SM104	S
G232_10387	0.7315	SM105	S
G232_10387	0.8734	SM108	S
G232_10387	0.3609	SM109	S
G232_10387	0.5241	SM11	S
G232_10387	0.7351	SM122	S
G232_10387	0.7146	SM13	S
G232_10387	0.3522	SM14	S
G232_10387	0.0000	SM18	S
G232_10387	0.5526	SM24	S
G232_10387	0.5711	SM27	S
G232_10387	0.7750	SM28	S
G232_10387	0.1140	SM29	S
G232_10387	0.8381	SM35	S
G232_10387	0.0000	SM36	S
G232_10387	0.8644	SM42	S
G232_10387	1.3939	SM48	S
G232_10387	0.7899	SM57	S
G232_10387	0.6413	SM66	S
G232_10387	1.1591	SM67	S
G232_10387	0.0000	SM72	S
G232_10387	0.4388	SM74	S
G232_10387	0.9558	SM84	S
G232_10387	0.8368	SM9	S
G232_10387	0.7396	SM91	S
G232_10388	0.8394	Rstd	R
G232_10388	1.5175	SM102	S
G232_10388	0.6922	SM104	S
G232_10388	0.7393	SM105	S
G232_10388	0.7822	SM108	S
G232_10388	1.1478	SM109	S
G232_10388	1.0482	SM11	S
G232_10388	0.7748	SM122	S
G232_10388	1.1864	SM13	S
G232_10388	1.2419	SM14	S
G232_10388	1.9476	SM18	S
G232_10388	0.9298	SM24	S
G232_10388	1.2887	SM27	S
G232_10388	1.1250	SM28	S
G232_10388	1.8216	SM29	S
G232_10388	0.6190	SM35	S
G232_10388	1.5214	SM36	S
G232_10388	0.9542	SM42	S
G232_10388	0.5758	SM48	S
G232_10388	1.2605	SM57	S
G232_10388	0.8632	SM66	S
G232_10388	0.7208	SM67	S
G232_10388	1.6798	SM72	S
G232_10388	0.7122	SM74	S
G232_10388	0.7704	SM84	S
G232_10388	1.2752	SM9	S
G232_10388	0.9451	SM91	S
G232_10389	0.6848	Rstd	R
G232_10389	2.5385	SM102	S
G232_10389	0.6613	SM104	S
G232_10389	0.5681	SM105	S
G232_10389	0.8444	SM108	S
G232_10389	0.9000	SM109	S
G232_10389	0.9518	SM11	S
G232_10389	1.1258	SM122	S
G232_10389	1.0718	SM13	S
G232_10389	2.1478	SM14	S
G232_10389	1.2326	SM18	S
G232_10389	0.9035	SM24	S
G232_10389	0.7452	SM27	S
G232_10389	1.1750	SM28	S
G232_10389	1.1082	SM29	S
G232_10389	1.1714	SM35	S
G232_10389	3.2062	SM36	S
G232_10389	1.3680	SM42	S
G232_10389	0.9152	SM48	S
G232_10389	0.8655	SM57	S
G232_10389	0.6555	SM66	S
G232_10389	0.8182	SM67	S
G232_10389	3.7241	SM72	S
G232_10389	1.0288	SM74	S
G232_10389	1.0465	SM84	S
G232_10389	0.9984	SM9	S
G232_10389	1.4438	SM91	S
G232_10390	1.0347	Rstd	R
G232_10390	0.6643	SM102	S
G232_10390	0.8266	SM104	S
G232_10390	0.6693	SM105	S
G232_10390	0.9668	SM108	S
G232_10390	0.7174	SM109	S
G232_10390	0.8253	SM11	S
G232_10390	0.8278	SM122	S
G232_10390	0.8058	SM13	S
G232_10390	0.9113	SM14	S
G232_10390	1.3118	SM18	S
G232_10390	0.6886	SM24	S
G232_10390	0.5478	SM27	S
G232_10390	1.0143	SM28	S
G232_10390	1.2164	SM29	S
G232_10390	0.7714	SM35	S
G232_10390	0.3619	SM36	S
G232_10390	0.7588	SM42	S
G232_10390	0.5394	SM48	S
G232_10390	1.0336	SM57	S
G232_10390	0.7135	SM66	S
G232_10390	1.1104	SM67	S
G232_10390	0.6601	SM72	S
G232_10390	0.4892	SM74	S
G232_10390	0.8421	SM84	S
G232_10390	0.7744	SM9	S
G232_10390	0.7095	SM91	S
G232_10391	0.8107	Rstd	R
G232_10391	0.0909	SM102	S
G232_10391	0.9987	SM104	S
G232_10391	0.3774	SM105	S
G232_10391	0.8050	SM108	S
G232_10391	0.9000	SM109	S
G232_10391	0.6446	SM11	S
G232_10391	0.8874	SM122	S
G232_10391	0.8291	SM13	S
G232_10391	0.6075	SM14	S
G232_10391	0.8733	SM18	S
G232_10391	1.2237	SM24	S
G232_10391	0.7240	SM27	S
G232_10391	0.6214	SM28	S
G232_10391	1.0263	SM29	S
G232_10391	0.6667	SM35	S
G232_10391	0.0000	SM36	S
G232_10391	0.8239	SM42	S
G232_10391	0.7697	SM48	S
G232_10391	0.3782	SM57	S
G232_10391	0.6258	SM66	S
G232_10391	0.8149	SM67	S
G232_10391	0.0443	SM72	S
G232_10391	0.6331	SM74	S
G232_10391	0.8299	SM84	S
G232_10391	0.7616	SM9	S
G232_10391	0.9309	SM91	S
G232_10392	0.8870	Rstd	R
G232_10392	0.5455	SM102	S
G232_10392	0.7917	SM104	S
G232_10392	0.5798	SM105	S
G232_10392	0.8610	SM108	S
