GENE	Rstd	SM102	SM104	SM105	SM108	SM109	SM11	SM122	SM13	SM14	SM18	SM24	SM27	SM28	SM29	SM35	SM36	SM42	SM48	SM57	SM66	SM67	SM72	SM74	SM84	SM9	SM91
G232_00384	11.76	0.17	6.56	2.66	6.19	1.43	1.99	1.79	3.47	0.67	0.00	1.19	3.93	2.15	0.00	0.70	0.00	5.10	1.36	1.44	6.80	2.78	0.00	0.34	8.56	6.08	10.52
G232_00385	7.97	0.15	6.34	2.71	3.76	1.28	1.17	1.32	4.20	2.05	0.00	1.90	5.41	1.94	3.57	0.64	0.00	3.78	1.18	1.00	6.35	2.57	0.03	1.24	15.41	7.32	8.99
G232_00386	77.93	114.10	63.63	23.18	36.58	21.59	20.19	20.83	39.24	143.05	82.06	28.00	43.80	25.47	44.53	8.95	110.81	54.86	18.86	17.18	56.94	34.63	98.49	9.77	159.97	57.40	89.74
G232_00387	10.21	0.21	5.39	1.38	3.39	1.31	1.53	0.85	5.17	1.71	10.92	1.59	3.89	2.91	5.02	0.51	0.34	6.90	1.62	0.97	6.81	1.26	0.31	1.23	13.18	5.77	9.19
G232_00388	7.10	6.38	5.23	1.94	4.54	3.08	3.35	0.97	3.92	10.29	12.20	2.05	3.93	3.33	3.74	0.55	10.67	6.07	1.43	2.04	7.61	2.87	8.18	1.78	12.51	8.15	11.01
G232_00389	6.10	1.16	4.81	2.37	3.42	1.43	1.65	2.07	3.97	2.83	9.16	0.73	5.01	2.53	5.60	1.03	0.75	5.29	1.80	1.35	7.07	3.62	0.59	0.48	9.23	3.73	7.91
G232_00390	7.65	3.15	4.72	1.35	3.40	1.38	1.44	1.13	3.53	6.53	10.37	1.74	3.84	2.24	4.40	0.74	6.38	4.77	1.61	1.16	4.74	3.21	4.45	0.50	10.22	5.47	8.50
G232_00391	8.63	2.48	5.47	1.74	3.41	3.16	1.71	1.29	3.36	5.49	9.49	1.69	3.81	3.41	3.91	0.87	5.09	6.05	1.05	0.37	6.43	2.37	3.71	0.70	11.85	5.48	10.46
G232_00392	8.55	0.33	4.34	2.33	4.18	1.65	1.10	1.11	5.40	1.78	6.88	1.31	3.97	3.41	4.93	1.20	1.15	5.60	1.85	0.95	5.23	3.06	1.15	0.68	12.48	5.32	11.15
G232_00393	8.64	0.59	5.15	2.37	3.23	1.49	1.44	1.13	4.60	2.22	9.80	2.20	3.44	2.23	3.92	1.14	2.04	4.27	1.64	1.29	6.18	2.93	0.85	1.33	11.10	4.68	10.12
G232_00394	7.70	0.41	6.31	1.78	3.31	0.84	0.95	1.14	4.61	2.28	11.97	2.28	3.44	2.39	4.88	0.75	0.53	3.71	0.78	1.34	4.37	1.99	1.06	0.49	10.47	5.11	8.75
G232_00395	7.59	0.25	5.58	2.11	3.38	1.39	1.14	1.43	3.33	1.83	9.06	2.28	3.73	2.94	3.07	1.07	0.25	5.74	0.65	0.89	4.84	2.05	0.18	0.68	10.38	4.32	10.33
G232_00396	6.19	0.38	5.99	0.86	3.97	1.08	1.17	0.31	3.14	2.11	14.62	1.98	3.42	3.07	2.70	1.12	0.16	6.02	0.74	0.68	7.98	2.18	0.39	0.75	9.48	4.75	7.51
G232_00397	10.20	7.40	5.55	2.29	4.24	3.45	2.47	1.71	4.28	14.52	9.89	1.95	3.79	2.39	4.38	0.85	18.58	5.62	2.02	0.75	5.25	2.52	11.12	1.03	11.66	5.04	9.05
G232_00398	8.00	0.78	6.21	1.86	4.65	1.95	0.78	2.15	2.09	1.60	8.25	1.23	3.40	1.70	3.59	0.93	1.40	2.51	1.30	1.14	5.51	1.90	1.15	0.71	6.68	3.98	6.56
G232_00399	9.07	3.19	5.66	1.68	3.85	2.31	1.79	1.32	3.28	4.89	8.91	1.45	3.81	2.35	3.96	1.44	5.48	6.35	0.96	0.89	5.81	2.60	4.12	1.67	10.46	4.49	10.05
G232_00400	6.26	1.63	4.39	1.71	3.13	2.00	0.91	1.26	3.14	2.65	7.34	1.15	3.40	1.72	3.02	0.81	1.36	3.54	0.92	1.03	5.40	1.84	0.66	0.91	7.49	3.93	8.85
G232_00401	6.80	0.09	5.07	3.05	3.70	1.39	1.53	1.56	3.33	1.62	9.99	1.74	2.99	1.63	3.02	1.25	0.06	3.16	2.21	2.09	6.70	2.37	0.26	1.30	10.66	5.08	7.71
G232_00402	8.66	0.10	6.51	1.07	4.05	2.89	0.42	1.82	3.52	1.67	11.10	1.37	4.25	3.82	4.79	0.81	0.10	4.24	1.16	0.70	5.44	1.73	0.54	1.18	12.07	4.56	9.20
G232_00403	7.92	0.29	3.74	1.86	3.48	1.34	0.27	0.81	4.15	3.10	10.58	1.21	3.77	2.11	2.95	0.61	0.92	4.79	1.53	0.69	3.66	2.96	1.08	0.28	11.46	5.23	9.42
G232_00404	8.94	7.07	6.14	1.83	2.65	2.99	1.63	1.78	3.69	9.98	10.66	1.30	3.95	2.27	2.86	1.06	16.30	6.04	1.78	1.17	3.81	2.45	10.79	0.80	8.05	3.54	7.92
G232_00405	5.54	0.08	3.58	3.07	4.17	1.77	0.67	1.36	4.11	0.94	11.37	1.42	3.33	3.14	4.30	0.29	0.19	5.73	0.92	0.99	5.29	2.92	0.00	2.04	7.82	7.78	10.17
G232_00406	8.97	0.32	6.48	2.03	3.62	1.80	1.17	1.32	3.87	2.52	9.53	1.73	3.25	2.16	3.39	0.98	0.28	4.41	1.26	0.91	7.71	2.92	0.43	0.86	10.52	5.41	8.78
G232_00407	9.40	0.16	6.22	2.12	3.54	1.12	0.58	0.98	3.26	2.37	11.36	1.85	4.61	2.97	6.15	1.08	0.39	5.16	0.63	0.96	5.58	1.74	0.40	0.97	10.06	5.00	8.60
G232_00408	8.04	0.88	4.44	2.09	2.96	1.27	1.15	0.94	4.51	3.57	13.70	1.82	4.88	2.47	4.77	0.67	1.35	4.87	1.50	0.50	5.46	2.35	1.39	0.59	12.40	7.29	10.26
G232_00409	7.20	2.07	5.02	1.98	3.39	1.66	0.31	0.66	5.21	2.59	11.26	2.97	3.96	2.42	3.61	0.98	3.97	4.70	1.82	1.63	8.44	2.40	2.48	0.80	11.23	4.97	9.33
G232_00410	6.16	0.38	5.57	2.15	3.56	1.55	1.39	0.82	4.51	1.44	8.67	2.53	4.62	2.71	3.36	0.96	0.78	5.02	1.65	0.76	7.06	2.39	0.76	0.95	9.53	5.70	10.64
G232_00411	7.12	0.86	5.18	2.66	4.11	1.69	0.71	1.56	3.87	1.93	7.40	2.01	2.71	2.39	3.82	0.98	0.43	4.91	1.43	0.88	5.59	2.02	0.88	0.92	9.56	4.52	7.49
G232_00412	6.82	2.79	2.62	2.25	1.87	1.14	1.05	0.25	3.85	5.86	6.72	2.03	3.12	2.21	2.84	0.70	5.70	3.62	0.89	1.05	4.21	1.21	3.78	0.58	10.08	4.59	9.04
G232_00413	9.04	0.15	6.14	1.05	3.65	1.47	1.33	1.95	4.42	1.63	10.35	2.70	4.60	3.40	3.68	0.65	0.65	5.31	2.07	1.25	7.21	3.36	0.45	0.94	10.29	4.53	10.43
G232_00414	7.15	0.85	4.29	1.62	4.34	1.60	1.01	0.58	3.02	1.70	11.93	2.12	2.09	1.69	3.07	1.10	0.85	4.46	1.72	1.08	7.18	3.93	0.88	0.98	9.30	4.21	5.23
G232_00415	8.72	4.08	4.03	2.24	4.30	2.93	1.50	1.33	4.74	10.55	9.39	1.80	3.97	2.36	3.73	0.77	9.94	5.13	1.69	1.12	5.07	2.27	6.34	0.68	10.95	5.42	10.36
G232_00416	7.76	1.52	5.76	1.89	4.22	2.19	1.55	1.65	5.34	3.19	10.30	1.21	3.77	2.34	4.28	1.05	2.20	4.86	1.48	0.78	7.29	3.77	1.46	1.09	11.17	5.95	10.03
G232_00417	10.33	0.60	5.30	2.04	3.99	2.28	1.09	1.43	5.24	2.52	10.52	2.37	4.70	2.34	3.45	0.47	1.16	5.70	1.60	1.24	6.93	1.97	0.63	0.85	9.74	4.69	10.62
G232_00418	7.20	0.24	6.58	2.18	5.19	1.62	1.39	1.15	4.32	1.94	11.80	2.81	4.21	1.24	1.96	0.90	0.05	4.99	1.45	0.94	6.51	2.04	0.12	1.46	12.65	4.81	9.62
G232_00419	8.91	0.27	5.77	1.81	7.68	1.82	1.74	1.13	3.67	2.10	8.76	1.67	3.97	1.70	1.88	1.00	0.34	3.60	0.75	1.19	5.76	2.45	0.19	1.47	10.11	4.43	8.08
G232_00420	8.02	0.02	4.09	1.70	4.02	1.82	0.78	0.64	4.32	1.75	6.83	1.14	3.92	2.37	1.66	0.21	0.00	5.43	1.31	0.65	3.40	2.29	0.00	1.34	13.78	4.78	9.06
G232_00421	7.47	0.08	5.75	2.64	3.69	1.43	1.04	0.88	4.51	1.04	9.29	2.39	3.98	2.35	3.45	0.86	0.04	5.56	1.82	1.08	5.54	2.17	0.08	0.44	10.29	4.21	11.32
G232_00422	8.82	0.53	6.11	2.19	3.27	2.13	1.03	0.88	4.26	1.62	8.60	1.99	4.13	2.26	3.36	0.65	0.61	3.97	1.17	0.72	7.61	4.07	0.89	0.69	10.95	5.52	8.07
G232_00423	8.21	1.52	4.97	2.03	2.75	2.15	1.46	1.44	5.02	2.48	9.80	3.23	4.48	2.32	4.63	0.66	1.78	6.44	0.63	0.92	7.35	2.51	0.98	0.64	11.88	6.27	8.14
